speed_ratio,angle_noise,n,safe_mean,safe_ci95,captured_mean,captured_ci95,P_mean,P_mean_ci95,chi_mean,chi_ci95,chi_local_mean,chi_local_ci95,rho1_P_mean,rho1_P_ci95,tau_P_ar1_mean,tau_P_ar1_ci95,xi_fluct_mean,xi_fluct_ci95,components_mean,components_ci95
1.1,0.0,100,0.35671875,0.0227727385514612,0.116953125,0.004239587882042828,0.43108313448102564,0.028572996742588046,4.281173640903844,0.4942503643038787,0.13869617868921286,0.07389969448550103,0.9899339388328551,8.67929963614955e-05,197.97209414821066,1.2860590850845897,22.75,2.1003652880949883,11.12,0.5295115431635408
1.1,0.2,100,0.3546875,0.015160163961461099,0.12625,0.004150754940004252,0.4095220974440145,0.030064295181306364,3.7115393872073077,0.4429822476704746,0.196776198646377,0.12652465686778427,0.9898376676308164,0.00020911855441995398,197.07276707344724,2.3940715961415346,22.8,2.0931708487412584,14.19,0.6435762945204607
1.1,0.4,100,0.342734375,0.015815662896206187,0.15203125,0.004979304193295352,0.38136142400838124,0.025225116526281455,3.1668016762901208,0.3571630372319971,0.25616075287895795,0.1117441256308082,0.989735807279514,0.0003003372513100687,195.9838765130252,2.9102368200138997,23.25,1.7080921485326217,20.93,0.8118438930401994
1.1,0.6,100,0.32859375,0.013284782150632835,0.188203125,0.006386589990265251,0.33892741805537574,0.02016604364402996,2.7872740375909246,0.33105517068696044,0.38877486545930084,0.16241283721781918,0.9894762042048905,0.00046195909828571064,193.5924980607403,4.133437284950678,20.05,1.3103365131819298,25.62,0.709034291031531
1.1,0.8,100,0.33109375,0.012164204766616133,0.2275,0.008594201985359172,0.27370929766232616,0.01423332850615253,1.9288767266300062,0.22408893373113994,0.35513674979955184,0.13448465995244982,0.9881077009225956,0.0010171437573921452,182.82164394275134,7.392505026766008,17.55,1.144351062189988,29.2,0.8862244511283685
1.1,1.0,100,0.306171875,0.011804356673286795,0.2846875,0.009886140907307635,0.22008327834814925,0.010888794656271404,1.3576015546892366,0.12729264749270514,0.6441421425929625,0.22381029335101843,0.9817715123059315,0.0019892395216121184,137.72747831906324,11.16751271249577,15.7,0.9500431462823039,31.64,0.8860142543943067
1.1,1.2,100,0.268515625,0.010599106571444937,0.347890625,0.011012909642765434,0.1797676583893344,0.005740256380616562,1.016680747288861,0.07223741871030546,0.5750498782237412,0.19585190280017384,0.9686219920352565,0.002775034392981311,78.27515138340185,7.878990303983633,14.5,0.7879496471632222,33.4,1.0036697110548316
1.1,1.4,100,0.228828125,0.009539827646939003,0.400390625,0.012210058582945387,0.15687944958444333,0.0036881620862726817,0.8288754065653289,0.05205822281681487,0.5905881778994234,0.1858944163117345,0.943346797332857,0.0035809616972049076,38.08096608750587,2.5228940312288834,13.8,0.8195718024639083,35.17,1.1848936096808969
1.1,1.6,100,0.20765625,0.010374444904981179,0.456484375,0.015071252836772327,0.14230995096376986,0.002678219965370293,0.7305873954869132,0.04019590492294602,0.8136816450192854,0.22538381811306907,0.9088378581541741,0.004896770845413395,22.731114626296435,1.3653042946957588,11.775,0.7638661565028948,34.42,1.3502420200568757
1.1,1.8,100,0.167734375,0.00899591357209959,0.500234375,0.01532711723409018,0.1301648331088247,0.0020289646552433703,0.6141252247964958,0.024441401827636544,0.9244802202783711,0.23411140402764072,0.8596585387310145,0.005491143776737402,13.81040283022361,0.5721402667770042,11.425,0.7669080713481832,34.68,1.4775053920153196
1.1,2.0,100,0.1353125,0.007526400136948915,0.53671875,0.017267287544503643,0.12498354857127696,0.0019396828685101504,0.570069092441416,0.023381520647107155,1.7273570760081811,0.3222806674041905,0.803610562760401,0.006860253595547355,9.506169978066184,0.3708669129954376,12.05,1.0865154942254247,34.59,1.524610031410914
1.1,2.2,100,0.104765625,0.006236489651110052,0.579140625,0.01696306441281176,0.12116855069915886,0.0017570547381429808,0.5488447145438756,0.0222399329441448,2.2078752976395184,0.4349725158856925,0.7407105001301432,0.008038862026848687,6.908133689151938,0.248850626410539,8.475,0.9647733758073274,34.43,1.5292250898260646
1.1,2.4,100,0.0740625,0.004562606976053196,0.6021875,0.017619197277100734,0.11797111975714605,0.0015350726593651432,0.5377433535830298,0.020021186775844267,3.3462105364979577,0.5744966312924821,0.6819925040331875,0.007554290214768648,5.385649504611114,0.16008438055332344,7.95,1.0362455346493937,35.68,1.8560521483443664
1.1,2.6,100,0.051796875,0.004835654596639294,0.644609375,0.019240738937481634,0.11658494223050492,0.0014046999418244185,0.5350665200856234,0.0205895741999715,3.7636488619772335,0.6124440902395916,0.6109789998462434,0.009230318613620716,4.223135888646204,0.13790537597497277,7.625,1.2110621225380904,34.04,1.8803622191353226
1.1,2.8,100,0.03734375,0.004273667712462025,0.658984375,0.01963174844915572,0.11621361154611534,0.0014706441768531353,0.5356046691748114,0.020364699128110272,3.4565371815121346,0.5682834750957466,0.552594308105913,0.00925357054490627,3.5206642739013296,0.095419178895229,6.925,1.096458813313537,34.17,1.9935778145400453
1.1,3.0,100,0.026171875,0.002651086317121157,0.68609375,0.019268888302743654,0.11632040638953729,0.0014296356725805328,0.5506274910074113,0.02082073415090064,4.358480672493307,0.6948832744671127,0.49452357883940445,0.010464689543469106,3.0016122219360337,0.08536565218421505,4.425,1.1754533662215683,32.89,2.0539459058705574
