policy,speed_ratio,w_align,safe_mean,safe_ci95,captured_mean,chi_mean,chi_local_mean,tau_mean,xi_mean
p0_nearest,1.3,0.15,0.2965494791666667,0.008239650945139482,0.3518880208333333,2.8417156543613964,0.8502116049269887,195.55531015138737,15.458333333333334
p0_nearest,1.3,0.2,0.28860677083333336,0.0100510409974987,0.353125,4.199064246191644,0.7036382370570257,197.50398994962057,17.666666666666668
p0_nearest,1.3,0.25,0.29401041666666666,0.010916577210193273,0.3638671875,4.360592015399141,0.42447534590654856,197.83404237744818,18.958333333333332
p0_nearest,1.3,0.3,0.2770182291666667,0.011453803433486998,0.3681640625,4.6352917990717595,0.30245558476605117,198.4278325100858,19.083333333333332
p0_nearest,1.3,0.35,0.2957682291666667,0.01339075555923284,0.3783203125,4.529309367574594,0.22462795139548877,196.64309446423286,21.291666666666668
p0_nearest,1.3,0.4,0.27024739583333335,0.014144728513146005,0.392578125,4.214187689176507,0.2040887712133889,197.12609445558957,21.666666666666668
p0_nearest,1.3,0.45,0.28268229166666664,0.014049787566010398,0.40384114583333336,4.484291404722437,0.24026094833352912,197.70847030323088,21.958333333333332
p0_nearest,1.3,0.5,0.19368489583333334,0.010313248593379338,0.45729166666666665,4.406210858499538,0.1295850266471708,195.76311530035898,22.916666666666668
p0_nearest,1.3,0.55,0.14850260416666666,0.009450204240248955,0.4967447916666667,4.085076376513302,0.10324848934312288,196.93935766232758,21.333333333333332
p0_nearest,1.3,0.6,0.14283854166666668,0.010527995235708871,0.5135416666666667,4.6166512351567315,0.00939000344831456,195.40644353778305,23.208333333333332
p0_nearest,1.3,0.65,0.12532552083333334,0.009072392393039289,0.5501302083333334,5.249937212691049,0.03132207514761025,197.81545185235143,25.0
p0_nearest,1.3,0.7,0.108203125,0.007459968674265138,0.5901041666666667,5.363519866175025,0.017743183115994314,194.04428207020234,27.625
p0_nearest,1.3,0.75,0.10579427083333333,0.0077582878308295414,0.6095052083333333,5.241118856059499,0.0048302105955952855,196.43705288256467,30.020833333333332
p0_nearest,1.3,0.8,0.09186197916666666,0.007899021939824334,0.6658854166666667,5.943583138208644,0.001871339160133791,197.50629883149833,30.583333333333332
p0_nearest,1.3,0.85,0.090234375,0.007425110878698588,0.6635416666666667,5.991172178890135,0.00023030502027564448,195.99472637951388,35.333333333333336
p0_nearest,1.3,0.9,0.08157552083333333,0.006383327975061186,0.6888020833333334,6.545878761601234,0.0020111441373972198,195.6938951505904,35.270833333333336
p0_nearest,1.3,0.95,0.07180989583333333,0.006624426761072348,0.7236979166666667,6.789960348197189,0.0028433289582592866,193.37416008798672,34.708333333333336
p0_nearest,1.3,1.0,0.04095052083333333,0.0047670393356248715,0.7906901041666666,7.308549132756038,9.648643366489337,196.10857741281367,32.875
p0_nearest,1.4,0.0,0.26412760416666664,0.007132867756463303,0.44993489583333335,0.3167678953418414,2.0431715533579453,160.38310867827536,7.145833333333333
p0_nearest,1.4,0.05,0.2669270833333333,0.007531562298599125,0.4517578125,0.6072692263567895,2.251104548338454,179.81369318431112,9.6875
p0_nearest,1.4,0.1,0.26829427083333335,0.00816779753391135,0.45481770833333335,1.3957645018701337,1.597749291140399,188.4589440459749,13.395833333333334
p0_nearest,1.4,0.15,0.26953125,0.008614919336335578,0.4447265625,2.67292648824679,0.786485847432486,191.92261804867854,14.666666666666666
p0_nearest,1.4,0.2,0.27298177083333336,0.009119146988620501,0.45416666666666666,3.9740828190171156,0.8052158559586763,195.4257243563595,16.25
p0_nearest,1.4,0.25,0.2645182291666667,0.010266014467354844,0.46360677083333335,4.882601506086149,0.33091328868129544,197.06653848997905,17.083333333333332
p0_nearest,1.4,0.3,0.2599609375,0.011730109435199204,0.46901041666666665,4.900225401719285,0.1934399985387468,197.52370387633528,19.583333333333332
p0_nearest,1.4,0.35,0.2686848958333333,0.010987584342894631,0.49309895833333334,4.906753368689359,0.1977191811864191,196.92018841910132,20.729166666666668
p0_nearest,1.4,0.4,0.25826822916666664,0.013012654799744797,0.49361979166666664,4.734363000795986,0.1846595482967787,195.36098323614036,23.125
p0_nearest,1.4,0.45,0.237890625,0.01330409493566893,0.5227213541666667,4.652557786763818,0.10969267450871364,195.81475303709027,25.916666666666668
p0_nearest,1.4,0.5,0.17506510416666668,0.01021341880834832,0.571875,4.909612772456827,0.033764152586040805,195.3395843914329,23.333333333333332
p0_nearest,1.4,0.55,0.13287760416666666,0.00905264355204923,0.6134114583333333,4.915003772193628,0.10488003972999592,195.97403890981957,27.416666666666668
p0_nearest,1.4,0.6,0.12161458333333333,0.009145105756824963,0.6488932291666667,5.279200991556464,0.0264239013042892,195.4190967733947,27.479166666666668
p0_nearest,1.4,0.65,0.11067708333333333,0.00801527492339662,0.6727864583333333,5.398452942064491,0.01859694147517846,194.9372437994404,29.3125
p0_nearest,1.4,0.7,0.10052083333333334,0.008100046129109953,0.6923828125,5.878045161951499,0.02146787453696507,193.61844233503678,30.6875
p0_nearest,1.4,0.75,0.0939453125,0.008109222033650243,0.7015625,6.0276006047741255,0.021971003546683368,196.96752806390228,34.354166666666664
p0_nearest,1.4,0.8,0.08619791666666667,0.007150427444773763,0.7444661458333334,6.562632391233556,0.002921378159729959,196.39844393710058,33.604166666666664
p0_nearest,1.4,0.85,0.07734375,0.00701004564105726,0.7757161458333334,6.784792561153226,0.0012008034075841503,192.56943436870884,31.104166666666668
p0_nearest,1.4,0.9,0.072265625,0.0064204003662107195,0.8029947916666667,7.501299126488549,0.00014022822899783732,189.3700188655203,28.708333333333332
p0_nearest,1.4,0.95,0.06536458333333334,0.005599941916569693,0.8090494791666667,7.959682961284691,0.0010185909358741297,194.8544495102304,28.958333333333332
p0_nearest,1.4,1.0,0.03723958333333333,0.005611072877607882,0.8697265625,9.36612894899314,8.005369615282666,197.74456928045043,20.958333333333332
p1_intercept,0.9,0.0,0.36106770833333335,0.008199273333223655,0.001171875,0.27129605450444344,5.426537958836038,183.8133300156777,6.291666666666667
p1_intercept,0.9,0.05,0.3649088541666667,0.008297239758984977,0.0013671875,0.45195038123576986,4.69963069857252,191.067467594791,12.395833333333334
p1_intercept,0.9,0.1,0.37454427083333336,0.010190564537199647,0.0016276041666666667,0.910252042245191,3.413285699905566,194.88570686141196,13.270833333333334
p1_intercept,0.9,0.15,0.3736979166666667,0.010119481583883252,0.0017578125,1.3782653612130018,2.2020118783429643,195.57090549208425,16.291666666666668
p1_intercept,0.9,0.2,0.3728515625,0.011579363602925644,0.0012369791666666666,1.9159275604587174,1.8655762223357466,194.31653459401267,18.041666666666668
p1_intercept,0.9,0.25,0.3776041666666667,0.011184626461209933,0.002018229166666667,2.3958298697713625,1.2917261200283845,195.7580044284254,20.666666666666668
p1_intercept,0.9,0.3,0.38450520833333335,0.015102152555450785,0.0022135416666666666,2.6205201201891746,1.0778505388355295,195.0907681536,20.583333333333332
p1_intercept,0.9,0.35,0.3689453125,0.015392139331230698,0.0021484375,3.232302556825155,0.6988816367942126,198.00681356861824,23.625
p1_intercept,0.9,0.4,0.36953125,0.014237412337909473,0.001953125,3.0335477640624746,0.4415723623197835,195.67526873192546,22.416666666666668
p1_intercept,0.9,0.45,0.3729166666666667,0.016068811981434398,0.0016927083333333334,3.446206799652819,0.33178398412420246,196.26530890023477,21.541666666666668
p1_intercept,0.9,0.5,0.25852864583333335,0.011973983470115149,0.002864583333333333,3.5307701115490517,0.40699445039992643,197.0629395591334,23.75
p1_intercept,0.9,0.55,0.1845703125,0.010093046350128514,0.04348958333333333,3.8734026867788867,0.12559380631056227,197.44442013998454,25.375
p1_intercept,0.9,0.6,0.1615234375,0.010747147584814707,0.1076171875,4.033328864137773,0.10728075103325795,198.60049859566632,24.916666666666668
p1_intercept,0.9,0.65,0.157421875,0.00961923463970056,0.177734375,4.312074017994722,0.11903803250098113,197.37907433338322,22.791666666666668
p1_intercept,0.9,0.7,0.14147135416666667,0.008294072867169919,0.2498046875,4.2828344350168,0.07541268580900144,196.38883956748188,23.25
p1_intercept,0.9,0.75,0.12955729166666666,0.007933427356483997,0.33001302083333334,4.389250071869863,0.0652150588969967,198.0572638812701,23.916666666666668
p1_intercept,0.9,0.8,0.11315104166666666,0.007018433876247999,0.4026692708333333,4.168293614490815,0.06094850654290913,197.55936406938574,23.208333333333332
p1_intercept,0.9,0.85,0.10462239583333334,0.008195492602633553,0.4513020833333333,4.89388620966393,0.05174228350114223,198.25434921970523,25.708333333333332
p1_intercept,0.9,0.9,0.1005859375,0.007015109043513624,0.48444010416666666,5.086879984705264,0.06785118862000719,197.01137513364247,23.833333333333332
p1_intercept,0.9,0.95,0.09518229166666667,0.008168777492221365,0.530859375,4.903993067924402,0.057542805268368545,198.2113188814296,26.166666666666668
p1_intercept,0.9,1.0,0.0501953125,0.005619637945900018,0.6544270833333333,5.063545407735033,3.4813514553393046,198.466061722484,32.375
p1_intercept,1.1,0.0,0.36497395833333335,0.0074809224489219995,0.004036458333333334,0.30210073871025206,5.452320948427041,186.82124987410515,6.416666666666667
p1_intercept,1.1,0.05,0.3631510416666667,0.008840645042164062,0.0048828125,0.4559105805534306,4.72712451156032,191.94825846558186,11.479166666666666
p1_intercept,1.1,0.1,0.36907552083333334,0.008664324574868447,0.0044921875,0.7764667286546366,3.367115751130527,195.8352081025753,14.375
p1_intercept,1.1,0.15,0.3814453125,0.00980689801559813,0.00625,1.4960382716282477,2.229120086331287,193.40663761535572,16.541666666666668
p1_intercept,1.1,0.2,0.36940104166666665,0.01097695040149732,0.006184895833333333,1.8657513230137481,1.904447075469606,194.7435798516634,17.625
p1_intercept,1.1,0.25,0.3728515625,0.012347942083750682,0.0072265625,2.448866737864244,1.3088714807791073,195.23884325106576,20.333333333333332
p1_intercept,1.1,0.3,0.3734375,0.013197217577086497,0.008658854166666667,2.7340563953124275,0.8073664512356548,197.46756662168107,21.291666666666668
p1_intercept,1.1,0.35,0.37721354166666665,0.014717815512377946,0.009765625,2.7272782794151436,0.6176805361944441,195.52915883072663,23.0
p1_intercept,1.1,0.4,0.373828125,0.016759950579759122,0.0142578125,3.3763271696933486,0.6429052641619823,197.4606083069028,23.0
p1_intercept,1.1,0.45,0.36595052083333335,0.01624388191658006,0.022200520833333334,3.2656243199046213,0.4407330800906859,197.81793492628083,22.083333333333332
p1_intercept,1.1,0.5,0.2552734375,0.011631993968851869,0.054036458333333336,3.2436211291510944,0.22410045003637952,194.44448521227707,21.833333333333332
p1_intercept,1.1,0.55,0.18795572916666667,0.010612054500213781,0.17897135416666668,3.470637607224011,0.23734446845452345,195.78586870970477,22.625
p1_intercept,1.1,0.6,0.16829427083333334,0.009582029183993831,0.2751953125,3.7238380908232633,0.2375556442930685,198.3017836830443,23.625
p1_intercept,1.1,0.65,0.14876302083333334,0.008792993175158002,0.357421875,3.879633544629428,0.06254023230740385,195.86524572521836,22.333333333333332
p1_intercept,1.1,0.7,0.12604166666666666,0.007971315507181526,0.4310546875,4.275011918875959,0.07576167206488439,196.9171797001559,24.416666666666668
p1_intercept,1.1,0.75,0.11705729166666666,0.007414341076408903,0.48483072916666664,4.336062457371428,0.027431880327551627,197.13927019606953,22.25
p1_intercept,1.1,0.8,0.10891927083333333,0.009104731041567459,0.5397786458333333,4.770215589366325,0.06213968348504721,197.6464130837733,26.25
p1_intercept,1.1,0.85,0.09270833333333334,0.007248496593755808,0.5938151041666667,5.073789765633269,0.04033432250125106,196.47497008226583,24.708333333333332
p1_intercept,1.1,0.9,0.093359375,0.00706940593459422,0.6123697916666667,4.9191220786229986,0.0629385304475422,196.664572935834,25.208333333333332
p1_intercept,1.1,0.95,0.08463541666666667,0.006910810349258258,0.6397135416666667,5.368350958711818,0.012702460716423355,198.95258750769543,31.041666666666668
p1_intercept,1.1,1.0,0.04283854166666667,0.004959444935588868,0.7786458333333334,5.843632636570879,5.2224677086718305,188.77913025808394,34.3125
p1_intercept,1.3,0.0,0.33209635416666666,0.007819632594764328,0.18502604166666667,0.3074647812007743,3.8839778102559754,179.93263954985335,6.583333333333333
p1_intercept,1.3,0.05,0.3274739583333333,0.008411600610403587,0.18430989583333332,0.5056865146195153,3.9331739292686,185.9614215295188,10.0
p1_intercept,1.3,0.1,0.33515625,0.009249839567037439,0.19661458333333334,0.9084576736644034,2.880731146080169,194.6936367135214,12.979166666666666
p1_intercept,1.3,0.15,0.3359375,0.008842533086787481,0.20774739583333332,1.5682040965328097,1.712151917260052,192.58654186315215,15.75
p1_intercept,1.3,0.2,0.3311848958333333,0.010125909010202962,0.22278645833333333,2.2974013191020948,1.092307376175511,194.78589366585277,17.291666666666668
p1_intercept,1.3,0.25,0.3171875,0.013324504966340744,0.23509114583333332,2.7764337181277012,0.7842181250046063,197.090065757558,19.083333333333332
p1_intercept,1.3,0.3,0.32447916666666665,0.011465319839750559,0.26165364583333334,3.0162110259575816,0.5961363040107038,196.42385471717577,19.708333333333332
p1_intercept,1.3,0.35,0.3151041666666667,0.013292344462634009,0.2802734375,3.3632277018362537,0.5088389954392194,196.4989071846332,21.5
p1_intercept,1.3,0.4,0.2974609375,0.0124145159770763,0.31731770833333334,3.737986087990291,0.37108497790085554,196.90166619693136,22.666666666666668
p1_intercept,1.3,0.45,0.3095703125,0.01411168358953795,0.35748697916666666,3.742212833653599,0.16023425501745264,195.1260727107251,22.708333333333332
p1_intercept,1.3,0.5,0.18932291666666667,0.01022022897594129,0.46100260416666666,4.129220226877992,0.07054256978237161,195.44545197180716,21.708333333333332
p1_intercept,1.3,0.55,0.1515625,0.00907239993407067,0.5376953125,4.377489465446735,0.0658296949323696,196.61136374485903,21.708333333333332
p1_intercept,1.3,0.6,0.12734375,0.008259960379183806,0.6064453125,4.204173459078887,0.08812629411648994,197.59534223497297,23.916666666666668
p1_intercept,1.3,0.65,0.10891927083333333,0.007531480543933232,0.6563802083333333,5.22148707873525,0.09687963705752946,197.52485363580715,27.666666666666668
p1_intercept,1.3,0.7,0.104296875,0.007286265616100616,0.6897135416666667,5.598260487587513,0.04542653502852036,196.38329286254577,34.458333333333336
p1_intercept,1.3,0.75,0.0876953125,0.006592540643179227,0.7329427083333333,5.640036203483358,0.03548393393041322,196.10483412464467,31.791666666666668
p1_intercept,1.3,0.8,0.08645833333333333,0.006973253000142994,0.7415364583333334,6.731838951210997,0.03209836422999717,193.22506141001526,34.333333333333336
p1_intercept,1.3,0.85,0.08684895833333334,0.0073547508559907646,0.7813802083333333,7.048511349948155,0.028113281525098278,193.9208934635691,29.75
p1_intercept,1.3,0.9,0.07662760416666667,0.006559665228901735,0.7990234375,7.290554716272246,1.1360954201244607e-05,190.05059239581163,27.0625
p1_intercept,1.3,0.95,0.06477864583333333,0.0055630591089744705,0.8198567708333333,7.88868884289585,0.0026671951440321506,194.66257146706144,30.416666666666668
p1_intercept,1.3,1.0,0.043229166666666666,0.005599941916569693,0.8397135416666667,7.3664383155053565,6.808732393399478,192.7035333904638,24.125
p1_intercept,1.4,0.0,0.2889322916666667,0.007200883235792024,0.3777994791666667,0.37721626168341943,3.3400883243991037,172.77783172395718,6.041666666666667
p1_intercept,1.4,0.05,0.2931640625,0.007508918675268657,0.37473958333333335,0.501144918226727,3.036337349720962,180.82075312768436,9.041666666666666
p1_intercept,1.4,0.1,0.28932291666666665,0.007604461282232546,0.368359375,1.1420977821317255,1.8001352369108816,189.22218065295473,13.25
p1_intercept,1.4,0.15,0.2990234375,0.007861446776864605,0.37278645833333335,1.6827692997306352,1.4650383615036993,190.45990316795863,15.541666666666666
p1_intercept,1.4,0.2,0.28756510416666664,0.00906134559306338,0.39381510416666665,2.816590605869965,0.7563070633351577,196.97406878703714,17.375
p1_intercept,1.4,0.25,0.2877604166666667,0.009789588653612798,0.39720052083333335,3.105514864766981,0.6731901112944941,197.05671566001558,19.541666666666668
p1_intercept,1.4,0.3,0.2888671875,0.012580453548847716,0.404296875,3.4529236465983697,0.5769043989621944,197.22738318926082,20.791666666666668
p1_intercept,1.4,0.35,0.2764973958333333,0.011375262058436525,0.4444661458333333,3.9041338178100924,0.27566608395331815,195.16993736481876,19.958333333333332
p1_intercept,1.4,0.4,0.2580078125,0.012553015017722087,0.4752604166666667,4.440950820466139,0.23908802510717594,197.08819732911263,23.583333333333332
p1_intercept,1.4,0.45,0.246875,0.012078300380166464,0.5288411458333333,4.630847395779388,0.2088054077072296,194.73917106666855,28.0
p1_intercept,1.4,0.5,0.16842447916666667,0.009765175091760411,0.6046223958333333,4.522397660114589,0.09391730644383661,195.1716189393245,23.458333333333332
p1_intercept,1.4,0.55,0.12649739583333333,0.00888938068949201,0.6822916666666666,5.101236827977321,0.009075710998660646,195.90818277328648,28.333333333333332
p1_intercept,1.4,0.6,0.11223958333333334,0.00828047613229654,0.7369140625,5.699664176020108,0.07936049953943698,193.53997951605203,29.458333333333332
p1_intercept,1.4,0.65,0.10944010416666666,0.0077341232185284,0.7486328125,6.102648525253778,0.009359499046830958,191.0436492120855,30.375
p1_intercept,1.4,0.7,0.0908203125,0.007352248143465876,0.787109375,6.973810339000125,0.0038726322718014247,190.4774882968119,31.6875
p1_intercept,1.4,0.75,0.08092447916666666,0.007367270238534139,0.796484375,6.767195991841444,0.009322842435574057,186.5550868822975,27.729166666666668
p1_intercept,1.4,0.8,0.07708333333333334,0.00662600671380623,0.8205729166666667,7.332915445599235,0.03415439113354741,191.13488546914044,27.083333333333332
p1_intercept,1.4,0.85,0.07623697916666666,0.006447823399308431,0.8369140625,8.042654681260409,0.002740772798027061,188.84402182380393,23.4375
p1_intercept,1.4,0.9,0.0666015625,0.0055706296058984335,0.8465494791666667,7.99874683524404,0.013841727689367778,190.91181490207134,25.375
p1_intercept,1.4,0.95,0.0611328125,0.005619637945900018,0.8631510416666667,8.364174151038334,0.008592254538373003,189.57060703747388,19.270833333333332
p1_intercept,1.4,1.0,0.033854166666666664,0.004109787164958567,0.8712239583333333,8.928676255047732,6.050910496733292,196.36396197694103,19.895833333333332
