speed_ratio,w_align,n,safe_mean,safe_ci95,captured_mean,captured_ci95,P_mean,P_mean_ci95,P_var,P_var_ci95,chi_mean,chi_ci95,rho1_P_mean,rho1_P_ci95,tau_P_ar1_mean,tau_P_ar1_ci95,xi_fluct_mean,xi_fluct_ci95,components_mean,components_ci95,P_local_mean,P_local_mean_ci95,P_local_var,P_local_var_ci95,chi_local_mean,chi_local_ci95
0.9,0.0,120,0.36106770833333335,0.008199273333223655,0.001171875,0.0005012192166357949,0.09878909838871579,0.004884612990214033,0.0021195004258159644,0.00023001633800075747,0.27129605450444344,0.029442091264096956,0.9886594095760491,0.0005530427805271397,183.8133300156777,5.721519781056182,6.291666666666667,1.0833014324111514,71.39166666666667,0.9561839767459089,0.9203233276558294,0.00581362310042936,0.042394827803406546,0.0035214245413343454,5.426537958836038,0.4507423412907962
0.9,0.05,120,0.3649088541666667,0.008297239758984977,0.0013671875,0.0005917339919795829,0.12917388825675796,0.006618741808814321,0.003530862353404452,0.0004532456519354326,0.45195038123576986,0.05801544344773537,0.9893470856474177,0.00038547063577648133,191.067467594791,3.986534367236658,12.395833333333334,1.4149785934545585,67.375,0.8995802398025077,0.927119685184671,0.005178244577949004,0.03671586483259781,0.003172935708921016,4.69963069857252,0.40613577074189006
0.9,0.1,120,0.37454427083333336,0.010190564537199647,0.0016276041666666667,0.0006250207436304346,0.1774659264147874,0.01089073060092732,0.007111344080040554,0.0010878168011398996,0.910252042245191,0.13924055054590714,0.9896205864154252,0.00033953051567754716,194.88570686141196,3.2625868626601773,13.270833333333334,0.8134950668911329,58.916666666666664,0.8858752918327379,0.9441269564905859,0.004726164629987299,0.026666294530512235,0.0029206551925635873,3.413285699905566,0.3738438646481392
0.9,0.15,120,0.3736979166666667,0.010119481583883252,0.0017578125,0.0006135312244234392,0.2250947004483322,0.013706311524477169,0.010767698134476577,0.0014131124659917406,1.3782653612130018,0.1808783956469428,0.9896495122366482,0.00038173256269729514,195.57090549208425,3.0767440985681724,16.291666666666668,1.0176784582786669,49.65,0.9881056941163218,0.9557443285639862,0.004304720482306154,0.01720321779955441,0.0022859884285374803,2.2020118783429643,0.2926065188527975
0.9,0.2,120,0.3728515625,0.011579363602925644,0.0012369791666666666,0.0005729365109085534,0.2637018189035868,0.01650579425425617,0.01496818406608373,0.0019497614864789547,1.9159275604587174,0.2495694702693062,0.9896149570048904,0.0002973021734201238,194.31653459401267,3.1626592338177253,18.041666666666668,1.1410516448474846,40.63333333333333,1.0182169215576833,0.9629315041042511,0.005135718012348837,0.01457481423699802,0.0023990470670167746,1.8655762223357466,0.30707802457814715
0.9,0.25,120,0.3776041666666667,0.011184626461209933,0.002018229166666667,0.0006899515415761048,0.30677036096162275,0.017320496482873177,0.01871742085758877,0.002019967356006761,2.3958298697713625,0.2585558215688654,0.9896452953771621,0.0004162856546171986,195.7580044284254,3.0721376894461803,20.666666666666668,1.3670367743713627,32.075,0.9399722461484762,0.9719031252754843,0.004022314352518098,0.010091610312721754,0.0020564660593107706,1.2917261200283845,0.26322765559177863
0.9,0.3,120,0.38450520833333335,0.015102152555450785,0.0022135416666666666,0.0007061233275405194,0.3261621968252813,0.01725361478064405,0.020472813438977926,0.001993862182770727,2.6205201201891746,0.25521435939465303,0.9896799542285172,0.0002595928937124267,195.0907681536,2.9809851686988256,20.583333333333332,1.2661487589294405,26.25,0.8942375435608402,0.9728015760910627,0.004723031750450177,0.008420707334652574,0.0018357385877917618,1.0778505388355295,0.23497453923734551
0.9,0.35,120,0.3689453125,0.015392139331230698,0.0021484375,0.0007009694286740769,0.35149790031387135,0.01541116800634398,0.025252363725196524,0.0020939718450940044,3.232302556825155,0.26802839617203256,0.9899354045070285,7.984130175396225e-05,198.00681356861824,1.1843503661620005,23.625,1.6944851436235089,21.891666666666666,0.7926663574596603,0.9813228284070903,0.0049476523880891375,0.005460012787454786,0.0020721058327234938,0.6988816367942126,0.2652295465886072
0.9,0.4,120,0.36953125,0.014237412337909473,0.001953125,0.0006596368892610689,0.3306142247723783,0.016736451114041664,0.023699591906738083,0.0025310216150955214,3.0335477640624746,0.32397076673222674,0.9897242650739478,0.00024795915475513066,195.67526873192546,2.762824910431207,22.416666666666668,1.5645619988885109,17.775,0.6672385439329804,0.9850415656848247,0.0037394842765640117,0.0034497840806233084,0.0013400732439601713,0.4415723623197835,0.17152937522690193
0.9,0.45,120,0.3729166666666667,0.016068811981434398,0.0016927083333333334,0.0006060139629618599,0.35279991495486435,0.016171430154577095,0.02692349062228765,0.002606296182491717,3.446206799652819,0.3336059113589398,0.9897052510110453,0.00036908222172817067,196.26530890023477,2.816538995661114,21.541666666666668,1.5914658532596615,15.2,0.5646609949480186,0.9876640272913332,0.0025483334395902625,0.0025920623759703317,0.0009063553370461296,0.33178398412420246,0.11601348314190459
0.9,0.5,120,0.25852864583333335,0.011973983470115149,0.002864583333333333,0.0008865405208899019,0.3538537587975407,0.01741051231046967,0.027584141496476967,0.0029098826981994127,3.5307701115490517,0.3724649853695248,0.9898657549263647,0.0001308183849586616,197.0629395591334,1.790986964930595,23.75,1.9484709943148435,15.066666666666666,0.6034145108426088,0.9869586000637225,0.0036926857114852815,0.0031796441437494253,0.0015993785789173035,0.40699445039992643,0.20472045810141484
