speed_ratio,w_align,n,safe_mean,safe_ci95,captured_mean,captured_ci95,P_mean,P_mean_ci95,P_var,P_var_ci95,chi_mean,chi_ci95,rho1_P_mean,rho1_P_ci95,tau_P_ar1_mean,tau_P_ar1_ci95,xi_fluct_mean,xi_fluct_ci95,components_mean,components_ci95,P_local_mean,P_local_mean_ci95,P_local_var,P_local_var_ci95,chi_local_mean,chi_local_ci95
1.1,0.0,60,0.3645833333333333,0.010432954250764282,0.002994791666666667,0.001156221170493644,0.0980880110898799,0.005996722121340205,0.0021933256454017497,0.00033636783265067845,0.28074568261142396,0.04305508257928684,0.9889288058308562,0.0006824296569880857,186.49911496228768,7.372155978337337,5.666666666666667,1.7773096959109032,71.33333333333333,1.3793887671712122,0.921216992491186,0.009419387789702947,0.04245315471270247,0.005796829743488656,5.434003803225917,0.741994207166548
1.1,0.1,60,0.359375,0.009772982045127193,0.004296875,0.001429460157011645,0.16477707318254745,0.013776578703355432,0.0060221782195348985,0.001108224204141273,0.770838812100467,0.14185269813008294,0.9897501202059061,0.00023132095822697149,195.27126008293325,3.3262795786579615,14.166666666666666,1.2471768495934963,59.61666666666667,1.2300262609540233,0.9417821312410605,0.006614199669310609,0.027074691670406614,0.0038278679085978432,3.4655605338120465,0.48996709230052393
1.1,0.2,60,0.37916666666666665,0.01674027398782297,0.005338541666666667,0.0012338176499230079,0.266844645486021,0.01990500884865448,0.014535758189008223,0.0022503706843560113,1.8605770481930526,0.28804744759756945,0.989969510385315,4.257023664618992e-05,198.44265442019716,0.7762680674475398,17.416666666666668,1.4071367062162679,39.75,1.1828318504507216,0.9629359533751843,0.007209194585134401,0.0141610389157782,0.0033824752653867445,1.8126129812196097,0.4329568339695033
1.1,0.3,60,0.363671875,0.017502226365706856,0.007421875,0.0018709706145053464,0.32362195694648255,0.021336593827958175,0.02206928911714803,0.003187392698794865,2.824869006994948,0.40798626544574274,0.9898933249784119,0.00020908304231324963,197.69912486615328,2.5497152623392347,20.583333333333332,2.0976235769158262,26.733333333333334,1.137218677366257,0.9773052574959602,0.005208710512337598,0.006998127591131268,0.002256405734003188,0.8957603316648023,0.28881993395240807
1.1,0.4,60,0.37669270833333335,0.02543614966656288,0.012890625,0.002296875,0.3381254821876964,0.019437906634220327,0.0261057762791149,0.00370233057322598,3.341539363726707,0.47389831337292543,0.9900000000000002,5.665918079653992e-17,198.99999999999983,0.0,22.583333333333332,2.22807708468354,18.233333333333334,0.9192821403051363,0.9800065523088409,0.006116402433613628,0.005451083120493732,0.002619915469416206,0.6977386394231977,0.33534918008527437
1.1,0.5,60,0.254296875,0.0177054040007134,0.05703125,0.005571159763190382,0.3480743816019551,0.0212268178128052,0.0235226244411311,0.00299673662887705,3.0108959284647807,0.3835822884962624,0.9896326015370362,0.0003165010280236535,193.93385966014668,4.320370810844289,22.083333333333332,2.596931225326773,16.05,0.8721013909851262,0.9872681994307535,0.003616146876156697,0.002272351768425444,0.0010728967477890302,0.29086102635845684,0.13733078371699586
1.1,0.6,60,0.17083333333333334,0.012467944125178324,0.27200520833333336,0.01571170064883405,0.40358148706963826,0.03025499720429952,0.029870353639359873,0.004040904724954657,3.8234052658380637,0.5172358047941961,0.9899979209161816,4.075004284665338e-06,198.95893064343375,0.08049593886945601,24.75,3.031992967658765,12.416666666666666,0.7023623039616842,0.9917837039339482,0.00388561423604286,0.0023629674546352167,0.0018036499790221791,0.30245983419330774,0.23086719731483893
1.1,0.7,60,0.12708333333333333,0.01094842792123888,0.42916666666666664,0.020967872694957163,0.42914831671614534,0.033176058766365216,0.03464609840505477,0.0049358175736073685,4.43470059584701,0.6317846494217432,0.9898909806329521,0.00018790557153591298,197.53197131211834,2.4179337501473728,22.833333333333332,2.4415881960356693,9.7,0.5438978800793418,0.9961686826160902,0.0017721902912559019,0.0007915345415968199,0.0005401497715397125,0.10131642132439295,0.0691391707570832
1.1,0.8,60,0.10859375,0.011959444816232064,0.5440104166666667,0.019203990569947087,0.48401367091106434,0.031401735999733484,0.039197444474216,0.005398874702856442,5.017272892699648,0.6910559619656246,0.9899496305396236,7.550047529717788e-05,198.14323054929582,1.2627896002937122,26.416666666666668,3.2867447934240057,8.166666666666666,0.463929827799863,0.9978886934840123,0.0016003731226224163,0.00030365348112653377,0.00043881294711042,0.03886764558419632,0.05616805723013376
1.1,0.9,60,0.09453125,0.01035670338246348,0.606640625,0.028934234359279585,0.4906873352115935,0.04020369250642117,0.03683309985876211,0.005169957554444586,4.71463678192155,0.661754566968907,0.9899398079156129,0.00010524324146482982,198.06047026604108,1.6011670148585404,25.666666666666668,3.285712837608318,6.883333333333334,0.5374584186605297,0.9981744686391771,0.0017508242526182716,0.000706579884674159,0.001234013398541675,0.09044222523829235,0.1579537150133344
1.1,1.0,60,0.04244791666666667,0.006744325692027079,0.7873697916666667,0.02827960594651978,0.5464369293545995,0.04172656212820653,0.04503564334425418,0.007519717941736719,5.764562348064535,0.9625238965423001,0.9886764348595826,0.0011687245386736418,188.02241498208826,8.178365709756626,31.791666666666668,6.301263029911388,4.0,0.5291323246118617,0.933730230674847,0.036876075994575964,0.040557971179615224,0.015396032263630226,5.191420310990749,1.970692129744669
1.3,0.0,60,0.3313802083333333,0.011337325595132267,0.18828125,0.008062458598741858,0.09912754611841999,0.0067273348510306155,0.0022943111606693457,0.0003884700105093839,0.29367182856567625,0.04972416134520114,0.9876539274368225,0.0013236465230208182,178.22099862888504,10.66447325364548,6.416666666666667,1.8019439701508724,55.95,1.646078970584683,0.9435318799309531,0.008938520474106723,0.02996715185063006,0.005376214828443347,3.8357954368806477,0.6881554980407484
1.3,0.1,60,0.34479166666666666,0.012441353566725337,0.19596354166666666,0.009795265516774366,0.18598212350965465,0.015055451382239843,0.00717284500400902,0.0011938409190342697,0.9181241605131546,0.15281163763638653,0.9895698612479072,0.0004162916043606139,193.56392486495005,4.675994515239727,13.208333333333334,1.297420499652684,45.96666666666667,1.468036227532686,0.9611724584757032,0.007057875764163793,0.019281329278512258,0.0040751222579140725,2.468010147649569,0.5216156490130013
1.3,0.2,60,0.3352864583333333,0.01454171376127073,0.2203125,0.010838578084512183,0.27773114473939464,0.023322505560913327,0.01729706396456749,0.003245142316076779,2.2140241874646387,0.4153782164578277,0.9897918984942835,0.0002379109199828506,196.09350850339038,3.2780999246923206,18.0,1.7694054030170667,29.916666666666668,1.22932025373877,0.9786544817501864,0.005603192363176427,0.008140724781249864,0.002655780953027004,1.0420127719999825,0.3399399619874565
1.3,0.3,60,0.3294270833333333,0.015790231869977422,0.2625,0.010543679744590934,0.33828045799897627,0.024591586817679624,0.024249458621876996,0.0037973817088897284,3.1039307036002555,0.48606485873788524,0.9898524198510716,0.00018582144984427004,196.82595053955436,2.6190984258939034,19.666666666666668,2.062078194041814,18.866666666666667,0.9170364780484815,0.9822063685238163,0.004246106393228705,0.005148754964169006,0.001657642945427342,0.6590406354136328,0.21217829701469978
1.3,0.4,60,0.30625,0.016578589882098343,0.31875,0.014796861902955684,0.3645141085321075,0.02651294875652595,0.025309460684160717,0.003642400257839346,3.2396109675725717,0.46622723300343627,0.989916276856728,0.0001155000123040387,197.65580220660237,1.8014506807890545,22.416666666666668,2.88590375612947,12.683333333333334,0.8906522673825048,0.983831737236931,0.005562443336149716,0.004315354668291064,0.002397784778563162,0.5523653975412562,0.3069164516560847
1.3,0.5,60,0.19244791666666666,0.015290712489377068,0.45872395833333335,0.017489607190145178,0.40906086711177636,0.027741396595461015,0.02916175822552215,0.0038617558402171065,3.732705052866835,0.49430474754778964,0.9897969857216566,0.00035594830629896837,196.87129384194486,3.47205758685129,20.833333333333332,1.9992861249496523,9.733333333333333,0.577885384735392,0.9923708996859665,0.0030475092984849914,0.0009108497584844573,0.0006167954613867041,0.11658876908601054,0.07894981905749812
