variant,soc_enabled,soc_threshold,soc_neighbor_coupling,soc_align_relax,speed_ratio,seed,safe_frac,captured_frac,chi,chi_local,tau_P_ar1,xi_fluct,soc_topple_steps,soc_topple_events_total,soc_topple_size_mean,soc_branch_ratio
baseline,False,,,,1.3,10,0.359375,0.203125,0.4498055113180043,1.1058247140174624e-05,198.99999999999983,17.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,12,0.3515625,0.2265625,1.4991523518116632,1.9113316548739905,198.99999999999983,7.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,14,0.4296875,0.15625,3.93401048971731,1.7048069621635735,198.99999999999983,7.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,11,0.2578125,0.203125,0.2661583850688678,1.593011428188852,198.99999999999983,12.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,13,0.265625,0.21875,0.937536238245599,1.3920421481005025,128.74980051861826,12.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,15,0.2734375,0.234375,3.6923985570515665,1.1572351544111714,198.99999999999983,17.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,16,0.390625,0.2109375,2.414894739600194,5.557663067793323e-06,198.99999999999983,17.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,17,0.359375,0.125,1.4163418950452138,0.7584553988024393,198.99999999999983,17.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,18,0.359375,0.2578125,4.877643760875478,1.9651565547569818,198.99999999999983,22.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,20,0.3125,0.2578125,1.5968877811547093,1.6964237406682026,198.99999999999983,17.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,21,0.328125,0.21875,0.6766258776200661,2.4898980004661873,198.99999999999983,17.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,19,0.359375,0.28125,0.3448109777860454,3.710210422986982,75.14466382721866,12.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,22,0.3125,0.1875,0.2541761360091826,1.4496573260351042,198.99999999999983,12.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,23,0.3671875,0.2265625,0.9940236359851561,3.3711871239308824,198.99999999999983,12.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,24,0.34375,0.2109375,0.9370903558121999,1.0780318459715148,198.99999999999983,7.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,25,0.390625,0.203125,1.064727696031517,0.2277823558545819,198.99999999999983,17.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,26,0.25,0.21875,0.32393815520506947,2.471625158093419,198.99999999999983,12.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,29,0.3125,0.1796875,2.909172201817388,0.05709036654011269,198.99999999999983,17.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,27,0.359375,0.203125,1.2635643903162588,1.0510597463294125,198.99999999999983,17.5,0.0,0.0,0.0,0.0
baseline,False,,,,1.3,28,0.40625,0.1171875,1.005568865432445,0.49260100363802006,198.99999999999983,12.5,0.0,0.0,0.0,0.0
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,0,0.3984375,0.0,0.39417697540018165,3.6480459605346214,198.99999999999983,7.5,591.0,2357.0,3.988155668358714,1.094745946144251
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,1,0.3671875,0.0,0.6348896673718804,1.3295132810108081,198.99999999999983,7.5,578.0,2269.0,3.92560553633218,1.1051391512396713
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,4,0.390625,0.0078125,1.4264040730644176,0.11583131869898364,198.99999999999983,7.5,523.0,1405.0,2.6864244741873806,1.1429141580003648
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,3,0.296875,0.0,0.295801791420744,2.5326960190156407,120.18105920478253,12.5,582.0,2260.0,3.8831615120274914,1.1098630142089694
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,6,0.3984375,0.0,0.22514519453573142,5.781965080391184,198.99999999999983,7.5,578.0,2174.0,3.7612456747404845,1.1031517202227774
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,2,0.28125,0.0078125,0.3059281235834711,8.070985448378606,198.99999999999983,7.5,555.0,1912.0,3.445045045045045,1.1319882033329685
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,5,0.3515625,0.0,0.7678540966903682,2.7539496267204027,198.99999999999983,12.5,590.0,2282.0,3.8677966101694916,1.110325728789226
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,7,0.3359375,0.0078125,0.33425938643612857,5.312896338201919,198.99999999999983,12.5,562.0,1979.0,3.52135231316726,1.1283545133812511
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,9,0.40625,0.0078125,0.6800997379981775,6.898158944269975,198.99999999999983,0.0,565.0,1997.0,3.534513274336283,1.1039225205448608
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,8,0.3125,0.0,0.6125492683005772,5.875838959367996,198.99999999999983,7.5,583.0,2155.0,3.6963979416809605,1.1594419278697627
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,10,0.4375,0.0078125,0.42383346604405064,1.7346630932904084,198.99999999999983,22.5,536.0,1691.0,3.154850746268657,1.1476334776334778
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,13,0.40625,0.0,0.3006969074258587,1.9628180857810078,198.99999999999983,12.5,569.0,2148.0,3.775043936731107,1.1159068044631426
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,12,0.3125,0.0078125,0.4254583781820344,7.093215039198367,198.99999999999983,12.5,535.0,1719.0,3.2130841121495326,1.1716175262523578
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,15,0.3515625,0.015625,0.3913718932710947,2.4764342209164703,198.99999999999983,7.5,594.0,2358.0,3.9696969696969697,1.1213875687737407
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,11,0.265625,0.0078125,0.13515463013413145,3.4245997055640647,198.99999999999983,7.5,541.0,1681.0,3.1072088724584104,1.1693011463844798
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,14,0.34375,0.0234375,0.31620776152379787,3.0580836692129383,198.99999999999983,12.5,572.0,2251.0,3.9353146853146854,1.1188541658769329
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,18,0.4375,0.0078125,1.065438201194657,3.4210396862086645,198.99999999999983,7.5,551.0,1819.0,3.3012704174228675,1.124823953823954
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,16,0.3515625,0.0078125,0.3415404206555652,4.334622321605516,198.99999999999983,22.5,577.0,2277.0,3.946273830155979,1.1256214175485009
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,17,0.359375,0.0,0.6276551385833864,2.9813841588582717,198.99999999999983,17.5,591.0,2594.0,4.38917089678511,1.1178183163352655
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,19,0.34375,0.0,1.2284521703405766,0.3484511730964308,198.99999999999983,12.5,587.0,2189.0,3.729131175468484,1.1233270663731414
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,22,0.421875,0.0078125,0.35229502326174156,6.121974266720315,198.99999999999983,32.5,554.0,1839.0,3.3194945848375452,1.1240197766870461
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,20,0.359375,0.0,0.6127990843083686,4.2444004437629435,198.99999999999983,7.5,591.0,2242.0,3.793570219966159,1.1250324157951277
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,21,0.3046875,0.0,0.23562905468145226,4.376579750422675,198.99999999999983,7.5,590.0,2499.0,4.235593220338983,1.1178180666720563
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,23,0.3359375,0.0,0.715313807725872,5.02936065403066,198.99999999999983,22.5,583.0,2310.0,3.9622641509433962,1.1396898538651117
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,25,0.3828125,0.0,0.3583669661700347,3.3299787506386367,198.99999999999983,7.5,571.0,2317.0,4.057793345008757,1.1381525005209214
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,27,0.3203125,0.015625,1.5116808446093903,3.9912080838258883,198.99999999999983,7.5,577.0,2220.0,3.847487001733102,1.1104152888007055
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,29,0.4296875,0.0,1.0769439699664611,3.772079442130899,198.99999999999983,12.5,594.0,2147.0,3.6144781144781146,1.1070892616845398
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,24,0.34375,0.0,0.1883123835191583,4.551791432483027,198.99999999999983,17.5,584.0,2422.0,4.147260273972603,1.1110282560968665
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,0,0.28125,0.265625,0.6737222555118583,0.8252385897167929,198.99999999999983,22.5,567.0,1979.0,3.490299823633157,1.1136329855852822
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,26,0.3203125,0.0,0.5667089825363284,2.920834988197836,198.99999999999983,7.5,590.0,2448.0,4.149152542372882,1.11883478717095
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.1,28,0.359375,0.0078125,0.7243832701374181,6.873825725237133,198.99999999999983,17.5,559.0,1886.0,3.373881932021467,1.149591472844161
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,1,0.3671875,0.2265625,0.7577719089381768,5.039538301827436,198.99999999999983,12.5,581.0,2103.0,3.6196213425129087,1.0867432950191571
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,2,0.3046875,0.21875,0.21368994181064727,2.663185063968964,138.56641517499352,7.5,594.0,2290.0,3.855218855218855,1.096235907618707
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,4,0.3046875,0.21875,0.13587955481490352,2.1661741035017905,148.84228234384014,7.5,593.0,1931.0,3.2563237774030354,1.1012863309738312
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,3,0.3203125,0.09375,0.6862937393442359,2.276613328624677,198.99999999999983,12.5,552.0,1749.0,3.1684782608695654,1.1162014230979747
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,6,0.3515625,0.2109375,0.18129862081086162,4.337167662805112,97.04569248561184,12.5,587.0,2199.0,3.746166950596252,1.1175243745636236
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,7,0.3671875,0.1953125,1.2335151807561633,4.6994410414556524,198.99999999999983,0.0,592.0,2437.0,4.116554054054054,1.0965253678451647
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,9,0.34375,0.234375,0.3838489357880587,5.726287873275039,198.99999999999983,7.5,584.0,2123.0,3.63527397260274,1.0848023902912411
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,5,0.3203125,0.1484375,1.0530122069482029,3.7980192960786896,198.99999999999983,22.5,540.0,1791.0,3.316666666666667,1.1165813211731581
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,8,0.2890625,0.125,0.7811146768895637,6.35982387961812,198.99999999999983,0.0,581.0,2205.0,3.7951807228915664,1.1151709832313281
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,10,0.2890625,0.265625,0.2557534955882264,1.074993786864759,198.99999999999983,7.5,578.0,2351.0,4.067474048442906,1.094350248249728
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,13,0.390625,0.1953125,0.16665732064581035,5.593196464601145,68.16810326319924,17.5,585.0,2073.0,3.5435897435897434,1.1110939146469967
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,11,0.2421875,0.25,0.5036622438313146,0.514850759895125,198.99999999999983,7.5,572.0,2053.0,3.589160839160839,1.1050277607195296
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,12,0.28125,0.2578125,0.43725256423532843,3.8977662534151856,198.99999999999983,12.5,581.0,2339.0,4.025817555938038,1.0945297805642633
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,15,0.3359375,0.2265625,0.17390380579940792,0.5229991127715315,198.99999999999983,7.5,592.0,2089.0,3.5287162162162162,1.086860446378213
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,16,0.390625,0.2109375,0.6568887713367395,0.35247388815085734,198.99999999999983,7.5,585.0,2490.0,4.256410256410256,1.0950287630938316
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,14,0.2734375,0.1953125,0.3873391252051404,8.949321061008229,198.99999999999983,12.5,593.0,2509.0,4.231028667790894,1.0942319176694177
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,17,0.3359375,0.2421875,1.0529578369434327,4.485709717668193,198.99999999999983,12.5,563.0,2304.0,4.092362344582593,1.087444075299947
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,20,0.375,0.2109375,0.24226509141254246,3.5771721041881293,197.85895526708018,22.5,577.0,2192.0,3.79896013864818,1.1066103119488537
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,19,0.296875,0.2890625,0.22496329521966824,4.70575639244168,198.99999999999983,17.5,567.0,2055.0,3.624338624338624,1.1064347411520556
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,23,0.3125,0.2265625,1.417789161252867,2.59104680382628,198.99999999999983,12.5,586.0,2153.0,3.674061433447099,1.0867989417989419
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,22,0.28125,0.203125,0.3233868986609818,1.9079269396854124,198.99999999999983,0.0,593.0,2577.0,4.345699831365936,1.102450664950665
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,24,0.3203125,0.234375,0.3495132496155689,2.675514112969646,198.99999999999983,7.5,587.0,2394.0,4.0783645655877345,1.0653643758592564
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,18,0.3203125,0.1796875,0.20131847906828973,2.8398499637801438,198.99999999999983,7.5,574.0,2407.0,4.193379790940766,1.088478401567407
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,21,0.25,0.1015625,0.25050977075642444,4.5636057807470385,198.99999999999983,17.5,550.0,1643.0,2.9872727272727273,1.1519075086014976
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,25,0.2890625,0.1953125,0.31366205383703566,6.550934038057337,198.99999999999983,17.5,594.0,2489.0,4.19023569023569,1.092526510401721
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,26,0.3046875,0.2109375,0.6623580135439704,5.72485340150001,198.99999999999983,12.5,597.0,2372.0,3.9731993299832498,1.1064707477459155
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,27,0.3203125,0.203125,0.6174822166848799,1.3127274899849994,198.99999999999983,7.5,583.0,2291.0,3.9296740994854202,1.0926108160644243
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,29,0.28125,0.21875,0.26736314041037434,1.1705044863156873,198.99999999999983,12.5,550.0,1968.0,3.578181818181818,1.094802566387266
soc_th024_cp010_rx000,True,0.24,0.1,0.0,1.3,28,0.1953125,0.15625,0.4930268038771222,2.5090511529911144,198.99999999999983,7.5,572.0,2455.0,4.291958041958042,1.1133789736241575
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,0,0.4375,0.0,0.961905389492005,4.068566933759645,198.99999999999983,12.5,567.0,2142.0,3.7777777777777777,1.148439404137284
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,4,0.453125,0.0078125,0.793506719919275,0.002551091691874692,198.99999999999983,12.5,494.0,1369.0,2.7712550607287447,1.1269479055990215
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,3,0.3515625,0.0078125,1.4312536372187836,2.7723577864108595,198.99999999999983,12.5,570.0,2495.0,4.37719298245614,1.0988955830344231
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,1,0.4296875,0.0,0.3378732812409341,1.4608963063787044,198.99999999999983,7.5,585.0,2634.0,4.5025641025641026,1.1125759563814215
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,2,0.296875,0.0,0.29847990702376964,5.4483157095124595,198.99999999999983,7.5,585.0,2525.0,4.316239316239316,1.1111474332364744
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,6,0.3828125,0.015625,0.9276237229471184,7.9671993702673785,198.99999999999983,12.5,570.0,2232.0,3.9157894736842107,1.1251471678097336
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,5,0.3046875,0.0078125,1.4095311498619314,0.264073835803266,198.99999999999983,12.5,561.0,2298.0,4.096256684491979,1.112765473613688
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,7,0.3671875,0.0078125,1.4278395744890227,3.343386442665923,198.99999999999983,12.5,579.0,2323.0,4.0120898100172715,1.1349814257253705
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,10,0.4140625,0.0078125,0.6349514532088633,4.629783187035638,198.99999999999983,17.5,545.0,1968.0,3.611009174311927,1.118091324525148
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,8,0.3203125,0.0078125,0.6282010491409263,0.022943029913635248,183.87924037805877,17.5,535.0,1726.0,3.2261682242990655,1.1683202409326006
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,9,0.3125,0.0078125,1.818527998935448,2.765210863240424,198.99999999999983,27.5,579.0,2686.0,4.639032815198618,1.1109082049189927
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,14,0.484375,0.0078125,0.7664623448726429,5.339972667877619,198.99999999999983,37.5,571.0,2235.0,3.914185639229422,1.098822970401918
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,12,0.359375,0.0,0.9941619482935363,0.8591579697077035,198.99999999999983,17.5,576.0,2345.0,4.071180555555555,1.1357826014565144
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,11,0.3828125,0.0,0.6264847867143474,0.4047888245441609,198.99999999999983,17.5,569.0,2373.0,4.170474516695958,1.1132409990244498
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,13,0.3359375,0.0234375,1.9886474804870842,1.9298144614807617,198.99999999999983,12.5,531.0,1892.0,3.5630885122410545,1.1372033679109153
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,15,0.3984375,0.015625,0.5260816407358959,4.235316451641475,198.99999999999983,7.5,551.0,2287.0,4.150635208711433,1.140165748393021
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,19,0.4609375,0.0,2.667333384629152,6.596112271627674,198.99999999999983,27.5,589.0,2409.0,4.089983022071308,1.0828690206241227
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,20,0.4140625,0.0,1.9125475923662998,1.55384603707237,198.99999999999983,12.5,559.0,2103.0,3.7620751341681573,1.1230090697832633
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,18,0.3515625,0.0,0.24540171973256256,3.2839874404499003,123.45444295394894,12.5,589.0,2118.0,3.595925297113752,1.1286027181435345
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,16,0.3515625,0.0,0.19548193682491036,1.5130169997423408,198.99999999999983,32.5,549.0,1785.0,3.251366120218579,1.1657839473989107
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,22,0.3984375,0.0078125,0.269862399642499,2.9059330449551872,181.1074370153378,7.5,528.0,1590.0,3.0113636363636362,1.1560118671124364
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,21,0.390625,0.0078125,3.3712048525031117,1.6164623158370781,198.99999999999983,17.5,525.0,1529.0,2.9123809523809525,1.119498556998557
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,17,0.3203125,0.0,0.36947306177451944,1.090054194111358,106.05175751067692,7.5,578.0,2456.0,4.249134948096886,1.117390793300672
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,23,0.4609375,0.0,1.1538464270908888,0.3597571962506485,198.99999999999983,12.5,587.0,2447.0,4.1686541737649065,1.1047716930396112
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,25,0.46875,0.0078125,0.7719322177023168,0.02175508020407037,198.99999999999983,12.5,545.0,2135.0,3.9174311926605503,1.1241069490150375
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,24,0.3359375,0.015625,0.4061259056122665,2.9848045481704704,198.99999999999983,12.5,593.0,2813.0,4.743676222596965,1.1198258432633432
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,0,0.3515625,0.1484375,0.5111945202405734,4.305582068353344,198.99999999999983,17.5,586.0,2309.0,3.9402730375426622,1.1057882715575023
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,1,0.296875,0.2578125,1.7252511034148055,6.779776940048254,198.99999999999983,12.5,583.0,2379.0,4.080617495711835,1.0750704145034042
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,26,0.3671875,0.0,1.8565061525580682,3.843393034497797,198.99999999999983,17.5,570.0,2383.0,4.180701754385965,1.0875193299182757
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,28,0.421875,0.0078125,0.6852616746812006,1.0843006938783688,198.99999999999983,27.5,576.0,2198.0,3.8159722222222223,1.1117798288667853
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,27,0.3828125,0.0078125,0.23325245030204178,4.537212425653237,198.99999999999983,7.5,580.0,2289.0,3.946551724137931,1.1313085829925207
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.1,29,0.328125,0.0078125,0.4990216369536649,2.625305096927015,198.99999999999983,17.5,560.0,2188.0,3.907142857142857,1.1511996401531286
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,2,0.3984375,0.2578125,0.7779663124195485,0.078418912895047,162.65393581555867,17.5,549.0,2057.0,3.7468123861566482,1.081827805710105
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,3,0.3828125,0.1640625,0.19397098668664733,4.221510522755763,198.99999999999983,12.5,539.0,1803.0,3.345083487940631,1.106927748005815
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,4,0.3359375,0.203125,1.3446042964107396,2.3256791704647286,198.99999999999983,7.5,557.0,2117.0,3.8007181328545783,1.083197403116468
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,9,0.3828125,0.25,0.6992831855173892,3.7730054032668163,198.99999999999983,17.5,577.0,2714.0,4.703639514731369,1.0722450822711238
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,6,0.40625,0.203125,5.792169854766773,7.274041269427134e-07,198.99999999999983,12.5,571.0,2077.0,3.637478108581436,1.0848983570036201
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,7,0.3515625,0.21875,0.26631613881947513,4.911671999913729,198.99999999999983,7.5,573.0,2403.0,4.193717277486911,1.0901778776778777
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,5,0.2890625,0.2109375,1.3356688097283251,0.2568305292279157,198.99999999999983,22.5,582.0,3061.0,5.259450171821306,1.0723080204362474
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,8,0.390625,0.1875,0.2147884409371283,3.442859735789549,198.99999999999983,17.5,563.0,2515.0,4.467140319715808,1.100836273256202
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,10,0.390625,0.2109375,0.5084745592627412,3.756173999508476,198.99999999999983,12.5,568.0,2317.0,4.079225352112676,1.0997867310036622
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,15,0.3359375,0.25,1.9703339679249263,2.6631250938865936,198.99999999999983,12.5,571.0,2128.0,3.726795096322242,1.0758590921748814
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,12,0.375,0.171875,2.3529691088620903,0.00596312724166232,198.99999999999983,27.5,527.0,1593.0,3.0227703984819736,1.1295958635787533
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,14,0.3984375,0.171875,0.8856333275924262,1.1404529287583456,198.99999999999983,17.5,531.0,1927.0,3.6290018832391713,1.111534890685834
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,11,0.296875,0.2109375,1.06679199347198,6.49368774206455,198.99999999999983,12.5,588.0,2902.0,4.9353741496598635,1.07950685978795
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,16,0.3203125,0.171875,0.3482098853822007,1.5776493366665996,71.21700422416953,7.5,571.0,2183.0,3.823117338003503,1.0844069380911485
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,13,0.2265625,0.1953125,2.0263359137925216,3.0238036744285512,198.99999999999983,17.5,584.0,2831.0,4.847602739726027,1.0995579456418423
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,17,0.265625,0.25,0.4286122785207054,1.5877686612389297,198.99999999999983,22.5,570.0,2142.0,3.7578947368421054,1.1103031317442564
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,18,0.3046875,0.1953125,0.6249730562467951,7.260292052402264,198.99999999999983,12.5,580.0,2187.0,3.7706896551724136,1.1158268089615242
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,19,0.359375,0.296875,0.5834049520988493,4.716451418826689,198.99999999999983,17.5,586.0,2237.0,3.81740614334471,1.0874383641050305
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,20,0.40625,0.265625,0.9274911068794535,1.4638750403243017,166.9404508794001,22.5,570.0,2231.0,3.914035087719298,1.0802693010953115
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,22,0.359375,0.203125,0.8675897303783235,3.994553152003377,198.99999999999983,7.5,577.0,2426.0,4.204506065857886,1.0935816498316497
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,23,0.34375,0.234375,1.9632320414646467,1.639006186282279,198.99999999999983,7.5,548.0,1951.0,3.56021897810219,1.1110412693136644
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,24,0.3515625,0.1796875,2.626111840355812,0.9622290527221276,198.99999999999983,27.5,550.0,2177.0,3.958181818181818,1.0909956618973011
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,21,0.34375,0.125,1.1489267597445132,4.744394227115095,198.99999999999983,12.5,523.0,1725.0,3.298279158699809,1.1149374146500581
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,25,0.3984375,0.2109375,2.000608007184497,0.04123564549376935,198.99999999999983,17.5,587.0,2509.0,4.2742759795570695,1.0915898426563955
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,26,0.3828125,0.15625,0.3485483778374949,2.7730666256712495,198.99999999999983,22.5,554.0,1873.0,3.38086642599278,1.089622327642219
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,29,0.3046875,0.2421875,0.43003178039232287,1.0195987646683848,198.99999999999983,22.5,582.0,2077.0,3.56872852233677,1.082566319700571
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,28,0.359375,0.234375,0.5756620527779649,6.7714552641597505,198.99999999999983,17.5,591.0,2611.0,4.417935702199662,1.0879811760743963
soc_th024_cp010_rx003,True,0.24,0.1,0.03,1.3,27,0.3515625,0.09375,0.6085103517464955,0.8029000896453912,198.99999999999983,12.5,543.0,1920.0,3.5359116022099446,1.141004070754993
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,1,0.453125,0.0,0.37908317771142097,3.761496254434429,198.99999999999983,7.5,590.0,4158.0,7.047457627118644,1.055254953172463
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,0,0.375,0.0,0.1106426308114542,3.085263567447603,144.79347636953668,7.5,590.0,3821.0,6.476271186440678,1.0652838413237395
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,4,0.375,0.0078125,0.4459808792645261,2.366670552006785,198.99999999999983,22.5,556.0,2620.0,4.712230215827338,1.107144779876978
soc_th024_cp022_rx000,True,0.24,0.22,0.0,1.1,3,0.3359375,0.0078125,0.3092769749002647,3.279250792239369,169.65382484988365,7.5,597.0,3927.0,6.577889447236181,1.048894299850234
