variant,speed_ratio,w_align,n,safe_mean,safe_ci95,chi_mean,chi_ci95,chi_local_mean,chi_local_ci95,tau_P_ar1_mean,tau_P_ar1_ci95
p0_nearest,1.0,0.6,60,0.17981770833333333,0.016140074079332493,3.9748310597760232,0.5842711428882219,0.03686519393619727,0.03497372943414591,198.65688924783944,0.6724970742343266
p0_nearest,1.0,0.65,60,0.172265625,0.01840246483512077,5.050698687384906,0.7086697821454127,0.07866849709356188,0.1252773992683699,198.65621802260793,0.6738126756880752
p0_nearest,1.0,0.7,60,0.159375,0.01469084136773003,4.425072365103659,0.711633950299431,0.13103846980411954,0.09839623163095923,197.62708623008172,2.056804521096912
p0_nearest,1.0,0.75,60,0.14205729166666667,0.013547570743433903,4.643104540005741,0.6758697613971801,0.011955037677981421,0.010194341929821946,198.99999999999983,0.0
p0_nearest,1.0,0.8,60,0.14205729166666667,0.013180814141437344,4.240698588939285,0.696065799363622,0.17079380691518395,0.23170192050866162,198.99999999999983,0.0
p0_nearest,1.0,0.85,60,0.133203125,0.013300538347132214,5.102165954238294,0.7550667392516575,0.09880147353820173,0.12099280361647731,198.4841640921641,0.7332649938084986
p0_nearest,1.0,0.9,60,0.12239583333333333,0.011853563452129215,4.471229925559311,0.65951830658111,0.05091002374000255,0.07261604546718382,198.05881900752684,1.2941879602084423
p0_nearest,1.0,0.95,60,0.11979166666666667,0.014174395272609056,4.460019065041445,0.6859780149855365,0.13080633402554528,0.23857996882856708,197.402156148047,2.2272913673749297
p0_nearest,1.0,1.0,60,0.0734375,0.010810430654172493,4.47816837003363,0.836605822230402,4.472408300107527,0.9487460621800101,195.3765561666183,4.935323863991432
p0_nearest,1.1,0.0,60,0.3279947916666667,0.011203331018429998,0.22842807661812087,0.03667350646034957,4.453990588436044,0.5394267517307773,175.21440869985503,10.424523794074794
p0_nearest,1.1,0.05,60,0.32057291666666665,0.012623688379896558,0.3982184589208345,0.07429467098582507,4.432796116985875,0.6163256991926661,186.12218448714748,8.340753886903132
p0_nearest,1.1,0.1,60,0.3358072916666667,0.012880920239749226,1.6668582184905631,0.33646007439185777,2.323436715799256,0.49169395970308344,192.76487570427804,5.371896370626534
p0_nearest,1.1,0.15,60,0.346875,0.012713788394594043,2.613419358582127,0.42038736769692425,1.5965451298880664,0.4497458968699403,196.65020065942426,2.6407039131047276
p0_nearest,1.1,0.2,60,0.3411458333333333,0.013761851407879385,3.694260318771168,0.5730732015259897,0.9583174278040778,0.36732874780140773,198.641944172109,0.7017894226660238
p0_nearest,1.1,0.25,60,0.35690104166666664,0.017664455482421095,3.9333890504193496,0.5862192917827896,0.5126813815175513,0.2257892529007466,198.0497095961126,1.852775340082209
p0_nearest,1.1,0.3,60,0.33893229166666666,0.01661567072170435,4.36984487032556,0.6283477648942802,0.30254306410059023,0.12345989628466437,198.70996107928957,0.5684762845921337
p0_nearest,1.1,0.35,60,0.3514322916666667,0.020471177120928472,4.304349412833253,0.6217184535445952,0.24791465521629136,0.13106764767702148,198.46937487598703,1.040025243065081
p0_nearest,1.1,0.4,60,0.33815104166666665,0.020206088189886496,3.964016505818263,0.6829051479300123,0.24947581671453983,0.2545795802843583,198.5526994459614,0.8767090859153269
p0_nearest,1.1,0.45,60,0.3404947916666667,0.02051900716506214,3.1975137745330473,0.5360198314071237,0.1274539112490201,0.11736090652396118,193.0573332979843,6.1994190860393665
p0_nearest,1.1,0.5,60,0.23997395833333332,0.01608498951075375,3.5612801238156786,0.5643924996889409,0.08508447429909946,0.07929985155865234,196.55580592331532,3.064095106773646
p0_nearest,1.1,0.55,60,0.18385416666666668,0.013985284057476788,3.416678163097916,0.6234927826248653,0.1466622207177525,0.11650172686116195,198.99999999999983,0.0
p0_nearest,1.1,0.6,60,0.16171875,0.014686783061898679,3.9861802898650702,0.593152034436039,0.2322450050085668,0.3651301741486896,196.23242624416963,3.3970871326922483
p0_nearest,1.1,0.65,60,0.15078125,0.012285094943759662,3.7519650368857183,0.6201736011483745,0.08882195584993138,0.08379933503090126,198.99999999999983,0.0
p0_nearest,1.1,0.7,60,0.12955729166666666,0.01302817157270605,4.469805107671364,0.8254242280062747,0.055986231164810475,0.03993122246605669,195.36039987478387,4.593456450794229
p0_nearest,1.1,0.75,60,0.1234375,0.012506841348177188,4.42165795883836,0.6479670260721986,0.052657150118231105,0.08286379023019069,197.61948636651596,2.4207809047793756
p0_nearest,1.1,0.8,60,0.1078125,0.010875182640196306,4.733687645439187,0.7701528962179133,0.08878405959314627,0.12694332560208466,198.99999999999983,0.0
p0_nearest,1.1,0.85,60,0.10638020833333334,0.01095583635419754,4.635514548919449,0.6159599107691592,0.027255170403371984,0.031114083720885297,198.99999999999983,0.0
p0_nearest,1.1,0.9,60,0.10638020833333334,0.010979992346490774,4.590084770096513,0.7127514339417408,0.01888408717811102,0.01705273035681037,196.44319164460978,3.6506036986701536
p0_nearest,1.1,0.95,60,0.10638020833333334,0.011388621137342667,4.761651697149573,0.7103174849804287,0.05555081210088062,0.061209368095518094,195.76273324394577,4.704230532637614
p0_nearest,1.1,1.0,60,0.059244791666666664,0.00856897041131128,5.12856171088569,0.8404352960869044,9.081073221946431,1.687747732729172,192.78129492717798,6.0217046454276915
p0_nearest,1.2,0.0,60,0.3059895833333333,0.010054701109622161,0.22540920355865215,0.04879484277312962,4.055232115439682,0.6450686496067629,177.7425568755454,9.888378785649552
p0_nearest,1.2,0.05,60,0.312890625,0.0102779000996174,0.5765621598329752,0.11496587455554003,3.265677619182608,0.6560087416627369,183.82146556712678,8.615353648618974
p0_nearest,1.2,0.1,60,0.312890625,0.010836286194257022,1.1780840168154851,0.2505282278959296,2.85792185595958,0.6310954959355166,191.98041676806346,6.084756221564625
p0_nearest,1.2,0.15,60,0.31028645833333335,0.01349662849028762,2.7049601987996565,0.47710375956159984,1.3943867996880255,0.44881955241969734,196.77440561879862,3.358843545571139
p0_nearest,1.2,0.2,60,0.30390625,0.013621722631992026,4.019728565249287,0.5528494529018873,0.7801807326360154,0.3160124157683674,196.96191930298104,3.065605265343572
p0_nearest,1.2,0.25,60,0.31393229166666664,0.014660564938260035,5.392484870367299,0.6379115581409923,0.4798171587662651,0.3704179092823371,196.7532821806527,3.1238747598131975
p0_nearest,1.2,0.3,60,0.3307291666666667,0.01802881781167795,4.338238150268655,0.6275015811595895,0.33337618367119215,0.24103962576904817,197.48779188535457,2.345083536287162
p0_nearest,1.2,0.35,60,0.314453125,0.01863921281311153,3.744925150018244,0.6769048987772085,0.37627191587253805,0.20948822676665912,197.3629942856404,3.2085312001444253
p0_nearest,1.2,0.4,60,0.297265625,0.02046125240724107,4.375707218534435,0.5641114385330549,0.23139989524215201,0.13958721071147506,197.00335508498767,2.7434973732930135
p0_nearest,1.2,0.45,60,0.29244791666666664,0.02269859167665906,4.144660288287897,0.5787426378446708,0.14443367227600715,0.1471841811678076,197.8352393834275,1.8520247358119881
p0_nearest,1.2,0.5,60,0.21484375,0.017506294109997936,4.390918868717626,0.6371760016574755,0.13163293157087516,0.09841554595398533,196.19400505624492,4.340900917140023
p0_nearest,1.2,0.55,60,0.16315104166666666,0.014385094733870972,3.8328125484293163,0.6164571338406197,0.1229629655894255,0.133371496828625,198.46968282059004,0.945639160007264
p0_nearest,1.2,0.6,60,0.15364583333333334,0.012527302163430058,3.935180884460267,0.6563182634513776,0.15816049726472778,0.18500144055120926,196.60877104484976,4.2517186068106385
p0_nearest,1.2,0.65,60,0.13177083333333334,0.01264203918709893,4.496632223797579,0.5857428578479399,0.086717649534685,0.06585937714218078,195.92156626557096,3.796974910459819
p0_nearest,1.2,0.7,60,0.1265625,0.014356095943219809,4.894175964283315,0.6748561279880155,0.05077525872218438,0.06371438452144561,197.3258953676558,3.2744348497052322
p0_nearest,1.2,0.75,60,0.123046875,0.01349924559000917,4.568402490184269,0.6598796351829551,0.043915161685081895,0.045408844280137715,194.37477615864583,4.855433123489969
p0_nearest,1.2,0.8,60,0.108203125,0.012831116816523377,4.711048429594279,0.6306821243918239,0.022069197541483048,0.024838876625101543,196.66583206260168,3.1731103410015953
p0_nearest,1.2,0.85,60,0.0953125,0.011252343505910225,4.342228054141033,0.6267418020996788,0.048709000769888565,0.07924237291519984,197.70384297503685,2.540467768927435
p0_nearest,1.2,0.9,60,0.08619791666666667,0.011069359942403482,4.760538574236169,0.6820538283882822,0.05744559551806808,0.06933950749855138,194.93785825458355,4.825703896415243
p0_nearest,1.2,0.95,60,0.076953125,0.009926470448078987,5.490483864703531,0.7608597707117407,0.04060860103939212,0.05835635674289429,197.5188930607924,2.105148196965584
p0_nearest,1.2,1.0,60,0.046484375,0.007292252139277696,6.457272397203592,0.8706684850350933,11.276945974361839,2.4170972274724556,195.57765961213136,4.268027884457457
p0_nearest,1.3,0.0,60,0.278125,0.010340702533395918,0.2318051096181882,0.04906582715086691,3.154509851784546,0.690407300493798,162.57699547374708,12.406395867478528
p0_nearest,1.3,0.05,60,0.2830729166666667,0.008947665089562028,0.6043407718808257,0.15254570645801183,2.2105898809726785,0.5613488582500721,188.0625221577432,8.125694507681946
p0_nearest,1.3,0.1,60,0.28736979166666665,0.010365599820090837,1.3784742037861308,0.2858450192674488,1.424400326864076,0.5058995268725911,190.50705475089856,7.26210205087437
p0_nearest,1.3,0.15,60,0.29466145833333335,0.011721091083640705,2.840377209163773,0.4872303614983815,1.0020888490274846,0.42106100468193275,194.2636082968147,5.409616087434614
p0_nearest,1.3,0.2,60,0.28854166666666664,0.014180001616955963,4.225951918469932,0.684439769224398,0.7647834213080809,0.40558276753644623,196.9294354500198,2.8932171376767197
p0_nearest,1.3,0.25,60,0.292578125,0.01602448089521924,4.487900304445922,0.6194084596830041,0.3949655959786581,0.21129151206204813,197.54552125465491,1.8941966649994215
p0_nearest,1.3,0.3,60,0.2669270833333333,0.016998237563299226,4.546276327637449,0.5916075812569705,0.31333881023068755,0.22628640909669862,197.85566502017167,2.2428965604631412
p0_nearest,1.3,0.35,60,0.29375,0.0192908248724225,4.776686251175801,0.6793378752749412,0.23762900952156502,0.19467150593386603,198.73196575604157,0.5253471181581707
p0_nearest,1.3,0.4,60,0.26171875,0.021441516219834776,4.2173006878622905,0.6229258130692835,0.19728661533724415,0.21348156921337402,195.50841061897015,3.56800558168299
p0_nearest,1.3,0.45,60,0.28658854166666664,0.021385814134480187,4.637897646497114,0.6180028886930216,0.20430992687532704,0.24141850131455223,197.46499747747367,3.0086049441512452
p0_nearest,1.3,0.5,60,0.19309895833333332,0.015134513928595245,4.452856749039797,0.6684698512857209,0.11280653248960097,0.11153444897953842,192.73687932232025,6.1466815253814024
p0_nearest,1.3,0.55,60,0.15416666666666667,0.014975138417635878,4.3923008654457085,0.6231547990777234,0.07738834930561658,0.06463541857904852,198.99999999999983,0.0
p0_nearest,1.3,0.6,60,0.15416666666666667,0.016129298075700113,5.072367084931298,0.7592262828837202,0.0046727909479304,0.003145681916966448,197.32538491061206,3.2822455752000295
p0_nearest,1.3,0.65,60,0.12825520833333334,0.012828363413340397,4.770458915753369,0.671844828880585,0.022825234864409592,0.024251263684808653,198.20670944833606,1.4978378452166632
p0_nearest,1.3,0.7,60,0.108984375,0.010909387866006232,5.525425929641518,0.8047747180106231,0.020284684181362866,0.037729712898503756,194.70973705856608,4.857508861062555
p0_nearest,1.3,0.75,60,0.10221354166666667,0.01139559809411687,5.02628826540232,0.7435333581864206,0.006220172415050403,0.009183634463878829,195.889178097849,3.4764295780571564
p0_nearest,1.3,0.8,60,0.09309895833333333,0.010712517314572375,5.722434336821942,0.8131413770564087,0.0015965259911767179,0.002728481398418099,198.93307561777667,0.13117178915732997
p0_nearest,1.3,0.85,60,0.08684895833333334,0.01093162698370727,6.28538745953228,0.7476918118586934,0.0001138333518180275,0.00014031287338880732,194.74678830695757,4.638591037887418
p0_nearest,1.3,0.9,60,0.08606770833333334,0.009816879947892843,6.729165790439414,0.929489257282401,0.0039630994133639155,0.006878606308644084,193.83198341099882,4.762829561398693
p0_nearest,1.3,0.95,60,0.07473958333333333,0.01133776375358411,6.8032893023166725,1.0253795141336506,0.0020353294230313975,0.0039881488264143575,192.3794774386264,5.459928356075892
p0_nearest,1.3,1.0,60,0.04440104166666667,0.006495438950682768,8.020392818760548,1.0649631632904824,9.3422876398238,2.623603786208844,196.16350472349524,3.5056646204907564
p0_nearest,1.4,0.0,60,0.265234375,0.008813851048541675,0.3697070295039797,0.09302597031234983,2.354146811237032,0.6520084079739495,169.9236655111851,11.806764306089047
p0_nearest,1.4,0.05,60,0.266796875,0.010758994892664034,0.6552309590299736,0.14543056860311257,1.7711890518791222,0.5630640932507236,182.01427132806742,9.442796061482934
p0_nearest,1.4,0.1,60,0.2579427083333333,0.010514060472916663,1.4324836482869978,0.32413905063266535,1.4094485389632931,0.4843596663314947,192.14990167482196,5.760480687703548
p0_nearest,1.4,0.15,60,0.26393229166666665,0.012540117235496034,2.2741063937169135,0.5107277079914804,0.7566181419507927,0.34352000828348533,189.43360348945532,6.825051909790339
p0_nearest,1.4,0.2,60,0.271484375,0.01206929134521382,3.9179263421944963,0.6477554173239357,0.7542958181444579,0.42904716931130515,195.81738284397153,4.379717383785294
p0_nearest,1.4,0.25,60,0.26510416666666664,0.014268475180439279,4.521906444044755,0.5927686901030705,0.3517560042407687,0.2774305086022118,195.72481870158728,3.635272451404204
p0_nearest,1.4,0.3,60,0.2643229166666667,0.015844669073919758,4.766011963631334,0.65910310401508,0.2580747183947328,0.20487372313018742,196.87294505285277,2.8353009691679025
p0_nearest,1.4,0.35,60,0.26197916666666665,0.013961583650575425,4.779548335123359,0.5384118845250714,0.1758608356502017,0.14969154893399558,197.00225624945753,3.829456858031945
p0_nearest,1.4,0.4,60,0.2501302083333333,0.01763443291042719,5.090865433580359,0.6572200348859257,0.1605834293631326,0.1851855023348793,198.24506422796998,1.3269782778897254
p0_nearest,1.4,0.45,60,0.24244791666666668,0.020189281537433757,4.923024673288797,0.6468199409748099,0.15175265565654145,0.21155568131082086,195.2893883407688,4.234512971970595
p0_nearest,1.4,0.5,60,0.17903645833333334,0.015174723713650749,4.771516331273148,0.6893727926429642,0.02672601061902328,0.022534054416002345,198.8135963415953,0.2981858361655431
p0_nearest,1.4,0.55,60,0.13802083333333334,0.01445663091480913,4.98064230630486,0.6087856783535389,0.1059780840547725,0.17074709851112355,196.5731550432981,3.410982090938559
p0_nearest,1.4,0.6,60,0.121875,0.013594952744051534,5.1484844227940005,0.6152245635837671,0.05201894064844736,0.055168760167160054,196.33876177957163,3.39728374620715
p0_nearest,1.4,0.65,60,0.10989583333333333,0.012152648422098756,5.214870273835773,0.7571996782580416,0.03264864273233057,0.055613651131610584,193.89722687123705,4.991569949043514
p0_nearest,1.4,0.7,60,0.102734375,0.01072199368293096,6.1155829953609855,0.8623287876776463,0.042235284293969874,0.077497346669217,196.51154178833755,4.499399862648622
p0_nearest,1.4,0.75,60,0.09153645833333333,0.013027154733187675,6.086109859480837,0.9030092222284504,0.010708482678149599,0.019955533439283538,196.8634759313666,3.02791198824872
p0_nearest,1.4,0.8,60,0.08854166666666667,0.009958724476988442,6.653947634936713,0.9082664481215823,0.0015310698306330727,0.002039113720948478,197.51855898819227,2.9036243831427666
p0_nearest,1.4,0.85,60,0.075390625,0.00906867978283605,7.1535541252122155,0.9814749568225839,0.0017398239301413688,0.00210192998765298,192.73627808365916,5.605800069410366
p0_nearest,1.4,0.9,60,0.07395833333333333,0.009325364326137994,7.770652926981358,0.9726705723440437,1.9411174251788682e-05,2.3604473812690637e-05,189.10502295156908,7.2864794555054475
p0_nearest,1.4,0.95,60,0.06705729166666667,0.00832590359449782,8.223729080839616,0.9501171982923781,3.8920701706994693e-07,4.891118116110591e-07,195.92670445641684,4.241469674652269
p0_nearest,1.4,1.0,60,0.041276041666666666,0.008260412408671897,9.732425467747735,1.2350985602756406,8.790264725284997,2.714747381483021,198.85508858977948,0.28402636403185355
p1_full,1.0,0.0,60,0.3723958333333333,0.009620429919997045,0.2604822031620749,0.053512639908692594,5.058720512981774,0.5864223632990889,180.25775961301719,8.514221273734263
p1_full,1.0,0.05,60,0.362109375,0.011299482711777586,0.48125790209272024,0.07775898734996478,4.783400466980416,0.6680901631788216,190.86252259680955,5.829572792639054
p1_full,1.0,0.1,60,0.376953125,0.012167672795827934,0.7682094834258516,0.1574572586580188,3.038743288713383,0.48890442739205364,191.785572427605,5.7770785648186
p1_full,1.0,0.15,60,0.37643229166666664,0.01389512662090771,1.4908288696093248,0.26750214792161353,2.4037709383571246,0.4549437443120971,194.77062132786438,4.960308531199397
p1_full,1.0,0.2,60,0.372265625,0.015822323634549253,1.639830622410522,0.2633372887809808,2.381097601174815,0.4713708879961364,195.27080426362713,3.7102825139926487
p1_full,1.0,0.25,60,0.366796875,0.015933287123551403,2.3238223519497865,0.36410151581279043,1.1786810794860652,0.3131423582078728,196.9969789828008,3.025328833724188
p1_full,1.0,0.3,60,0.3673177083333333,0.017358078317670594,2.669393657647989,0.4847220273077495,1.1877323117564194,0.31015324578094117,198.48417684706453,0.7411924691580432
p1_full,1.0,0.35,60,0.3640625,0.02270394077145358,3.145103698835271,0.4099738789539805,0.8430437688452752,0.38630304764212264,197.59188950657094,2.7598965671206517
p1_full,1.0,0.4,60,0.40260416666666665,0.023510177414493703,3.286538366666944,0.49732817355827474,0.35386581881472773,0.208733077034503,197.66869839854067,2.609351138859895
p1_full,1.0,0.45,60,0.34283854166666666,0.02334797531472341,3.5106656299858825,0.4812885749129906,0.2706435175498724,0.11824349692849694,198.99999999999983,0.0
p1_full,1.0,0.5,60,0.268359375,0.016832440749461376,2.981681865419467,0.43656748145824376,0.2647127370972913,0.1472663122918811,197.20219812544332,1.8080193438865657
p1_full,1.0,0.55,60,0.19231770833333334,0.015956826260757544,2.9775344740742797,0.5350759659097231,0.11907527865025076,0.08122462043805524,195.50726176864433,4.8536279641890605
p1_full,1.0,0.6,60,0.173828125,0.01527623043887786,3.0266151630865865,0.5074018125733583,0.2093279066065192,0.20061318521387708,196.55193486147704,2.7285022755165094
p1_full,1.0,0.65,60,0.15520833333333334,0.014126651513579256,4.135750282179563,0.6264281970907419,0.1641644469341887,0.23816212773815848,197.7685529261065,2.413636264830899
p1_full,1.0,0.7,60,0.12408854166666666,0.012566498812966329,4.202891362727585,0.5834014197030162,0.10748508603919886,0.10657877002697587,198.99999999999983,0.0
p1_full,1.0,0.75,60,0.12786458333333334,0.012326360549090788,3.964041742196858,0.6514584650384825,0.1296317495961852,0.20453663806498779,197.23782105732116,2.5233643089638957
p1_full,1.0,0.8,60,0.11614583333333334,0.011030397624623399,5.066860401016469,0.6536946256320721,0.004717897795600162,0.005291920247516633,196.93420258024221,3.299569402258283
p1_full,1.0,0.85,60,0.0984375,0.011034800258150944,4.673875705530152,0.7009975528362749,0.0020151681538213275,0.0023640893398049834,197.5777007027739,1.966990875490764
p1_full,1.0,0.9,60,0.099609375,0.009797519244849465,4.468203507999671,0.6584045555309492,0.05519885893147887,0.07551713619829745,198.99999999999983,0.0
p1_full,1.0,0.95,60,0.09427083333333333,0.01043422390424858,5.266347002709378,0.6493951951544586,0.09297376091364166,0.18216587347659172,198.99999999999983,0.0
p1_full,1.0,1.0,60,0.06145833333333333,0.0085471062326918,5.716043513622868,0.9102575564005008,3.746902503317884,1.4670193563696785,198.10784461381866,1.2333207641537676
p1_full,1.1,0.0,60,0.3645833333333333,0.01043295425076428,0.28074568261142396,0.04305508257928684,5.434003803225918,0.7419942071665478,186.49911496228768,7.372155978337337
p1_full,1.1,0.05,60,0.35846354166666666,0.01240202842970567,0.42315185384607534,0.06964415276773295,4.58905994113664,0.5628573044005031,191.39719166593386,6.528328038211457
p1_full,1.1,0.1,60,0.359375,0.009772982045127193,0.770838812100467,0.14185269813008294,3.465560533812046,0.4899670923005239,195.27126008293325,3.3262795786579615
p1_full,1.1,0.15,60,0.38580729166666666,0.01340800182406631,1.6747807829987686,0.31135826087887253,2.0742713623173237,0.41966494096204926,191.69194847846296,5.560739283213935
p1_full,1.1,0.2,60,0.37916666666666665,0.01674027398782297,1.8605770481930526,0.28804744759756945,1.8126129812196097,0.43295683396950324,198.44265442019716,0.7762680674475398
p1_full,1.1,0.25,60,0.37408854166666666,0.018202216395249125,2.3970327440431753,0.34074293307753906,1.4535909999066916,0.39113235085087866,197.85835482880805,2.237624535535846
p1_full,1.1,0.3,60,0.363671875,0.017502226365706853,2.8248690069949487,0.40798626544574274,0.8957603316648023,0.28881993395240807,197.69912486615328,2.5497152623392347
p1_full,1.1,0.35,60,0.37083333333333335,0.02048403433566697,2.5877067784574423,0.4108882266305823,0.4686466039973769,0.19475164035391346,194.4754421979041,4.630817087942975
p1_full,1.1,0.4,60,0.37669270833333335,0.025436149666562876,3.341539363726707,0.4738983133729254,0.6977386394231977,0.33534918008527437,198.99999999999983,0.0
p1_full,1.1,0.45,60,0.355859375,0.02447897143321292,3.4239758331697057,0.5573702718392743,0.3670899922958623,0.17610001577805062,196.6358698525618,3.4809095772938194
p1_full,1.1,0.5,60,0.254296875,0.017705404000713403,3.0108959284647807,0.3835822884962624,0.29086102635845684,0.1373307837169959,193.93385966014668,4.32037081084429
p1_full,1.1,0.55,60,0.18658854166666666,0.014663275437817274,3.5476251554641016,0.5871334640835214,0.20275406564052414,0.14018346969491277,195.64175701074342,3.7362293467932033
p1_full,1.1,0.6,60,0.17083333333333334,0.012467944125178326,3.823405265838064,0.5172358047941961,0.30245983419330774,0.23086719731483898,198.95893064343375,0.08049593886945601
p1_full,1.1,0.65,60,0.14830729166666667,0.011592676331845386,3.800472478854697,0.6302005771178699,0.10782179092969064,0.10805088543802098,193.5594732746776,5.019870508014831
p1_full,1.1,0.7,60,0.12708333333333333,0.010948427921238879,4.434700595847011,0.6317846494217433,0.10131642132439295,0.06913917075708319,197.53197131211834,2.4179337501473728
p1_full,1.1,0.75,60,0.119140625,0.01066500917046115,3.8854051257800575,0.6619332479255201,0.023448540762939098,0.040839719913159,197.39233702556987,1.93294802562293
p1_full,1.1,0.8,60,0.10859375,0.011959444816232066,5.017272892699648,0.6910559619656246,0.03886764558419632,0.05616805723013376,198.14323054929582,1.2627896002937122
p1_full,1.1,0.85,60,0.09010416666666667,0.009883952874394837,5.1405873832712325,0.7113187897747145,0.0028872218286456136,0.003588637153520255,196.00796827690073,4.7463516287069005
p1_full,1.1,0.9,60,0.09453125,0.01035670338246348,4.71463678192155,0.6617545669689069,0.09044222523829233,0.15795371501333438,198.06047026604108,1.6011670148585404
p1_full,1.1,0.95,60,0.08359375,0.009274321992460938,5.503806893373947,0.6605121351070119,0.0009207171478557667,0.0011291488097239242,198.99999999999983,0.0
p1_full,1.1,1.0,60,0.04244791666666667,0.006744325692027079,5.764562348064534,0.9625238965423,5.191420310990749,1.9706921297446691,188.0224149820883,8.178365709756624
p1_full,1.2,0.0,60,0.3625,0.012072446482437922,0.28899556393101966,0.047821415733196815,4.864992147696162,0.6072599190388781,190.97034960196518,6.0397179574932895
p1_full,1.2,0.05,60,0.36041666666666666,0.01319575541423123,0.4366612208403254,0.0788254740574437,4.884028984292322,0.6265463585724138,191.13009199869566,5.945055077293475
p1_full,1.2,0.1,60,0.36692708333333335,0.012054693817065094,0.8970900060322816,0.18753463340286433,3.1665361653306534,0.595014334729311,193.3051355502934,6.378464370320876
p1_full,1.2,0.15,60,0.364453125,0.01441146930811471,1.4023441918878252,0.2698487895460668,2.50170122150228,0.5071284121041303,194.1954926838995,4.424299514596532
p1_full,1.2,0.2,60,0.365234375,0.015576782284216807,1.9297510048301125,0.36723242848999876,1.5558639466132285,0.3409050794704347,197.75419512268255,1.7721904746072519
p1_full,1.2,0.25,60,0.36015625,0.01706253961135486,2.2161825671567166,0.3708243857971067,1.1312389402775314,0.4053920541208207,197.5109329815353,2.05153267736846
p1_full,1.2,0.3,60,0.36770833333333336,0.014671291067035706,2.654225479351904,0.42674632728910983,0.7617176247872038,0.25592111666227446,195.44673537869286,3.657115062544968
p1_full,1.2,0.35,60,0.36171875,0.02098818505176906,2.777930604117494,0.4076109873647836,0.6793157809583206,0.2591306460221268,195.2464516579678,2.933888853590998
p1_full,1.2,0.4,60,0.34609375,0.017894713292347684,2.945469895424503,0.4161332431669198,0.6820527771500983,0.4678564218426178,197.44855717168255,2.7926306572582655
p1_full,1.2,0.45,60,0.326953125,0.019196602467943,3.1857707754917386,0.44237134406750533,0.3598846120927927,0.23814637653627088,197.74575064308524,2.114700466707837
p1_full,1.2,0.5,60,0.21966145833333334,0.015103847816501073,3.384746380410117,0.5035231734007152,0.2846592989832626,0.17246331584589256,194.62524843517653,5.088773477620925
p1_full,1.2,0.55,60,0.16653645833333333,0.012095969700206679,4.397520521979131,0.6497332211473544,0.122120000790216,0.13431199806969304,198.00665692421572,1.946952428536849
p1_full,1.2,0.6,60,0.13815104166666667,0.012177829831181593,4.245392393436675,0.5847848100164056,0.009817217509932585,0.007550547210649148,197.78030423806558,2.39060369339112
p1_full,1.2,0.65,60,0.12057291666666667,0.013033635725965739,4.109711256712247,0.5625885628829562,0.2123370143123121,0.19438525816563176,198.5923600645747,0.5637928884634983
p1_full,1.2,0.7,60,0.11145833333333334,0.010183647765945996,5.272770862878309,0.7561675286752724,0.14444784074246378,0.2539699322726187,197.78612574609784,2.110083728996813
p1_full,1.2,0.75,60,0.11197916666666667,0.011870314982991527,5.274412315343334,0.7150201403734431,0.00789213734704219,0.01035977499361319,197.6500620272289,1.9761597619331754
