gain,n_pairs,delta_safe_mean,delta_safe_ci95,delta_safe_lo,delta_safe_hi
0.0,120,-0.0037760416666666667,0.012642324262486845,-0.016418365929153512,0.008866282595820178
0.25,120,-0.018424479166666667,0.012626485405547835,-0.031050964572214502,-0.0057979937611188324
0.5,120,-0.013736979166666666,0.011159145020175891,-0.024896124186842557,-0.0025778341464907754
0.75,120,0.0068359375,0.014214284802748996,-0.007378347302748996,0.021050222302748996
1.0,120,-0.004036458333333334,0.013417322271252847,-0.017453780604586182,0.009380863937919513
