variant,gain,seed,safe_frac,chi,chi_local,soc_pred_entropy_var,soc_entropy_fluct_mean
baseline,0.0,79,0.40625,4.387775540152526,3.553479441303217,0.0,0.0
baseline,0.0,80,0.328125,2.0691755786784762,3.9859409248637943,0.0,0.0
baseline,0.0,81,0.359375,2.747606265721011,1.8564041265225706,0.0,0.0
baseline,0.0,82,0.328125,0.9584730502350495,3.0597086348277136,0.0,0.0
baseline,0.0,83,0.3515625,1.3598940454459802,5.082787542631329,0.0,0.0
baseline,0.0,86,0.265625,4.860284897276909,0.05107283041521749,0.0,0.0
baseline,0.0,84,0.3046875,3.400869688702353,0.8455116818330585,0.0,0.0
baseline,0.0,87,0.3125,1.6845832154439202,3.6416921761860452,0.0,0.0
baseline,0.0,85,0.234375,1.8498176848683872,0.033628340420395475,0.0,0.0
baseline,0.0,88,0.3515625,1.2254861911774713,0.21831326579874397,0.0,0.0
baseline,0.0,89,0.234375,0.4622096834862028,0.053271642880459935,0.0,0.0
baseline,0.0,91,0.3203125,1.0738072686128328,3.913614963879572,0.0,0.0
baseline,0.0,90,0.3671875,4.7264807654856025,1.3792717605971203,0.0,0.0
baseline,0.0,92,0.3359375,2.0749827089676462,0.9536994983169229,0.0,0.0
baseline,0.0,93,0.3046875,3.9433807752943864,0.002719299003965491,0.0,0.0
baseline,0.0,94,0.3359375,1.6220005721580817,1.568978142101258,0.0,0.0
baseline,0.0,95,0.359375,0.5958777462424208,2.0947403254479067,0.0,0.0
baseline,0.0,96,0.390625,0.46066935261249436,0.5730056204348611,0.0,0.0
baseline,0.0,97,0.3828125,1.9628464860795733,0.1552309043892349,0.0,0.0
baseline,0.0,98,0.34375,1.3374703770168945,0.530886377605628,0.0,0.0
baseline,0.0,99,0.28125,1.8969707424811357,2.5902832113885843,0.0,0.0
baseline,0.0,100,0.3203125,1.2485328975784167,1.8027698947011748,0.0,0.0
baseline,0.0,101,0.34375,3.2559583949839275,0.06379826844882767,0.0,0.0
baseline,0.0,102,0.21875,0.5944036893358994,1.6760357279656282,0.0,0.0
baseline,0.0,103,0.359375,1.0856639652096813,0.27836758632705344,0.0,0.0
baseline,0.0,104,0.3828125,1.0614251063861966,7.279472700717069,0.0,0.0
baseline,0.0,105,0.3046875,4.705412555861663,0.24064181633586537,0.0,0.0
baseline,0.0,107,0.3671875,1.377580915385457,4.736287026815601,0.0,0.0
baseline,0.0,108,0.4296875,2.2752210583658035,0.9578820619598647,0.0,0.0
baseline,0.0,106,0.3359375,0.2604490552503092,1.664009691311648,0.0,0.0
baseline,0.0,109,0.3515625,0.37899070498996273,6.9032714739181,0.0,0.0
baseline,0.0,111,0.3515625,0.2918339039660349,1.4091108125332321,0.0,0.0
baseline,0.0,110,0.28125,6.0333720843220595,0.6356148708880468,0.0,0.0
baseline,0.0,112,0.3359375,0.7990548591504354,1.0690816208211973,0.0,0.0
baseline,0.0,113,0.3515625,1.4820662449993571,1.322091896480271,0.0,0.0
baseline,0.0,115,0.3671875,0.8549994660240554,0.13348935739069684,0.0,0.0
baseline,0.0,114,0.3046875,0.906015427760905,3.95808410745737,0.0,0.0
baseline,0.0,116,0.34375,2.204104162847591,0.3102645483626793,0.0,0.0
baseline,0.0,117,0.3203125,0.37040219794615187,0.38572530820824985,0.0,0.0
baseline,0.0,118,0.3359375,0.34336908041560565,1.6974261477208221,0.0,0.0
baseline,0.0,119,0.390625,0.9496150106487763,4.787986920856188,0.0,0.0
baseline,0.25,0,0.3671875,4.077220008889988,1.614396237657071,0.0,0.0
baseline,0.25,2,0.3046875,1.3965656459050337,2.1768602850538334,0.0,0.0
baseline,0.25,4,0.3671875,0.4270519852705696,0.6640497004419325,0.0,0.0
baseline,0.25,1,0.421875,0.10526152017900464,0.81951275152462,0.0,0.0
baseline,0.25,3,0.28125,2.0244150449765157,2.134762880580966,0.0,0.0
baseline,0.25,5,0.390625,0.61335752131673,6.901317402623553e-07,0.0,0.0
baseline,0.25,7,0.2578125,0.8635488652104722,1.3288656271555856,0.0,0.0
baseline,0.25,6,0.34375,0.8111965425545529,2.098493215213585,0.0,0.0
baseline,0.25,8,0.3125,3.5193836984002176,0.7753872331261946,0.0,0.0
baseline,0.25,10,0.28125,3.096598139824771,1.3807013672456012,0.0,0.0
baseline,0.25,9,0.3671875,4.751819828272031,0.012355922229693433,0.0,0.0
baseline,0.25,11,0.3203125,1.125548725619354,0.3128455260276662,0.0,0.0
baseline,0.25,12,0.359375,1.5124674201728727,0.00478772481865924,0.0,0.0
baseline,0.25,13,0.3984375,0.2972049523612727,1.2585729380378594,0.0,0.0
baseline,0.25,15,0.4296875,1.7587095768867327,0.6405560819577818,0.0,0.0
baseline,0.25,14,0.4296875,4.257167908758871,0.03146153738405938,0.0,0.0
baseline,0.25,16,0.34375,1.0594073574512375,0.01826285636203576,0.0,0.0
baseline,0.25,17,0.4140625,4.548039903535557,4.2508262833913735,0.0,0.0
baseline,0.25,19,0.2734375,2.5674228086380437,0.6309006121827236,0.0,0.0
baseline,0.25,18,0.2578125,0.9841212802299376,0.0029639301356157058,0.0,0.0
baseline,0.25,21,0.3671875,2.064476562530752,0.04201336507217883,0.0,0.0
baseline,0.25,20,0.375,1.133668168649281,5.215893955349494,0.0,0.0
baseline,0.25,22,0.359375,0.9101155582520922,0.032592554707554205,0.0,0.0
baseline,0.25,23,0.34375,2.188352517866077,0.0004241363770596118,0.0,0.0
baseline,0.25,24,0.3125,0.9804307377730808,8.144959152988184,0.0,0.0
baseline,0.25,25,0.28125,2.206070666335978,3.7537019810786796,0.0,0.0
baseline,0.25,26,0.2578125,1.449507457455262,2.962284244776345,0.0,0.0
baseline,0.25,27,0.421875,1.2227589284947875,3.968844034220303,0.0,0.0
baseline,0.25,29,0.3515625,0.548453184925964,0.5700878592291754,0.0,0.0
baseline,0.25,28,0.34375,1.1069750456858962,1.6353511697328582,0.0,0.0
baseline,0.25,30,0.2890625,1.7773860600501064,0.42484136145888196,0.0,0.0
baseline,0.25,31,0.25,0.621425767051587,0.8864679536475858,0.0,0.0
baseline,0.25,33,0.328125,4.012797352714632,3.070907100925174,0.0,0.0
baseline,0.25,34,0.4140625,1.5750723438556269,2.230310429605774,0.0,0.0
baseline,0.25,32,0.25,2.1477933683787778,0.9125538832631951,0.0,0.0
baseline,0.25,35,0.3203125,0.5418567072808401,1.1078320069586294,0.0,0.0
baseline,0.25,36,0.3515625,1.0266866270492663,2.5501052014129084,0.0,0.0
baseline,0.25,37,0.2109375,0.524782162395626,1.820744791292973,0.0,0.0
baseline,0.25,38,0.28125,2.0888740041259877,3.12547389270288,0.0,0.0
baseline,0.25,39,0.3203125,2.068184441131207,0.032702853184783325,0.0,0.0
baseline,0.25,41,0.4140625,3.5366846707312343,0.4160306139558131,0.0,0.0
baseline,0.25,40,0.3046875,5.974665693357088,1.2713813496166089,0.0,0.0
baseline,0.25,42,0.359375,2.3646707269617466,0.0003995614442913729,0.0,0.0
baseline,0.25,43,0.4375,2.413658485140102,0.7548529937109144,0.0,0.0
baseline,0.25,44,0.375,2.0212317978880394,0.07260153858903547,0.0,0.0
baseline,0.25,45,0.375,2.4376760747203723,3.8539998210557003,0.0,0.0
baseline,0.25,46,0.296875,0.716995814654292,1.5780865351978135,0.0,0.0
baseline,0.25,47,0.328125,0.612083452385101,1.780432580616374,0.0,0.0
baseline,0.25,49,0.3046875,2.077786823367135,5.640197587082459,0.0,0.0
baseline,0.25,48,0.3359375,1.864604437235926,0.9387095944292747,0.0,0.0
baseline,0.25,50,0.265625,3.1372146666481306,0.03740978125195936,0.0,0.0
baseline,0.25,51,0.3515625,2.1982592772274434,1.9819412279526067,0.0,0.0
baseline,0.25,52,0.421875,1.8568509543435125,0.021721700569324102,0.0,0.0
baseline,0.25,53,0.3515625,0.455915021319229,1.7545627990638089,0.0,0.0
baseline,0.25,54,0.2890625,0.7087332493425309,1.9015583455296623,0.0,0.0
baseline,0.25,55,0.3046875,1.3369313169919526,4.601618335640453,0.0,0.0
baseline,0.25,56,0.34375,0.8107649776826908,3.612153096872114,0.0,0.0
baseline,0.25,58,0.2578125,1.708151155569387,1.8525966300169991,0.0,0.0
baseline,0.25,57,0.328125,1.1340651980447112,6.4530449171026225,0.0,0.0
baseline,0.25,60,0.34375,1.291545162985324,0.34826373364874813,0.0,0.0
baseline,0.25,59,0.2734375,1.5053203072744439,0.32399050772278987,0.0,0.0
baseline,0.25,61,0.34375,3.125095903839329,0.8032224866145747,0.0,0.0
baseline,0.25,63,0.3125,3.067374846305942,0.8881951634134417,0.0,0.0
baseline,0.25,62,0.328125,1.9256369170377965,0.019333813647368144,0.0,0.0
baseline,0.25,64,0.40625,0.550737092059619,1.5928607440622682,0.0,0.0
baseline,0.25,65,0.3828125,1.7174102077163107,4.053737023990397,0.0,0.0
baseline,0.25,66,0.28125,1.9682171137009212,0.17546503578117348,0.0,0.0
baseline,0.25,68,0.3984375,0.26515547010359825,0.5132362781789923,0.0,0.0
baseline,0.25,69,0.40625,3.1475872095043864,4.008468749768237e-06,0.0,0.0
baseline,0.25,67,0.390625,3.188559193882424,0.055004287922306834,0.0,0.0
baseline,0.25,70,0.421875,4.6618026100722,2.9099132094888926e-08,0.0,0.0
baseline,0.25,71,0.3515625,1.270850638483689,5.239307109659201,0.0,0.0
baseline,0.25,73,0.3828125,2.5527898745300854,1.1020261390173332,0.0,0.0
baseline,0.25,72,0.375,0.4261445537686222,1.0234590020189198e-05,0.0,0.0
baseline,0.25,75,0.3671875,2.539721842588522,0.026688445307200714,0.0,0.0
baseline,0.25,74,0.3125,2.3345209104385996,0.8598275776569175,0.0,0.0
baseline,0.25,76,0.34375,2.6465024810014577,0.006645119041933801,0.0,0.0
baseline,0.25,77,0.359375,0.3536494949012979,6.927010853383094,0.0,0.0
baseline,0.25,78,0.3125,3.7953050393310543,0.13620213988900037,0.0,0.0
baseline,0.25,79,0.3515625,0.9972638508823987,0.8918513491524226,0.0,0.0
baseline,0.25,81,0.390625,4.048552999944974,5.969809469583185e-06,0.0,0.0
baseline,0.25,80,0.265625,0.1314199732365713,2.3534626610754525,0.0,0.0
baseline,0.25,82,0.3671875,0.8668114391188173,0.3238454639010233,0.0,0.0
baseline,0.25,83,0.4453125,1.8696893987030925,0.012034210546581145,0.0,0.0
baseline,0.25,84,0.3046875,3.147435167171459,1.9684005620331642,0.0,0.0
baseline,0.25,85,0.328125,0.5195692848938918,0.35693005333796224,0.0,0.0
baseline,0.25,87,0.3203125,2.1688860032856776,2.847410027919705,0.0,0.0
baseline,0.25,86,0.328125,1.3439858910730755,3.144495742757172,0.0,0.0
baseline,0.25,88,0.3671875,1.5336064994850596,0.23777365575185103,0.0,0.0
baseline,0.25,89,0.28125,1.3716797130383112,0.5931776306098474,0.0,0.0
baseline,0.25,90,0.34375,2.683502879981765,0.049338582799139,0.0,0.0
baseline,0.25,93,0.375,3.2736842783008466,0.0003648297222893681,0.0,0.0
baseline,0.25,91,0.359375,0.2710767101132121,0.06446612833970441,0.0,0.0
baseline,0.25,92,0.34375,1.1241568226992904,0.5491744238230526,0.0,0.0
baseline,0.25,94,0.3671875,2.413343045383576,0.08466706074048108,0.0,0.0
baseline,0.25,95,0.359375,1.8254265622901182,0.7806503082130978,0.0,0.0
baseline,0.25,96,0.4609375,0.4598141482126789,0.6715283765128613,0.0,0.0
baseline,0.25,97,0.3046875,1.10820220223618,0.3552763754035113,0.0,0.0
baseline,0.25,100,0.421875,3.3746078857768276,0.5854069212508749,0.0,0.0
baseline,0.25,98,0.4140625,0.620010725940358,4.810515004103101,0.0,0.0
baseline,0.25,99,0.421875,1.6367448692445588,3.9840062182910656,0.0,0.0
baseline,0.25,101,0.328125,2.0150756789512485,3.747018651196287,0.0,0.0
baseline,0.25,102,0.328125,2.937623251498492,0.7304794884526669,0.0,0.0
baseline,0.25,103,0.34375,0.6076534872761329,4.879799175958044,0.0,0.0
baseline,0.25,104,0.296875,2.450265389643992,0.1880110215515294,0.0,0.0
baseline,0.25,107,0.359375,0.7732071415441716,1.4850529644487869,0.0,0.0
baseline,0.25,106,0.3359375,5.161129268885526,4.4041804639462825,0.0,0.0
baseline,0.25,105,0.3125,2.0161952034004713,0.30453949615731774,0.0,0.0
baseline,0.25,108,0.34375,0.8276610400891107,3.9293858643946282,0.0,0.0
baseline,0.25,109,0.3671875,2.194200270187251,0.13120952717626042,0.0,0.0
baseline,0.25,110,0.3359375,3.075252316107137,3.378681356171348,0.0,0.0
baseline,0.25,111,0.40625,3.2552812597073535,0.051808613732800275,0.0,0.0
baseline,0.25,112,0.296875,2.55559924420166,0.4007336450793692,0.0,0.0
baseline,0.25,115,0.2734375,0.2831290863876477,3.461365572676674,0.0,0.0
baseline,0.25,114,0.359375,4.165005219624387,5.803504758330797,0.0,0.0
baseline,0.25,113,0.328125,0.7554837744542934,2.2962640475159497,0.0,0.0
baseline,0.25,116,0.3984375,1.020257516186426,4.433124184915305,0.0,0.0
baseline,0.25,117,0.375,2.498100098314355,3.6287920050007356,0.0,0.0
baseline,0.25,119,0.359375,1.7223935417147367,1.636640797699076,0.0,0.0
baseline,0.25,118,0.359375,0.2629972067095849,3.626717363035088e-06,0.0,0.0
baseline,0.5,0,0.3203125,3.636987359201683,0.15490857015814807,0.0,0.0
baseline,0.5,1,0.3125,4.378428352599441,0.013842188368803344,0.0,0.0
baseline,0.5,3,0.3046875,0.2544085849469636,1.0020671469058324,0.0,0.0
baseline,0.5,2,0.390625,3.8375918579827006,1.086845184771921,0.0,0.0
baseline,0.5,4,0.453125,2.1122915982893065,0.7539079936662848,0.0,0.0
baseline,0.5,7,0.375,1.909267863337133,0.001603304479101002,0.0,0.0
baseline,0.5,5,0.3046875,3.329541698447116,4.885832275522977,0.0,0.0
baseline,0.5,6,0.328125,1.4860249303951096,0.6489728235030546,0.0,0.0
baseline,0.5,8,0.328125,0.7026235484818077,5.996358893179038,0.0,0.0
baseline,0.5,9,0.3984375,1.3058683085966107,0.00017242005207706467,0.0,0.0
baseline,0.5,10,0.375,2.047149166942342,0.851440222165578,0.0,0.0
baseline,0.5,12,0.34375,2.6294839559719163,2.831184282893263,0.0,0.0
baseline,0.5,13,0.3203125,1.437889308899133,6.932784937732812e-06,0.0,0.0
baseline,0.5,11,0.2734375,0.8161743350229335,4.80131367806928,0.0,0.0
baseline,0.5,14,0.2734375,4.575331192332049,0.3304283648908612,0.0,0.0
baseline,0.5,15,0.3515625,3.1514845487784084,0.0633198560618291,0.0,0.0
baseline,0.5,16,0.3359375,0.47653952863995047,1.3303760081156863,0.0,0.0
baseline,0.5,17,0.3359375,1.3944385552140257,2.9111946398022033,0.0,0.0
baseline,0.5,20,0.34375,4.771414212512657,0.012650328496798424,0.0,0.0
baseline,0.5,19,0.3359375,1.9829904852289542,1.1414978681317745,0.0,0.0
baseline,0.5,18,0.3515625,3.4537894315633975,1.8917288734717301,0.0,0.0
baseline,0.5,21,0.265625,2.303122740272303,0.9887284440284779,0.0,0.0
baseline,0.5,23,0.3671875,0.8376031466639324,2.50124650155812e-05,0.0,0.0
baseline,0.5,22,0.3359375,2.1132506273106735,5.061199905477027,0.0,0.0
baseline,0.5,24,0.4296875,0.6995119317182408,0.004065756153979294,0.0,0.0
baseline,0.5,26,0.265625,1.2708059984462488,2.5429843541784196,0.0,0.0
baseline,0.5,28,0.3984375,1.9804830224470986,5.159647207996932,0.0,0.0
baseline,0.5,27,0.3203125,1.2197415727345529,2.3131703460036404,0.0,0.0
baseline,0.5,25,0.328125,0.8243877371249041,2.8956375342127143,0.0,0.0
baseline,0.5,29,0.2890625,0.1743437905808137,0.4437038189401159,0.0,0.0
baseline,0.5,30,0.2578125,1.8686124565733317,2.931018730755747,0.0,0.0
baseline,0.5,31,0.3125,0.9322996888605161,1.4210449109073597,0.0,0.0
baseline,0.5,32,0.3125,0.9081990539018229,1.9249773781338226,0.0,0.0
baseline,0.5,33,0.3203125,0.45234659183923553,0.00045429073685668547,0.0,0.0
baseline,0.5,37,0.3046875,3.6210691903980927,0.0012916316466931982,0.0,0.0
baseline,0.5,34,0.3203125,0.5513544315476601,4.222353864498225,0.0,0.0
baseline,0.5,35,0.28125,7.587107582783797,1.5026314116027648,0.0,0.0
baseline,0.5,36,0.3671875,1.261937335110764,4.306041736495198,0.0,0.0
baseline,0.5,38,0.359375,4.743029592218575,0.002276386911048923,0.0,0.0
baseline,0.5,39,0.375,0.6509108339020451,1.2856510413332316,0.0,0.0
baseline,0.5,40,0.3046875,0.4439509363616827,1.5746597822637822,0.0,0.0
baseline,0.5,41,0.3359375,0.8116315863864405,0.009365785294513014,0.0,0.0
baseline,0.5,44,0.3203125,0.5526606114981528,0.02491269179608485,0.0,0.0
baseline,0.5,45,0.34375,1.0977931954226035,0.000603518475687416,0.0,0.0
baseline,0.5,42,0.328125,0.4168991249452015,0.007724366318561722,0.0,0.0
baseline,0.5,43,0.34375,2.7378960872400073,0.3953364531386642,0.0,0.0
baseline,0.5,47,0.296875,1.5672943162032964,0.5095384004390975,0.0,0.0
baseline,0.5,46,0.3359375,2.7283093512831664,0.00022916098868059175,0.0,0.0
baseline,0.5,48,0.3671875,1.2264610134974399,0.16693453328865723,0.0,0.0
baseline,0.5,49,0.2890625,1.8158456846951652,0.5806055194011969,0.0,0.0
baseline,0.5,50,0.265625,1.5305106968688804,0.7798758425674528,0.0,0.0
baseline,0.5,51,0.3046875,1.5315632299410833,0.7994686011298393,0.0,0.0
baseline,0.5,52,0.40625,0.9125772842466525,0.029478946454867167,0.0,0.0
baseline,0.5,53,0.34375,1.9126863332634882,0.9118582104091965,0.0,0.0
baseline,0.5,54,0.3359375,3.6838257405510237,2.023130944472712,0.0,0.0
baseline,0.5,55,0.3125,3.170649267693423,1.039773163330802,0.0,0.0
baseline,0.5,56,0.28125,0.9416199823365973,3.130365192681839,0.0,0.0
baseline,0.5,57,0.2421875,2.5923505361678787,1.3455115803579654,0.0,0.0
baseline,0.5,59,0.375,1.5201760912175966,0.8215758002876851,0.0,0.0
baseline,0.5,58,0.3046875,0.42118724054637824,0.897422132518986,0.0,0.0
baseline,0.5,60,0.3125,0.5508294284190747,2.72188806314968,0.0,0.0
baseline,0.5,62,0.390625,1.2958981251454076,2.0892361469847796,0.0,0.0
baseline,0.5,61,0.296875,1.355780855058396,4.769793925391517,0.0,0.0
baseline,0.5,63,0.3671875,0.36520086586863915,0.7603173273002559,0.0,0.0
baseline,0.5,64,0.3125,1.4038363002314085,2.6048690466643887,0.0,0.0
baseline,0.5,65,0.3515625,1.433146668571667,0.016793675221092427,0.0,0.0
baseline,0.5,67,0.265625,2.543530740098548,4.044239038643501,0.0,0.0
baseline,0.5,66,0.3515625,0.9809202888559699,0.64269170965466,0.0,0.0
baseline,0.5,69,0.2890625,0.14560876366271353,0.007945886236215472,0.0,0.0
baseline,0.5,68,0.265625,0.8434645520379584,1.4040937626664034,0.0,0.0
baseline,0.5,70,0.359375,1.1599421802300371,0.40983654536979536,0.0,0.0
baseline,0.5,71,0.3515625,0.9940848214529087,3.409103810193522,0.0,0.0
baseline,0.5,72,0.3671875,1.504094650860524,4.926941943183307e-05,0.0,0.0
baseline,0.5,73,0.3515625,3.7054754956613474,0.01348115572356525,0.0,0.0
baseline,0.5,74,0.2890625,1.2024420301822483,6.552283113393984,0.0,0.0
baseline,0.5,75,0.359375,0.8649100680185096,0.48587154861395526,0.0,0.0
baseline,0.5,76,0.3125,1.1106703375583211,0.3282856203476235,0.0,0.0
baseline,0.5,77,0.3671875,0.774463786619188,2.8786959424443217,0.0,0.0
baseline,0.5,79,0.3515625,0.6633123256078176,3.4911532701511385,0.0,0.0
baseline,0.5,78,0.25,0.2967177644584303,0.6384596595824622,0.0,0.0
baseline,0.5,80,0.375,2.2836494706290535,1.4916748790302181,0.0,0.0
baseline,0.5,81,0.296875,0.6970906935639992,4.214756568766415,0.0,0.0
baseline,0.5,82,0.4453125,3.6894167244141287,4.936002250431283,0.0,0.0
baseline,0.5,83,0.265625,3.977826458317869,2.1683130766893504,0.0,0.0
baseline,0.5,84,0.359375,1.3107952700756131,0.04582205933718449,0.0,0.0
baseline,0.5,85,0.28125,2.5421063083513946,2.2560053129456117,0.0,0.0
baseline,0.5,86,0.3984375,0.8863908246850296,2.810427867735945,0.0,0.0
baseline,0.5,87,0.2578125,2.9333282190965955,2.639956386690942,0.0,0.0
baseline,0.5,88,0.34375,1.64709778434802,0.03856177663555312,0.0,0.0
baseline,0.5,89,0.3046875,0.5949569277544372,2.8651349544778584,0.0,0.0
baseline,0.5,90,0.3046875,1.6169943617914324,0.8506656684472604,0.0,0.0
baseline,0.5,91,0.3984375,1.8747162298522055,0.019704392990710605,0.0,0.0
baseline,0.5,92,0.3125,0.8409708591556105,4.186862358777445,0.0,0.0
baseline,0.5,94,0.3828125,0.8559610884982656,2.3961332195069454,0.0,0.0
baseline,0.5,95,0.2890625,0.48119556064134184,2.517217557259139,0.0,0.0
baseline,0.5,93,0.34375,0.3425352519082864,1.9776356058960154,0.0,0.0
baseline,0.5,96,0.4140625,0.6791808704263147,1.0160793136007376,0.0,0.0
