variant,speed_ratio,seed,safe_frac,captured_frac,soc_branch_ratio,soc_pred_entropy_var
soc_v3_eg14_th028,1.3,100,0.234375,0.2734375,1.003902852141116,0.03461756704890342
soc_v3_eg14_th028,1.3,99,0.265625,0.2109375,1.002832084613628,0.032037847578415775
soc_v3_eg14_th028,1.3,103,0.34375,0.265625,1.0060955515689578,0.036213542548579065
soc_v3_eg14_th028,1.3,101,0.359375,0.2265625,1.003347758097262,0.033539555220539134
soc_v3_eg14_th028,1.3,102,0.265625,0.265625,1.0041598853752915,0.03533923133078949
soc_v3_eg14_th028,1.3,104,0.34375,0.2421875,1.0043994106612621,0.03119225030396685
soc_v3_eg14_th028,1.3,105,0.3203125,0.234375,1.0084382170437172,0.03356613667837068
soc_v3_eg14_th028,1.3,106,0.2734375,0.21875,1.0049967116012888,0.033402190394206166
soc_v3_eg14_th028,1.3,109,0.3359375,0.2890625,1.0074712098698921,0.03126668320571177
soc_v3_eg14_th028,1.3,107,0.3046875,0.2265625,1.00418881464733,0.032537148970609865
soc_v3_eg14_th028,1.3,108,0.328125,0.1875,1.0042754805648137,0.0320495432344305
soc_v3_eg14_th028,1.3,110,0.21875,0.296875,1.0030054102450021,0.03144326188703127
soc_v3_eg14_th028,1.3,111,0.3515625,0.21875,1.0040156941162728,0.033393538777139374
soc_v3_eg14_th028,1.3,113,0.3828125,0.2421875,1.0043589022252493,0.032901350890176366
soc_v3_eg14_th028,1.3,112,0.28125,0.2421875,1.0042861324418833,0.03354502067884856
soc_v3_eg14_th028,1.3,114,0.375,0.234375,1.0024904643680963,0.03349566211550755
soc_v3_eg14_th028,1.3,115,0.3828125,0.2890625,1.0053809355030943,0.034057449904732646
soc_v3_eg14_th028,1.3,116,0.375,0.21875,1.0022575878653273,0.03634213595011231
soc_v3_eg14_th028,1.3,121,0.390625,0.2421875,1.0053804582458927,0.03221884719924
soc_v3_eg14_th028,1.3,117,0.2578125,0.1796875,1.0054186398203067,0.03168734875647044
soc_v3_eg14_th028,1.3,120,0.3125,0.1796875,1.0061850461020823,0.03410294781812389
soc_v3_eg14_th028,1.3,118,0.328125,0.1875,1.0060172701248227,0.034002623195822416
soc_v3_eg14_th028,1.3,119,0.21875,0.2265625,1.0037924571891468,0.03387802860873779
soc_v3_eg14_th028,1.3,122,0.328125,0.234375,1.004091435212592,0.033324023346663775
soc_v3_eg14_th028,1.3,123,0.359375,0.2890625,1.0064256884215754,0.03482639083819622
soc_v3_eg14_th028,1.3,124,0.40625,0.25,1.005237025001451,0.0313835076325175
soc_v3_eg14_th028,1.3,126,0.4140625,0.1484375,1.0051884623722265,0.0341983478329662
soc_v3_eg14_th028,1.3,125,0.296875,0.2578125,1.0049560840409262,0.03355536096036598
soc_v3_eg14_th028,1.3,129,0.3515625,0.28125,1.0044293578301462,0.03181928797854784
soc_v3_eg14_th028,1.3,127,0.2421875,0.2421875,1.003882129585643,0.0309482994144507
soc_v3_eg14_th028,1.3,128,0.3125,0.1875,1.005032334257016,0.03322823677321059
soc_v3_eg14_th028,1.3,130,0.359375,0.2265625,1.0032443794299937,0.03359774305114283
soc_v3_eg14_th028,1.3,131,0.2734375,0.3125,1.009392005221897,0.03184405699787432
soc_v3_eg14_th028,1.3,132,0.3046875,0.21875,1.0031206894710656,0.030730856407901606
soc_v3_eg14_th028,1.3,134,0.34375,0.2421875,1.0043489345415508,0.03414652284113613
soc_v3_eg14_th028,1.3,133,0.3203125,0.1875,1.0041853101047293,0.03274634353455825
soc_v3_eg14_th028,1.3,135,0.2734375,0.25,1.0044665188193218,0.03403116545547821
soc_v3_eg14_th028,1.3,136,0.296875,0.28125,1.0039406165505675,0.03559077933851507
soc_v3_eg14_th028,1.3,137,0.3046875,0.1796875,1.0036827651556612,0.0316657104496943
soc_v3_eg14_th028,1.3,138,0.359375,0.3046875,1.0070705827751312,0.034188834035651844
soc_v3_eg14_th028,1.3,139,0.3359375,0.2578125,1.0049765795467291,0.032155947942386694
soc_v3_eg14_th028,1.3,140,0.2578125,0.2109375,1.0044535499524585,0.03384055744705316
soc_v3_eg14_th028,1.3,143,0.3984375,0.2890625,1.0048407469755058,0.03508103800118079
soc_v3_eg14_th028,1.3,141,0.2734375,0.2109375,1.0025918467450157,0.03367842680088669
soc_v3_eg14_th028,1.3,142,0.3125,0.2734375,1.0054516823429152,0.03172789566375763
soc_v3_eg14_th028,1.3,144,0.3984375,0.21875,1.005537592446193,0.031250095845464135
soc_v3_eg14_th028,1.3,145,0.3359375,0.265625,1.0065842966957288,0.03318930413134232
soc_v3_eg14_th028,1.3,146,0.40625,0.296875,1.0045306211521166,0.032554151068735805
soc_v3_eg14_th028,1.3,147,0.2421875,0.125,1.0033953033910115,0.031597579987512246
soc_v3_eg14_th028,1.3,148,0.4609375,0.265625,1.0054856332362483,0.0345085420682003
soc_v3_eg14_th028,1.3,149,0.3203125,0.296875,1.0043389371059492,0.036251472954679426
soc_v3_eg14_th028,1.3,150,0.3984375,0.2109375,1.0044467708785951,0.032565000611054454
soc_v3_eg14_th028,1.3,151,0.3671875,0.28125,1.0049877460954693,0.03263519775956721
soc_v3_eg14_th028,1.3,152,0.3359375,0.265625,1.0040639734829169,0.03184704356800752
soc_v3_eg14_th028,1.3,153,0.3515625,0.125,1.0040832579480727,0.03285891698770605
soc_v3_eg14_th028,1.3,154,0.265625,0.2578125,1.0046164450318995,0.03187469101524942
soc_v3_eg14_th028,1.3,155,0.3046875,0.28125,1.0051569651520147,0.03301114528117209
soc_v3_eg14_th028,1.3,156,0.3828125,0.140625,1.0034621410330162,0.03414215780905541
soc_v3_eg14_th028,1.3,157,0.265625,0.28125,1.0040325374613115,0.03308248222043577
soc_v3_eg14_th028,1.3,158,0.34375,0.171875,1.005175798898534,0.03473596527943225
soc_v3_eg14_th028,1.3,159,0.3671875,0.265625,1.0031963691263777,0.033641578773761
soc_v3_eg14_th028,1.3,160,0.34375,0.203125,1.004465526523878,0.03544665166429855
soc_v3_eg14_th028,1.3,161,0.265625,0.1953125,1.005240703069503,0.03411886167892189
soc_v3_eg14_th028,1.3,162,0.2265625,0.2578125,1.0044492166016266,0.03401603946451489
soc_v3_eg14_th028,1.3,164,0.3828125,0.171875,1.0046355850148523,0.03313906144290223
soc_v3_eg14_th028,1.3,165,0.375,0.21875,1.0059136305511205,0.03314198938226362
soc_v3_eg14_th028,1.3,166,0.3671875,0.265625,1.0050190092250386,0.03404096478999912
soc_v3_eg14_th028,1.3,163,0.265625,0.21875,1.0055653028693403,0.03397070251733619
soc_v3_eg14_th028,1.3,167,0.3046875,0.25,1.0058696630211375,0.03457925133309736
soc_v3_eg14_th028,1.3,168,0.25,0.2265625,1.003572587983345,0.03360316110407943
soc_v3_eg14_th028,1.3,169,0.296875,0.1953125,1.0034960385689262,0.03362126439408718
soc_v3_eg14_th028,1.3,170,0.3828125,0.1796875,1.0039484862749686,0.035927277283517106
soc_v3_eg14_th028,1.3,172,0.28125,0.2890625,1.0038769529222897,0.03297802634764898
soc_v3_eg14_th028,1.3,173,0.3203125,0.2109375,1.0042314228285036,0.032525352335134886
soc_v3_eg14_th028,1.3,174,0.28125,0.3046875,1.0050858292183609,0.03496430114603996
soc_v3_eg14_th028,1.3,171,0.328125,0.1328125,1.0045994391019106,0.03589558117249436
soc_v3_eg14_th028,1.3,175,0.3046875,0.2109375,1.0046689054216762,0.03276507363883139
soc_v3_eg14_th028,1.3,176,0.2421875,0.265625,1.0032104899791252,0.0346051873049593
soc_v3_eg14_th028,1.3,177,0.2734375,0.234375,1.0040847510219009,0.03284379441856317
soc_v3_eg14_th028,1.3,178,0.2734375,0.25,1.0037068905251239,0.03137795504797514
soc_v3_eg14_th028,1.3,181,0.375,0.2265625,1.0031641187983718,0.0331469400828367
soc_v3_eg14_th028,1.3,179,0.34375,0.1953125,1.0043858581211882,0.034728887571860406
soc_v3_eg14_th028,1.3,180,0.3828125,0.1484375,1.0051206676760949,0.03446387324536187
soc_v3_eg14_th028,1.3,182,0.296875,0.21875,1.004149276272546,0.03315013310658313
soc_v3_eg14_th028,1.3,183,0.3359375,0.28125,1.0048371375892367,0.03482181078173945
soc_v3_eg14_th028,1.3,184,0.2734375,0.2734375,1.0073140602515955,0.03433003275844446
soc_v3_eg14_th028,1.3,185,0.3515625,0.2109375,1.0064018659585574,0.03262969284492674
soc_v3_eg14_th028,1.3,186,0.3046875,0.2421875,1.0053733724827452,0.031794142881769974
soc_v3_eg14_th028,1.3,190,0.4296875,0.21875,1.0079318983979557,0.03420533818776035
soc_v3_eg14_th028,1.3,187,0.3125,0.2265625,1.0029595146962915,0.031648468771773394
soc_v3_eg14_th028,1.3,188,0.3828125,0.2109375,1.0051673469536822,0.03143787075446913
soc_v3_eg14_th028,1.3,191,0.3828125,0.296875,1.0094682523957206,0.03349866489082375
soc_v3_eg14_th028,1.3,189,0.3359375,0.1953125,1.0047841444180683,0.032632554060403815
soc_v3_eg14_th028,1.3,192,0.359375,0.25,1.0042296018936363,0.0334338344306144
soc_v3_eg14_th028,1.3,193,0.3359375,0.1875,1.0042396421555322,0.03348522494617164
soc_v3_eg14_th028,1.3,194,0.328125,0.2578125,1.0030405024228033,0.03378568266058064
soc_v3_eg14_th028,1.3,195,0.3359375,0.28125,1.0061845857681078,0.03344901565072537
soc_v3_eg14_th028,1.3,198,0.328125,0.25,1.006094842250011,0.03561068482693462
soc_v3_eg14_th028,1.3,196,0.2734375,0.2578125,1.0050314048896742,0.030431366016987507
soc_v3_eg14_th028,1.3,199,0.3515625,0.203125,1.0027800551843582,0.03150233991736772
soc_v3_eg14_th028,1.3,197,0.2578125,0.265625,1.004755673483899,0.033551940622220985
soc_v3_eg14_th028,1.4,80,0.3203125,0.328125,1.0084092286545343,0.03407571180366678
soc_v3_eg14_th028,1.4,81,0.21875,0.4375,1.0056095656008834,0.03333997142999686
soc_v3_eg14_th028,1.4,82,0.234375,0.28125,1.0079762743841065,0.03724639443524828
soc_v3_eg14_th028,1.4,83,0.3046875,0.3671875,1.0061763905715084,0.033421872545270424
soc_v3_eg14_th028,1.4,84,0.28125,0.375,1.0053103207702137,0.03313080246087807
soc_v3_eg14_th028,1.4,85,0.265625,0.4375,1.0059476433368308,0.033980141778265506
soc_v3_eg14_th028,1.4,86,0.2421875,0.390625,1.0062431049202962,0.034660649008788694
soc_v3_eg14_th028,1.4,87,0.2734375,0.3203125,1.0072461429833397,0.03268617363232955
soc_v3_eg14_th028,1.4,88,0.34375,0.390625,1.0072816080642608,0.036269094775507556
soc_v3_eg14_th028,1.4,89,0.25,0.3046875,1.0063784491671306,0.03300949144117299
soc_v3_eg14_th028,1.4,90,0.25,0.4765625,1.008889206164267,0.03525772270990624
soc_v3_eg14_th028,1.4,91,0.3359375,0.453125,1.019224940201008,0.03620076710251338
soc_v3_eg14_th028,1.4,92,0.3046875,0.3671875,1.0092654044226723,0.03507399254465704
soc_v3_eg14_th028,1.4,94,0.3203125,0.4453125,1.0060414763249093,0.035070808456168126
soc_v3_eg14_th028,1.4,93,0.328125,0.296875,1.0044890640036659,0.03232968353883245
soc_v3_eg14_th028,1.4,95,0.25,0.3671875,1.004127894883804,0.03257805774131125
soc_v3_eg14_th028,1.4,96,0.3359375,0.453125,1.006170594468464,0.03482699050813846
soc_v3_eg14_th028,1.4,97,0.265625,0.46875,1.0078868858880614,0.03606063798864383
soc_v3_eg14_th028,1.4,98,0.1953125,0.453125,1.0041203888955177,0.03346789887763493
soc_v3_eg14_th028,1.4,99,0.3125,0.4296875,1.0068516982099203,0.03380547382082781
soc_v3_eg14_th028,1.4,100,0.296875,0.46875,1.0085155080756987,0.03363967799146408
soc_v3_eg14_th028,1.4,101,0.2421875,0.375,1.0124961657619111,0.03232684228059424
soc_v3_eg14_th028,1.4,102,0.21875,0.453125,1.0028306799021465,0.034678428516683596
soc_v3_eg14_th028,1.4,103,0.3125,0.4296875,1.0066345350016181,0.033974841878993946
soc_v3_eg14_th028,1.4,104,0.3515625,0.3828125,1.0057287096700709,0.03356803198939088
soc_v3_eg14_th028,1.4,105,0.1953125,0.4453125,1.0039737676040483,0.03360909853038473
soc_v3_eg14_th028,1.4,106,0.234375,0.390625,1.0056765748799565,0.032013462723007535
soc_v3_eg14_th028,1.4,107,0.3125,0.3984375,1.0080075687230778,0.03561943569509036
soc_v3_eg14_th028,1.4,109,0.2890625,0.453125,1.0075291232955297,0.035577077543741245
soc_v3_eg14_th028,1.4,110,0.28125,0.40625,1.0051081854009984,0.03153928912220875
soc_v3_eg14_th028,1.4,111,0.328125,0.421875,1.006929683816179,0.03601225569175932
soc_v3_eg14_th028,1.4,108,0.2265625,0.3671875,1.0050277654354804,0.03332144530807196
soc_v3_eg14_th028,1.4,112,0.3046875,0.3125,1.0064615142590458,0.03372743085628994
soc_v3_eg14_th028,1.4,113,0.2734375,0.4296875,1.0077072193987737,0.033079286538319534
soc_v3_eg14_th028,1.4,114,0.2578125,0.4453125,1.0046792393681088,0.033334792178010254
soc_v3_eg14_th028,1.4,115,0.2734375,0.3984375,1.0066039049172344,0.037041507335436055
soc_v3_eg14_th028,1.4,116,0.2734375,0.4453125,1.0050647899999159,0.035885725101054075
soc_v3_eg14_th028,1.4,119,0.3125,0.4765625,1.0043587891320394,0.035683519539764334
soc_v3_eg14_th028,1.4,118,0.25,0.4765625,1.0050173452974056,0.03419332899796992
soc_v3_eg14_th028,1.4,117,0.1875,0.4765625,1.00874417875243,0.034144726106386906
soc_v3_eg14_th028,1.4,120,0.2890625,0.2734375,1.00381961893767,0.03361127229359111
soc_v3_eg14_th028,1.4,121,0.28125,0.421875,1.0065198355841145,0.034202635035394946
soc_v3_eg14_th028,1.4,122,0.3671875,0.390625,1.0087589589184123,0.036602406036015944
soc_v3_eg14_th028,1.4,123,0.3125,0.328125,1.0095800479419985,0.036504486548537815
soc_v3_eg14_th028,1.4,124,0.296875,0.3984375,1.0048986925540586,0.03309099414507685
soc_v3_eg14_th028,1.4,125,0.21875,0.4375,1.0048664876890827,0.03540793318598999
soc_v3_eg14_th028,1.4,127,0.234375,0.4375,1.007463316373458,0.03324728134587174
soc_v3_eg14_th028,1.4,126,0.28125,0.28125,1.0052511928179855,0.03450121762815807
soc_v3_eg14_th028,1.4,128,0.3046875,0.4453125,1.0176326537903477,0.03373679997236035
soc_v3_eg14_th028,1.4,129,0.2890625,0.4375,1.0099421647519005,0.033668036025555105
soc_v3_eg14_th028,1.4,130,0.34375,0.4375,1.010171940762512,0.03528624262633138
soc_v3_eg14_th028,1.4,131,0.2890625,0.3125,1.0065236229656551,0.03595228590945972
soc_v3_eg14_th028,1.4,132,0.2578125,0.4453125,1.0070234680534966,0.03318214536154919
soc_v3_eg14_th028,1.4,134,0.2421875,0.453125,1.0044367069193876,0.03359356116821147
soc_v3_eg14_th028,1.4,133,0.265625,0.328125,1.0071137629644438,0.032557858990692384
soc_v3_eg14_th028,1.4,135,0.203125,0.3046875,1.004105143144573,0.03626887600653217
soc_v3_eg14_th028,1.4,136,0.203125,0.40625,1.0037649710217627,0.034915047147630794
soc_v3_eg14_th028,1.4,137,0.3515625,0.3046875,1.004563087912159,0.03498321366560985
soc_v3_eg14_th028,1.4,138,0.2421875,0.4453125,1.00561554832056,0.03569082264418222
soc_v3_eg14_th028,1.4,139,0.234375,0.4140625,1.006298810983824,0.03535804386834119
soc_v3_eg14_th028,1.4,141,0.4140625,0.359375,1.0083617158962388,0.0364480248826153
soc_v3_eg14_th028,1.4,140,0.3125,0.3671875,1.006304891980969,0.035967582643812876
soc_v3_eg14_th028,1.4,142,0.3046875,0.4375,1.0072410880954448,0.03385511316283627
soc_v3_eg14_th028,1.4,143,0.375,0.3203125,1.007057226092849,0.03284515261557798
soc_v3_eg14_th028,1.4,144,0.28125,0.359375,1.0054639194425061,0.035216872936332584
soc_v3_eg14_th028,1.4,145,0.265625,0.421875,1.008319929187155,0.036274074419625206
soc_v3_eg14_th028,1.4,146,0.28125,0.453125,1.008011594250965,0.03703858707062222
soc_v3_eg14_th028,1.4,147,0.2578125,0.3828125,1.006572596509498,0.03513168251982545
soc_v3_eg14_th028,1.4,149,0.28125,0.484375,1.009961634031688,0.03284437399169874
soc_v3_eg14_th028,1.4,148,0.3046875,0.375,1.005434854239165,0.032220477212895074
soc_v3_eg14_th028,1.4,150,0.3046875,0.4140625,1.0064227220190045,0.03455803849239883
soc_v3_eg14_th028,1.4,151,0.296875,0.390625,1.0057550136742515,0.03423989676741704
soc_v3_eg14_th028,1.4,152,0.2890625,0.3046875,1.004656730433071,0.03547234016700925
soc_v3_eg14_th028,1.4,153,0.3125,0.4296875,1.0047592862645227,0.03395972911522977
soc_v3_eg14_th028,1.4,154,0.3046875,0.3359375,1.0072427274690108,0.031451036452729474
soc_v3_eg14_th028,1.4,155,0.234375,0.359375,1.0253036769841972,0.03252998803001712
soc_v3_eg14_th028,1.4,156,0.21875,0.421875,1.006724593301274,0.03162085178904487
soc_v3_eg14_th028,1.4,158,0.328125,0.4296875,1.0075318382857643,0.03480522520886905
soc_v3_eg14_th028,1.4,157,0.234375,0.3203125,1.0078377589349048,0.03024900942616559
soc_v3_eg14_th028,1.4,159,0.3515625,0.3671875,1.008521811714536,0.034290385727850585
soc_v3_eg14_th028,1.4,160,0.265625,0.4140625,1.0059506609994722,0.03579588006229716
soc_v3_eg14_th028,1.4,161,0.4296875,0.2890625,1.0074319791509858,0.033911233492550485
soc_v3_eg14_th028,1.4,162,0.25,0.3984375,1.0046209207347596,0.03327441744932085
soc_v3_eg14_th028,1.4,163,0.3359375,0.3984375,1.0069480797239745,0.03530535993348669
soc_v3_eg14_th028,1.4,164,0.2890625,0.4921875,1.0122680036071334,0.03502874637310656
soc_v3_eg14_th028,1.4,165,0.28125,0.4453125,1.0058682218074635,0.034051662803227696
soc_v3_eg14_th028,1.4,166,0.3359375,0.296875,1.0044132714851248,0.033571600578544185
soc_v3_eg14_th028,1.4,167,0.3046875,0.4296875,1.0078793802371329,0.034832011874012817
soc_v3_eg14_th028,1.4,168,0.296875,0.3359375,1.0060117596114366,0.03392344649322195
soc_v3_eg14_th028,1.4,169,0.390625,0.375,1.0063348417659423,0.03327745032299056
soc_v3_eg14_th028,1.4,170,0.2890625,0.453125,1.0077198706881794,0.0316818018532519
soc_v3_eg14_th028,1.4,171,0.359375,0.4609375,1.0106151370716345,0.03364221956070046
soc_v3_eg14_th028,1.4,172,0.328125,0.4140625,1.0112081972896956,0.03490035843590146
soc_v3_eg14_th028,1.4,173,0.234375,0.390625,1.0057089548314113,0.03381279117913017
soc_v3_eg14_th028,1.4,174,0.28125,0.40625,1.006823384338886,0.033369047931028926
soc_v3_eg14_th028,1.4,175,0.3828125,0.265625,1.0053488391129128,0.0330809289247442
soc_v3_eg14_th028,1.4,176,0.375,0.3828125,1.007358314992299,0.03347746012101774
soc_v3_eg14_th028,1.4,177,0.296875,0.421875,1.004965772836499,0.03457747228117489
soc_v3_eg14_th028,1.4,178,0.21875,0.4765625,1.0045088897150038,0.03375903798873393
soc_v3_eg14_th028,1.4,179,0.2421875,0.453125,1.0049835871465373,0.03476435984019989
soc_v3_eg14_th028,1.4,180,0.25,0.390625,1.004772567826008,0.035108817250488374
soc_v3_eg14_th028,1.4,181,0.28125,0.4296875,1.0059266173575125,0.03492641651906794
soc_v3_eg14_th028,1.4,182,0.3046875,0.4296875,1.009505073167721,0.03409778029279483
soc_v3_eg14_th028,1.4,183,0.296875,0.453125,1.0058738862111378,0.033817804239407195
soc_v3_eg14_th028,1.4,184,0.2734375,0.3046875,1.005200022408024,0.03533367920510629
soc_v3_eg14_th028,1.4,185,0.3046875,0.390625,1.0067389789390717,0.03617847762627115
soc_v3_eg14_th028,1.4,186,0.28125,0.4765625,1.0084011978963199,0.0346770088632737
soc_v3_eg14_th028,1.4,187,0.2265625,0.4296875,1.0061129766033334,0.031959305477746426
soc_v3_eg14_th028,1.4,188,0.25,0.390625,1.0064325204883244,0.03455282549530337
soc_v3_eg14_th028,1.4,189,0.3359375,0.390625,1.0081233405990497,0.03247660687768363
soc_v3_eg14_th028,1.4,190,0.2421875,0.390625,1.008992909211314,0.03388109040293725
soc_v3_eg14_th028,1.4,191,0.25,0.421875,1.0085722847538994,0.03715253441077077
soc_v3_eg14_th028,1.4,192,0.2421875,0.4609375,1.0063249546051225,0.03344133310817278
soc_v3_eg14_th028,1.4,193,0.28125,0.3671875,1.0070255666860863,0.035434347552901584
soc_v3_eg14_th028,1.4,194,0.265625,0.4375,1.0085216805942228,0.03585991334961423
soc_v3_eg14_th028,1.4,196,0.3828125,0.4453125,1.0136452442589143,0.03459804205123702
soc_v3_eg14_th028,1.4,195,0.3125,0.40625,1.0058225707512751,0.0315447387891896
soc_v3_eg14_th028,1.4,197,0.359375,0.40625,1.0088967195779208,0.034753640769185565
soc_v3_eg14_th028,1.4,198,0.203125,0.4375,1.0066948491992083,0.03588047550236517
soc_v3_eg14_th028,1.4,199,0.3046875,0.40625,1.0056293291445497,0.03458964564590859
soc_v3_eg14_th036,1.0,1,0.40625,0.0,1.0038322171597762,0.0314474500214201
soc_v3_eg14_th036,1.0,4,0.5,0.0,1.0046150884177656,0.031976710720569186
soc_v3_eg14_th036,1.0,2,0.3828125,0.0078125,1.0043671329557418,0.03112920453350162
soc_v3_eg14_th036,1.0,0,0.359375,0.0,1.0042094962603374,0.031058993211909077
soc_v3_eg14_th036,1.0,3,0.3359375,0.0,1.0039168838165267,0.034810143261410936
soc_v3_eg14_th036,1.0,5,0.40625,0.0078125,1.0041639345772781,0.03190657358679692
soc_v3_eg14_th036,1.0,6,0.3828125,0.0,1.0046915260455067,0.03286839398861686
soc_v3_eg14_th036,1.0,7,0.3515625,0.0,1.004509170035578,0.03240795179670491
soc_v3_eg14_th036,1.0,9,0.421875,0.0,1.0043158225742124,0.03240971314867997
soc_v3_eg14_th036,1.0,8,0.4140625,0.0,1.003056590144727,0.032885331199898955
soc_v3_eg14_th036,1.0,12,0.359375,0.0,1.0030446160260795,0.031806554549380577
soc_v3_eg14_th036,1.0,11,0.3828125,0.0078125,1.0059617693395784,0.03374888233661319
soc_v3_eg14_th036,1.0,10,0.34375,0.0078125,1.0030440120036475,0.031983481919781495
soc_v3_eg14_th036,1.0,13,0.3359375,0.0,1.0024539116642555,0.03074756397725372
soc_v3_eg14_th036,1.0,15,0.25,0.0078125,1.0036840499543511,0.032449783723627126
soc_v3_eg14_th036,1.0,14,0.3125,0.0,1.0045700169950034,0.030827640869506776
soc_v3_eg14_th036,1.0,17,0.484375,0.0078125,1.0048900462885846,0.03522455460510403
soc_v3_eg14_th036,1.0,16,0.3515625,0.0078125,1.0038528789213785,0.03267532097264793
soc_v3_eg14_th036,1.0,18,0.2890625,0.0078125,1.0034786331554801,0.031055891116407983
soc_v3_eg14_th036,1.0,21,0.453125,0.0078125,1.0042378412599358,0.035241637473791984
soc_v3_eg14_th036,1.0,20,0.375,0.0,1.0035634503060222,0.032853442499237474
soc_v3_eg14_th036,1.0,19,0.3203125,0.0,1.0042347670637335,0.0310313919872893
soc_v3_eg14_th036,1.0,23,0.375,0.0078125,1.0030818287708456,0.032332121989267604
soc_v3_eg14_th036,1.0,22,0.375,0.0,1.0038917985973277,0.030062259021770725
soc_v3_eg14_th036,1.0,24,0.3125,0.0078125,1.004812865687488,0.03227788094491973
soc_v3_eg14_th036,1.0,25,0.390625,0.0,1.0036548469558462,0.03266731650529557
soc_v3_eg14_th036,1.0,26,0.3828125,0.0,1.0039805615298063,0.03267232352794249
soc_v3_eg14_th036,1.0,27,0.2578125,0.015625,1.0051145059950883,0.03426654322558618
soc_v3_eg14_th036,1.0,28,0.4375,0.0,1.003336998158738,0.033768747788464296
soc_v3_eg14_th036,1.0,29,0.34375,0.0,1.0029848386275673,0.03156358714332207
soc_v3_eg14_th036,1.0,30,0.3046875,0.0078125,1.0035003015887691,0.033072279031103276
soc_v3_eg14_th036,1.0,31,0.3828125,0.0,1.0046820398560459,0.03326831879561642
soc_v3_eg14_th036,1.0,32,0.3828125,0.0078125,1.003307212498934,0.03039578934333276
soc_v3_eg14_th036,1.0,35,0.4609375,0.0,1.0055263622400599,0.03373582233953011
soc_v3_eg14_th036,1.0,33,0.390625,0.0,1.0038705681767262,0.030936780798671754
soc_v3_eg14_th036,1.0,34,0.359375,0.0,1.0038220258390613,0.033274647422216475
soc_v3_eg14_th036,1.0,36,0.328125,0.015625,1.0051683697889466,0.03486420592961322
soc_v3_eg14_th036,1.0,37,0.46875,0.0078125,1.0041751967953967,0.03186795040438424
soc_v3_eg14_th036,1.0,39,0.484375,0.0,1.0052969040965762,0.034018067125852175
soc_v3_eg14_th036,1.0,38,0.40625,0.0,1.0043053633201768,0.03299452162296684
soc_v3_eg14_th036,1.0,40,0.3828125,0.015625,1.0040673498935562,0.03068151777047375
soc_v3_eg14_th036,1.0,43,0.484375,0.0078125,1.0060771703644669,0.0350154931147087
soc_v3_eg14_th036,1.0,41,0.375,0.0,1.003769171473903,0.031242625876613566
soc_v3_eg14_th036,1.0,42,0.3671875,0.0,1.004370149976399,0.033380333961172966
soc_v3_eg14_th036,1.0,44,0.421875,0.0078125,1.003524365817262,0.033859565445920045
soc_v3_eg14_th036,1.0,45,0.375,0.0,1.0046380098822838,0.03378223819073159
soc_v3_eg14_th036,1.0,46,0.4140625,0.0,1.0047937661490656,0.033699882671959176
soc_v3_eg14_th036,1.0,47,0.3046875,0.0,1.0031898689540728,0.03144191991221723
soc_v3_eg14_th036,1.0,48,0.4453125,0.0078125,1.0062136075525503,0.03556541110987379
soc_v3_eg14_th036,1.0,49,0.328125,0.0078125,1.0041532925251793,0.03138984519886565
soc_v3_eg14_th036,1.0,51,0.375,0.0,1.0036342744173845,0.03333559970577818
soc_v3_eg14_th036,1.0,50,0.3125,0.0,1.004176996173199,0.03138102702148126
soc_v3_eg14_th036,1.0,52,0.3828125,0.0,1.0037483526094564,0.03359687167319866
soc_v3_eg14_th036,1.0,54,0.3671875,0.0,1.0030870226787245,0.03379099824810757
soc_v3_eg14_th036,1.0,53,0.3671875,0.0078125,1.0027436815577195,0.03236159412183768
soc_v3_eg14_th036,1.0,55,0.3203125,0.0,1.0036667211496009,0.03356619728874256
soc_v3_eg14_th036,1.0,56,0.3515625,0.0,1.0038841739128135,0.03238708076450201
soc_v3_eg14_th036,1.0,58,0.46875,0.0078125,1.004565604218939,0.03428463508118462
soc_v3_eg14_th036,1.0,57,0.3203125,0.0078125,1.0036612806244813,0.03218490550812911
soc_v3_eg14_th036,1.0,59,0.3515625,0.0,1.0042246301723219,0.030152737583717202
soc_v3_eg14_th036,1.0,60,0.375,0.0078125,1.0047603153181968,0.03426954977613074
soc_v3_eg14_th036,1.0,61,0.34375,0.0,1.0040428920261573,0.03117491360093525
soc_v3_eg14_th036,1.0,62,0.3203125,0.0,1.0030699774123706,0.031912446278900525
soc_v3_eg14_th036,1.0,63,0.3046875,0.0,1.003216128511978,0.03516381790325859
soc_v3_eg14_th036,1.0,64,0.359375,0.0,1.0047723399751876,0.03365443230110645
soc_v3_eg14_th036,1.0,65,0.3671875,0.0,1.0032750154270555,0.0340203805297308
soc_v3_eg14_th036,1.0,66,0.421875,0.0078125,1.0049642271376091,0.03314406282661914
soc_v3_eg14_th036,1.0,68,0.3671875,0.0,1.0036321879740107,0.033455824321904866
soc_v3_eg14_th036,1.0,67,0.34375,0.0,1.003976925069602,0.03498851802777997
soc_v3_eg14_th036,1.0,69,0.359375,0.0,1.0046108861007974,0.03478100755293069
soc_v3_eg14_th036,1.0,70,0.4296875,0.0,1.0048259432414974,0.03388653160269933
soc_v3_eg14_th036,1.0,71,0.3359375,0.0078125,1.0034224463789843,0.03120650379171695
soc_v3_eg14_th036,1.0,72,0.4453125,0.0,1.0055271457743593,0.03178697163750408
