variant,speed_ratio,seed,safe_frac,captured_frac,soc_branch_ratio,soc_pred_entropy_var
soc_v3_eg14_th028,1.0,58,0.3984375,0.0,1.0045558691177061,0.031127082547451335
soc_v3_eg14_th028,1.0,59,0.4296875,0.0,1.0022915095517346,0.031082783248072267
soc_v3_eg14_th028,1.0,62,0.3828125,0.0,1.0037969627435643,0.03219361898955365
soc_v3_eg14_th028,1.0,60,0.3515625,0.0078125,1.0040268715677956,0.03245455721766775
soc_v3_eg14_th028,1.0,61,0.4296875,0.0078125,1.0034848012579616,0.032551832726828614
soc_v3_eg14_th028,1.0,63,0.40625,0.0,1.0037377543730563,0.03185229555380285
soc_v3_eg14_th028,1.0,64,0.3359375,0.0,1.0026234903705944,0.03098170828473967
soc_v3_eg14_th028,1.0,65,0.46875,0.0,1.0042852344804065,0.03125508808013084
soc_v3_eg14_th028,1.0,66,0.34375,0.0,1.0034741171364434,0.03274668088082174
soc_v3_eg14_th028,1.0,67,0.3515625,0.0,1.0039184424751966,0.030550488341181226
soc_v3_eg14_th028,1.0,69,0.46875,0.0,1.0038576641052543,0.03492205804526392
soc_v3_eg14_th028,1.0,68,0.3515625,0.0,1.0033673119006123,0.030051112319329113
soc_v3_eg14_th028,1.0,70,0.390625,0.0078125,1.0031872484314681,0.033514647773059535
soc_v3_eg14_th028,1.0,71,0.4375,0.0,1.0034759113683847,0.03299276126375837
soc_v3_eg14_th028,1.0,73,0.4296875,0.03125,1.0037761574778143,0.03100186375670866
soc_v3_eg14_th028,1.0,72,0.3203125,0.0078125,1.003059615252865,0.031436118272425505
soc_v3_eg14_th028,1.0,74,0.421875,0.0078125,1.0039666713344868,0.032024397875310216
soc_v3_eg14_th028,1.0,77,0.4296875,0.015625,1.0040240868930523,0.030816990460136282
soc_v3_eg14_th028,1.0,75,0.296875,0.0078125,1.0030153744345807,0.03148459908700456
soc_v3_eg14_th028,1.0,76,0.28125,0.0078125,1.0031876205206893,0.030744558074657473
soc_v3_eg14_th028,1.0,78,0.3671875,0.0078125,1.0045663219639087,0.032716858684636384
soc_v3_eg14_th028,1.0,79,0.28125,0.0,1.0030090697167504,0.03256878758328929
soc_v3_eg14_th028,1.1,1,0.375,0.0078125,1.0037122549975495,0.034314244742316875
soc_v3_eg14_th028,1.1,0,0.3984375,0.015625,1.0036734767501525,0.03340891442919227
soc_v3_eg14_th028,1.1,2,0.3828125,0.0,1.0024530922165098,0.03430134628555385
soc_v3_eg14_th028,1.1,3,0.40625,0.015625,1.0036716564135957,0.03048616878798756
soc_v3_eg14_th028,1.1,4,0.390625,0.0,1.0019922440944151,0.03135173848865234
soc_v3_eg14_th028,1.1,5,0.3046875,0.0,1.0034328914675004,0.031772933003583546
soc_v3_eg14_th028,1.1,6,0.359375,0.0,1.0039475416442492,0.03211992396506983
soc_v3_eg14_th028,1.1,7,0.265625,0.0,1.0032337469926758,0.03230204956165229
soc_v3_eg14_th028,1.1,9,0.34375,0.0078125,1.0035240797852127,0.0304861406998647
soc_v3_eg14_th028,1.1,8,0.28125,0.0078125,1.0035111327103852,0.03157482225533874
soc_v3_eg14_th028,1.1,11,0.4375,0.0078125,1.0038619896935737,0.032085476092053755
soc_v3_eg14_th028,1.1,10,0.3046875,0.0078125,1.003728416078243,0.031116994600998638
soc_v3_eg14_th028,1.1,12,0.4140625,0.0,1.0039119130175025,0.031891029900752474
soc_v3_eg14_th028,1.1,13,0.34375,0.015625,1.0036450823743817,0.03335863972048368
soc_v3_eg14_th028,1.1,14,0.3828125,0.0234375,1.0039996202701027,0.030344035007431328
soc_v3_eg14_th028,1.1,15,0.3359375,0.0390625,1.0027121250320883,0.03194825326353494
soc_v3_eg14_th028,1.1,16,0.375,0.015625,1.0034396716177787,0.031668230593902426
soc_v3_eg14_th028,1.1,18,0.390625,0.015625,1.0036066878809136,0.03197024356856049
soc_v3_eg14_th028,1.1,17,0.3125,0.0078125,1.0027955589651762,0.03180890811915048
soc_v3_eg14_th028,1.1,19,0.359375,0.0078125,1.0033033334563886,0.033268857245798325
soc_v3_eg14_th028,1.1,22,0.3515625,0.0234375,1.004226374701385,0.03132237681691814
soc_v3_eg14_th028,1.1,20,0.3046875,0.0078125,1.0026197113114013,0.029835316925280644
soc_v3_eg14_th028,1.1,21,0.4140625,0.0078125,1.004638660850545,0.033170302914938124
soc_v3_eg14_th028,1.1,23,0.3828125,0.0078125,1.0032621995096056,0.030294873584920227
soc_v3_eg14_th028,1.1,24,0.3671875,0.015625,1.0054912495146373,0.033182977594116876
soc_v3_eg14_th028,1.1,25,0.4140625,0.0234375,1.0037532009118324,0.033220635442240375
soc_v3_eg14_th028,1.1,26,0.40625,0.0234375,1.0043155771550176,0.03268521628994397
soc_v3_eg14_th028,1.1,27,0.359375,0.0234375,1.004212673105738,0.03236411285273413
soc_v3_eg14_th028,1.1,29,0.4453125,0.0,1.0029523581862554,0.030872501340769187
soc_v3_eg14_th028,1.1,30,0.3046875,0.0234375,1.0035033420645751,0.03078793638698537
soc_v3_eg14_th028,1.1,28,0.328125,0.0078125,1.003612786958658,0.0337955822800903
soc_v3_eg14_th028,1.1,31,0.421875,0.0078125,1.002252047482866,0.031873803600719175
soc_v3_eg14_th028,1.1,33,0.375,0.0,1.0014105478287612,0.029464309959765796
soc_v3_eg14_th028,1.1,32,0.3125,0.0234375,1.0041558980964007,0.030834551231854825
soc_v3_eg14_th028,1.1,34,0.328125,0.015625,1.0033167809426216,0.031081852986089765
soc_v3_eg14_th028,1.1,35,0.3203125,0.0,1.0021755567076107,0.031007554319770467
soc_v3_eg14_th028,1.1,36,0.375,0.03125,1.0029621033700338,0.03436528459518545
soc_v3_eg14_th028,1.1,37,0.359375,0.015625,1.0034053060260955,0.03163034509496588
soc_v3_eg14_th028,1.1,38,0.3515625,0.015625,1.0028388875369985,0.031526122033562864
soc_v3_eg14_th028,1.1,39,0.3203125,0.0,1.0041054248085535,0.031209377022144325
soc_v3_eg14_th028,1.1,40,0.4375,0.0,1.0034843040780512,0.03236766777126076
soc_v3_eg14_th028,1.1,43,0.4453125,0.015625,1.0043280601566333,0.03403796465485631
soc_v3_eg14_th028,1.1,44,0.3984375,0.015625,1.006408935775456,0.03387580900615441
soc_v3_eg14_th028,1.1,42,0.390625,0.015625,1.0040318547054834,0.03384524505770197
soc_v3_eg14_th028,1.1,41,0.28125,0.015625,1.0028208798475997,0.029964291125470163
soc_v3_eg14_th028,1.1,45,0.296875,0.0,1.003396564753495,0.03155124791737027
soc_v3_eg14_th028,1.1,46,0.3671875,0.0078125,1.0025266916215718,0.03194216337441637
soc_v3_eg14_th028,1.1,47,0.4140625,0.0,1.0033396833585309,0.03038684970032443
soc_v3_eg14_th028,1.1,48,0.421875,0.015625,1.0038742001955872,0.03247653672649951
soc_v3_eg14_th028,1.1,49,0.375,0.0078125,1.004270472809954,0.03158795356539178
soc_v3_eg14_th028,1.1,51,0.34375,0.0,1.0027621193288294,0.03363006515096074
soc_v3_eg14_th028,1.1,50,0.2578125,0.0234375,1.0027269606361346,0.03192845188066723
soc_v3_eg14_th028,1.1,53,0.453125,0.015625,1.0039758571216424,0.03128439806356761
soc_v3_eg14_th028,1.1,52,0.234375,0.0078125,1.0037841710288367,0.03380000833382875
soc_v3_eg14_th028,1.1,54,0.3671875,0.015625,1.0031229878929993,0.03370879276108387
soc_v3_eg14_th028,1.1,55,0.3671875,0.0,1.0039429094624737,0.030384511508898673
soc_v3_eg14_th028,1.1,56,0.21875,0.015625,1.002996446113809,0.03169452198487279
soc_v3_eg14_th028,1.1,57,0.296875,0.0078125,1.0035718353099234,0.03125057954730019
soc_v3_eg14_th028,1.1,58,0.4296875,0.0234375,1.0033750796390564,0.03068540569740894
soc_v3_eg14_th028,1.1,59,0.4453125,0.015625,1.0041307579264984,0.03247140713171153
soc_v3_eg14_th028,1.1,60,0.390625,0.015625,1.0039711926436354,0.03053514297239443
soc_v3_eg14_th028,1.1,61,0.359375,0.0078125,1.0039822815313766,0.03147784268263017
soc_v3_eg14_th028,1.1,62,0.3359375,0.0,1.0036257665795094,0.031023097243530345
soc_v3_eg14_th028,1.1,63,0.421875,0.015625,1.0040265872117538,0.03271052500497222
soc_v3_eg14_th028,1.1,64,0.46875,0.015625,1.0035424052679618,0.033166297096325036
soc_v3_eg14_th028,1.1,65,0.4765625,0.0078125,1.0045012087304017,0.03283590297757278
soc_v3_eg14_th028,1.1,66,0.359375,0.0,1.0032220203866093,0.033268983044546355
soc_v3_eg14_th028,1.1,67,0.3359375,0.0234375,1.0027319796063692,0.030139084066601284
soc_v3_eg14_th028,1.1,69,0.4296875,0.0,1.00316136512262,0.030657772991340995
soc_v3_eg14_th028,1.1,68,0.3359375,0.0078125,1.0024218643493843,0.03187301383248884
soc_v3_eg14_th028,1.1,70,0.359375,0.0,1.004002637396922,0.033229331006101516
soc_v3_eg14_th028,1.1,71,0.2734375,0.0234375,1.0031638548697581,0.03232751772267315
soc_v3_eg14_th028,1.1,72,0.4765625,0.0078125,1.0052668223699195,0.031726717199506385
soc_v3_eg14_th028,1.1,74,0.5078125,0.0078125,1.0039311072586972,0.032385814334818644
soc_v3_eg14_th028,1.1,73,0.3828125,0.0,1.003056386783287,0.03166622641780563
soc_v3_eg14_th028,1.1,76,0.3203125,0.0234375,1.0028494190247275,0.03138035365399982
soc_v3_eg14_th028,1.1,75,0.3203125,0.015625,1.0040684484106661,0.03110688664049693
soc_v3_eg14_th028,1.1,77,0.421875,0.0234375,1.0030092160405866,0.03395453743029544
soc_v3_eg14_th028,1.1,78,0.2890625,0.015625,1.0035391029291427,0.03119104120005525
soc_v3_eg14_th028,1.1,79,0.453125,0.0,1.0041501301243394,0.03354025682495444
soc_v3_eg14_th028,1.2,0,0.34375,0.0625,1.0040693933049807,0.03230167728261189
soc_v3_eg14_th028,1.2,1,0.5,0.0859375,1.0058169205993737,0.03405994812173012
soc_v3_eg14_th028,1.2,2,0.390625,0.046875,1.00337666032178,0.03271746019220404
soc_v3_eg14_th028,1.2,3,0.3984375,0.015625,1.00399571016526,0.03474027811571312
soc_v3_eg14_th028,1.2,4,0.375,0.0703125,1.0038731360262432,0.032342182449269535
soc_v3_eg14_th028,1.2,5,0.3046875,0.0546875,1.0025195204109396,0.03238422337352318
soc_v3_eg14_th028,1.2,7,0.5,0.09375,1.0040048308556233,0.03167357555321175
soc_v3_eg14_th028,1.2,6,0.3359375,0.0390625,1.0036691617725297,0.03476289747578205
soc_v3_eg14_th028,1.2,8,0.40625,0.0703125,1.002597964503239,0.03270807467929501
soc_v3_eg14_th028,1.2,9,0.4140625,0.078125,1.0031160462662003,0.03249370326524753
soc_v3_eg14_th028,1.2,10,0.375,0.0546875,1.0035939643215388,0.033252088003154205
soc_v3_eg14_th028,1.2,11,0.375,0.09375,1.0049325166988172,0.03019963313519422
soc_v3_eg14_th028,1.2,13,0.390625,0.09375,1.0034031466778595,0.02978441235950026
soc_v3_eg14_th028,1.2,12,0.3203125,0.0625,1.0035829422350824,0.031730079013657576
soc_v3_eg14_th028,1.2,14,0.453125,0.0625,1.0050229559855264,0.03299390742860987
soc_v3_eg14_th028,1.2,15,0.359375,0.0625,1.0028367518285297,0.033002867948714446
soc_v3_eg14_th028,1.2,17,0.390625,0.078125,1.0042132515324298,0.03344454557330361
soc_v3_eg14_th028,1.2,16,0.296875,0.015625,1.003335938288665,0.030978071416762933
soc_v3_eg14_th028,1.2,19,0.40625,0.0703125,1.0059821293884095,0.03190226734933961
soc_v3_eg14_th028,1.2,18,0.359375,0.0703125,1.0036148104926381,0.03203796548691118
soc_v3_eg14_th028,1.2,20,0.375,0.125,1.0031366454342576,0.033830301790276275
soc_v3_eg14_th028,1.2,21,0.390625,0.0546875,1.0028416973529806,0.03150018576580038
soc_v3_eg14_th028,1.2,22,0.3828125,0.140625,1.004850633557317,0.031910870067198414
soc_v3_eg14_th028,1.2,23,0.3125,0.0546875,1.0038602926222413,0.03321049304270063
soc_v3_eg14_th028,1.2,24,0.3984375,0.0703125,1.003755901252644,0.03176630890395089
soc_v3_eg14_th028,1.2,25,0.375,0.125,1.0049380397986927,0.035246326943463475
soc_v3_eg14_th028,1.2,27,0.4375,0.0625,1.005069824914033,0.03226219952318032
soc_v3_eg14_th028,1.2,26,0.2421875,0.0390625,1.0030034326782482,0.03217053110204515
soc_v3_eg14_th028,1.2,28,0.34375,0.1015625,1.0048033545672763,0.033730562015240814
soc_v3_eg14_th028,1.2,29,0.3125,0.09375,1.003886195499138,0.032696500219946974
soc_v3_eg14_th028,1.2,30,0.34375,0.078125,1.004130727862781,0.032345360559462216
soc_v3_eg14_th028,1.2,31,0.3203125,0.109375,1.003984960881837,0.0330039225756972
soc_v3_eg14_th028,1.2,33,0.40625,0.078125,1.0025715928978796,0.031584320217497894
soc_v3_eg14_th028,1.2,32,0.3359375,0.0859375,1.0031014190078131,0.031444124479883914
soc_v3_eg14_th028,1.2,34,0.375,0.1015625,1.0033710497313466,0.03222742775280922
soc_v3_eg14_th028,1.2,36,0.4140625,0.09375,1.0030579139913989,0.035229443154337924
soc_v3_eg14_th028,1.2,35,0.3203125,0.03125,1.0029971096072858,0.030300074479291214
soc_v3_eg14_th028,1.2,38,0.4453125,0.0625,1.0039249302775464,0.03194379217821188
soc_v3_eg14_th028,1.2,37,0.2421875,0.078125,1.0028829553553196,0.031251602569342105
soc_v3_eg14_th028,1.2,39,0.3671875,0.1015625,1.0052408534994484,0.03302381931667425
soc_v3_eg14_th028,1.2,40,0.4921875,0.1015625,1.0048210957009802,0.03359792633486435
soc_v3_eg14_th028,1.2,41,0.234375,0.0703125,1.0029263225423142,0.03197166777168603
soc_v3_eg14_th028,1.2,42,0.375,0.0703125,1.00379244121086,0.03444023119060464
soc_v3_eg14_th028,1.2,43,0.3671875,0.09375,1.004054911398083,0.03438785997176096
soc_v3_eg14_th028,1.2,44,0.421875,0.078125,1.0042229509910352,0.03593522599442685
soc_v3_eg14_th028,1.2,45,0.40625,0.0859375,1.004533921969991,0.03329425034169201
soc_v3_eg14_th028,1.2,46,0.3984375,0.0390625,1.0040070943849633,0.032739916358661456
soc_v3_eg14_th028,1.2,47,0.3984375,0.1015625,1.003231458701937,0.029793751429721304
soc_v3_eg14_th028,1.2,48,0.4140625,0.0546875,1.0038854773438943,0.032123424460671283
soc_v3_eg14_th028,1.2,49,0.3671875,0.078125,1.0029537470531866,0.03335303292106368
soc_v3_eg14_th028,1.2,50,0.3046875,0.0390625,1.0037352060181133,0.034046684132532805
soc_v3_eg14_th028,1.2,52,0.390625,0.0625,1.0044257422062866,0.03445440584558485
soc_v3_eg14_th028,1.2,51,0.3828125,0.0390625,1.0047004885420918,0.0313681362249307
soc_v3_eg14_th028,1.2,53,0.359375,0.0625,1.004199042692361,0.031625538288086945
soc_v3_eg14_th028,1.2,54,0.5,0.0859375,1.003817015380677,0.0343823643357885
soc_v3_eg14_th028,1.2,55,0.3046875,0.0625,1.0034438246175241,0.030780207496092657
soc_v3_eg14_th028,1.2,56,0.40625,0.0703125,1.0047603296679803,0.030915296571215455
soc_v3_eg14_th028,1.2,57,0.375,0.0703125,1.0028830561606972,0.032319351884824724
soc_v3_eg14_th028,1.2,58,0.25,0.0390625,1.0031420900219985,0.031546179870982245
soc_v3_eg14_th028,1.2,59,0.3203125,0.078125,1.0030309795988932,0.03076001840062318
soc_v3_eg14_th028,1.2,61,0.3046875,0.0703125,1.0053681450896046,0.034171516655594134
soc_v3_eg14_th028,1.2,60,0.25,0.1171875,1.0030460037206852,0.03252275300561263
soc_v3_eg14_th028,1.2,62,0.3203125,0.0390625,1.0032746245057982,0.031698340510883875
soc_v3_eg14_th028,1.2,63,0.34375,0.0546875,1.0052218495907967,0.03226885836900382
soc_v3_eg14_th028,1.2,64,0.34375,0.078125,1.0038883223541395,0.031148952316606943
soc_v3_eg14_th028,1.2,65,0.265625,0.0390625,1.0027469042203887,0.0320156450780424
soc_v3_eg14_th028,1.2,67,0.3515625,0.1171875,1.0033852055319052,0.03211681145476564
soc_v3_eg14_th028,1.2,66,0.3203125,0.078125,1.003707697936323,0.035324811458889986
soc_v3_eg14_th028,1.2,68,0.3984375,0.0625,1.0032316205311729,0.03278588690875427
soc_v3_eg14_th028,1.2,69,0.4140625,0.125,1.0057535134503077,0.03229713214482428
soc_v3_eg14_th028,1.2,70,0.3828125,0.109375,1.0039711914038576,0.032401993465963216
soc_v3_eg14_th028,1.2,71,0.375,0.0703125,1.005668180685392,0.035232721395472295
soc_v3_eg14_th028,1.2,72,0.34375,0.0859375,1.0029695183086544,0.03290245999205088
soc_v3_eg14_th028,1.2,73,0.390625,0.0546875,1.0049657818477693,0.03162271339594021
soc_v3_eg14_th028,1.2,74,0.390625,0.078125,1.0030148924452416,0.0317378871254211
soc_v3_eg14_th028,1.2,75,0.3359375,0.078125,1.0027077421679154,0.03195854787331033
soc_v3_eg14_th028,1.2,77,0.3515625,0.109375,1.0035820965345204,0.03316394457027768
soc_v3_eg14_th028,1.2,76,0.3046875,0.03125,1.0034376340261977,0.03262829574360167
soc_v3_eg14_th028,1.2,78,0.3671875,0.09375,1.0035666837402282,0.032428761097602656
soc_v3_eg14_th028,1.2,79,0.375,0.0703125,1.003352434979796,0.031395728787781726
soc_v3_eg14_th028,1.3,0,0.296875,0.21875,1.0042776533214792,0.0326063864114719
soc_v3_eg14_th028,1.3,1,0.2421875,0.2734375,1.0053744826611797,0.032978783583295534
soc_v3_eg14_th028,1.3,2,0.328125,0.1875,1.004163675564874,0.03174546917227074
soc_v3_eg14_th028,1.3,3,0.375,0.203125,1.0049052460063026,0.03432773766078952
soc_v3_eg14_th028,1.3,4,0.328125,0.2890625,1.00497714188101,0.033000893114996835
soc_v3_eg14_th028,1.3,5,0.34375,0.2578125,1.0027204766686957,0.03367262228339862
soc_v3_eg14_th028,1.3,6,0.328125,0.25,1.0051663645020272,0.035582972117524855
soc_v3_eg14_th028,1.3,7,0.3203125,0.2421875,1.004200300128906,0.0347473237674888
soc_v3_eg14_th028,1.3,8,0.2734375,0.2578125,1.0025759638208123,0.03278089772898191
soc_v3_eg14_th028,1.3,9,0.3515625,0.2265625,1.0045783935509944,0.03174751375480826
soc_v3_eg14_th028,1.3,10,0.3203125,0.21875,1.004979698466477,0.03429487516406868
soc_v3_eg14_th028,1.3,11,0.3671875,0.2734375,1.0052616033173558,0.03122634741898839
soc_v3_eg14_th028,1.3,13,0.4375,0.2109375,1.0058277404968896,0.03353644417978527
soc_v3_eg14_th028,1.3,12,0.390625,0.2578125,1.0056722133242415,0.031989224129744566
soc_v3_eg14_th028,1.3,14,0.359375,0.21875,1.0068212655777578,0.03468415830188676
soc_v3_eg14_th028,1.3,15,0.34375,0.265625,1.003446853168783,0.034032912994070345
soc_v3_eg14_th028,1.3,16,0.34375,0.2265625,1.0057723007826826,0.03581641583204994
soc_v3_eg14_th028,1.3,17,0.265625,0.1640625,1.0038283616536998,0.033922768106681565
soc_v3_eg14_th028,1.3,19,0.390625,0.234375,1.00526758184724,0.031293138844316254
soc_v3_eg14_th028,1.3,20,0.3671875,0.3046875,1.0041469746518208,0.033138373832632254
soc_v3_eg14_th028,1.3,18,0.3125,0.25,1.0045209509866022,0.03263294652395026
soc_v3_eg14_th028,1.3,21,0.359375,0.203125,1.0059321032236748,0.03135140435129122
soc_v3_eg14_th028,1.3,22,0.234375,0.1953125,1.003693904910708,0.03338736078844732
soc_v3_eg14_th028,1.3,23,0.28125,0.25,1.0060130414017423,0.032321972157994164
soc_v3_eg14_th028,1.3,24,0.359375,0.296875,1.0055909192409855,0.03473571880556109
soc_v3_eg14_th028,1.3,25,0.265625,0.1953125,1.0026228059422897,0.032131388996025766
soc_v3_eg14_th028,1.3,28,0.3671875,0.265625,1.0051492729918532,0.035518264564219255
soc_v3_eg14_th028,1.3,26,0.3359375,0.2109375,1.0040213232774486,0.03219741598466065
soc_v3_eg14_th028,1.3,27,0.265625,0.2421875,1.0033286184366956,0.03247961002460085
soc_v3_eg14_th028,1.3,29,0.2421875,0.2734375,1.0045135845945725,0.03454367538634903
soc_v3_eg14_th028,1.3,30,0.2421875,0.2890625,1.0045229824957995,0.03427619605440223
soc_v3_eg14_th028,1.3,31,0.2734375,0.2265625,1.003930814632589,0.031812230514655905
soc_v3_eg14_th028,1.3,32,0.28125,0.2890625,1.0050107786056874,0.03322115373853683
soc_v3_eg14_th028,1.3,33,0.3515625,0.2734375,1.0031036570902787,0.03462785185937615
soc_v3_eg14_th028,1.3,34,0.3984375,0.2421875,1.005254674483244,0.033729812160347934
soc_v3_eg14_th028,1.3,35,0.328125,0.3125,1.0038045623955456,0.033959515824193286
soc_v3_eg14_th028,1.3,36,0.21875,0.3125,1.0034189023912239,0.03396773218546646
soc_v3_eg14_th028,1.3,37,0.3359375,0.2578125,1.0047440771894158,0.034112414866787726
soc_v3_eg14_th028,1.3,38,0.234375,0.2421875,1.0039358038924744,0.032768691492133344
soc_v3_eg14_th028,1.3,39,0.328125,0.1796875,1.0047725695304097,0.0311200656676249
soc_v3_eg14_th028,1.3,40,0.34375,0.296875,1.0059645298872286,0.03389579382477036
soc_v3_eg14_th028,1.3,43,0.3984375,0.234375,1.0049675985939295,0.03338006439818005
soc_v3_eg14_th028,1.3,41,0.3828125,0.1875,1.0044642622632611,0.032675303767105666
soc_v3_eg14_th028,1.3,42,0.3125,0.265625,1.004007133794686,0.034438677681785164
soc_v3_eg14_th028,1.3,44,0.3125,0.234375,1.004879106972176,0.03546589027405852
soc_v3_eg14_th028,1.3,45,0.34375,0.2421875,1.0041808522810076,0.033767849993033734
soc_v3_eg14_th028,1.3,46,0.28125,0.15625,1.00467857569878,0.03194608289944078
soc_v3_eg14_th028,1.3,48,0.3515625,0.265625,1.003463948171911,0.032946007264203644
soc_v3_eg14_th028,1.3,47,0.265625,0.2578125,1.0053027165829769,0.0361146957700944
soc_v3_eg14_th028,1.3,52,0.3828125,0.171875,1.0047057269640753,0.03448937965080601
soc_v3_eg14_th028,1.3,49,0.25,0.2265625,1.0035088232606346,0.03347009090322974
soc_v3_eg14_th028,1.3,50,0.234375,0.1875,1.002618102080379,0.031406706069434964
soc_v3_eg14_th028,1.3,51,0.2265625,0.2421875,1.0032370655856133,0.03229329485869594
soc_v3_eg14_th028,1.3,53,0.3515625,0.21875,1.002835374504695,0.032586713814655645
soc_v3_eg14_th028,1.3,54,0.3828125,0.140625,1.003006233513292,0.031671585275699216
soc_v3_eg14_th028,1.3,55,0.265625,0.25,1.0053271398310206,0.03392805450663592
soc_v3_eg14_th028,1.3,56,0.2734375,0.2734375,1.0033632806424677,0.0340580822046259
soc_v3_eg14_th028,1.3,57,0.375,0.2421875,1.0061238638931906,0.03542108867584192
soc_v3_eg14_th028,1.3,58,0.3125,0.1796875,1.004829950534538,0.0328990939767545
soc_v3_eg14_th028,1.3,61,0.390625,0.21875,1.007068085513489,0.03431461138962773
soc_v3_eg14_th028,1.3,59,0.3046875,0.2109375,1.006866580928042,0.03428953140803557
soc_v3_eg14_th028,1.3,60,0.2265625,0.21875,1.003821100037886,0.031248618238084228
soc_v3_eg14_th028,1.3,62,0.3203125,0.1875,1.0054669455679814,0.03418662439343322
soc_v3_eg14_th028,1.3,63,0.328125,0.2109375,1.0047716402230358,0.03103426881012991
soc_v3_eg14_th028,1.3,64,0.2890625,0.25,1.0038136514664548,0.030630934617631927
soc_v3_eg14_th028,1.3,65,0.34375,0.234375,1.0036167426291176,0.03455991825804099
soc_v3_eg14_th028,1.3,66,0.328125,0.171875,1.0045446187918208,0.03333487097613416
soc_v3_eg14_th028,1.3,67,0.265625,0.2265625,1.0034999241164515,0.03233656163318193
soc_v3_eg14_th028,1.3,69,0.3125,0.2890625,1.0037914400278387,0.030555337736280292
soc_v3_eg14_th028,1.3,68,0.25,0.265625,1.0032122587775152,0.03256405886307442
soc_v3_eg14_th028,1.3,70,0.328125,0.21875,1.0035659363417253,0.033528267813556
soc_v3_eg14_th028,1.3,71,0.3046875,0.25,1.0031911538980676,0.03209602545792935
soc_v3_eg14_th028,1.3,72,0.359375,0.2734375,1.0043119399749023,0.033615703411617195
soc_v3_eg14_th028,1.3,74,0.3359375,0.296875,1.0049857211277513,0.034183740031027435
soc_v3_eg14_th028,1.3,73,0.28125,0.2265625,1.0051853504635577,0.03100956630614946
soc_v3_eg14_th028,1.3,76,0.2890625,0.2421875,1.005328906444018,0.03256158619110984
soc_v3_eg14_th028,1.3,75,0.296875,0.25,1.0038253824369885,0.03312645822693304
soc_v3_eg14_th028,1.3,77,0.2109375,0.265625,1.0033863960469678,0.03128191951769074
soc_v3_eg14_th028,1.3,78,0.3203125,0.203125,1.0031811675787636,0.03348592982760705
soc_v3_eg14_th028,1.4,0,0.359375,0.4375,1.0079292095954113,0.03532507795919474
soc_v3_eg14_th028,1.3,79,0.3359375,0.1875,1.0048142761069148,0.033385006890331685
soc_v3_eg14_th028,1.4,1,0.3515625,0.453125,1.0071553091211836,0.03749244055218146
soc_v3_eg14_th028,1.4,2,0.3203125,0.34375,1.0057757259820714,0.03221767193290894
soc_v3_eg14_th028,1.4,3,0.3203125,0.3359375,1.0062164494644188,0.033151969535773956
soc_v3_eg14_th028,1.4,4,0.265625,0.421875,1.0087131947648578,0.035401875919042106
soc_v3_eg14_th028,1.4,5,0.2578125,0.4609375,1.007387219879694,0.03442878969602392
soc_v3_eg14_th028,1.4,6,0.2734375,0.4140625,1.0054888126192492,0.03557629260044312
soc_v3_eg14_th028,1.4,7,0.3125,0.3046875,1.005780802042032,0.034862740815750776
soc_v3_eg14_th028,1.4,8,0.296875,0.4375,1.0057417009854084,0.03421199781247823
soc_v3_eg14_th028,1.4,9,0.328125,0.3046875,1.0079532557515587,0.03229514460557913
soc_v3_eg14_th028,1.4,10,0.234375,0.34375,1.003895582191194,0.03316498288845863
soc_v3_eg14_th028,1.4,13,0.2421875,0.40625,1.0059599297206605,0.034244138943383955
soc_v3_eg14_th028,1.4,11,0.1875,0.328125,1.0059412061217576,0.034318036868657545
soc_v3_eg14_th028,1.4,12,0.296875,0.375,1.0069669503216603,0.032210583874388576
soc_v3_eg14_th028,1.4,15,0.3046875,0.4609375,1.0057661157945277,0.034235302109614896
soc_v3_eg14_th028,1.4,14,0.3515625,0.2265625,1.0051940584092602,0.034673802266301124
soc_v3_eg14_th028,1.4,16,0.296875,0.40625,1.0037843368108978,0.03617414539967388
soc_v3_eg14_th028,1.4,17,0.1953125,0.4453125,1.0038484127226859,0.03479549952957238
soc_v3_eg14_th028,1.4,18,0.296875,0.3828125,1.0055978927576132,0.03126188814012146
soc_v3_eg14_th028,1.4,19,0.2890625,0.4765625,1.0111741477398422,0.03421856285143214
soc_v3_eg14_th028,1.4,21,0.3125,0.4140625,1.0059420540823085,0.034551611488866124
soc_v3_eg14_th028,1.4,20,0.28125,0.34375,1.0059950653508907,0.03404876611470888
soc_v3_eg14_th028,1.4,22,0.328125,0.4140625,1.009281862838618,0.03229226889812484
soc_v3_eg14_th028,1.4,23,0.296875,0.4453125,1.0058532951514734,0.033018989245859755
soc_v3_eg14_th028,1.4,24,0.3125,0.421875,1.0088217219448419,0.03516453443359257
soc_v3_eg14_th028,1.4,25,0.171875,0.421875,1.0071304430850192,0.03328844943806055
soc_v3_eg14_th028,1.4,26,0.25,0.375,1.0050880952550376,0.03274609624067065
soc_v3_eg14_th028,1.4,27,0.3125,0.34375,1.007642816631163,0.03332780774853193
soc_v3_eg14_th028,1.4,28,0.3203125,0.40625,1.004795631143254,0.03600971595512748
soc_v3_eg14_th028,1.4,29,0.2421875,0.453125,1.0038092268694254,0.035360222203658684
soc_v3_eg14_th028,1.4,31,0.359375,0.3828125,1.0073051455665445,0.03454001360962459
soc_v3_eg14_th028,1.4,30,0.375,0.2421875,1.004445831344646,0.03411523155815643
