variant,speed_ratio,n,safe_mean,safe_ci95,captured_mean,chi_mean,chi_local_mean,tau_mean,xi_mean,branch_ratio_mean,topple_steps_mean,pred_entropy_var_mean,entropy_fluct_mean,delta_safe_vs_baseline,delta_pred_entropy_var_vs_baseline
soc_v3_eg10_th028,1.4,80,0.27529296875,0.012607732989655078,0.42265625,3.2392041925692596,0.5186415966645974,196.87059073011474,19.4375,1.0227901659987113,599.8125,0.037726134428884575,0.07654362391742066,-0.025781250000000033,0.037726134428884575
soc_v3_eg10_th032,1.0,80,0.3630859375,0.015761359087576476,0.0064453125,2.1148617363804165,1.3903228285300515,195.21625262398464,19.6875,1.0113817077670477,600.0,0.03658324721521091,0.08226958406354308,-0.01611328125,0.03658324721521091
soc_v3_eg10_th032,1.1,80,0.37197265625,0.01512354708406606,0.02080078125,2.413435352085842,0.9588144227738382,192.5445844660238,19.25,1.0116303871283343,600.0,0.036507897734137686,0.08182311844995546,-0.012597656250000033,0.036507897734137686
soc_v3_eg10_th032,1.2,80,0.34755859375,0.016524415284336336,0.11005859375,2.52727346995783,0.8740249224643227,195.60285002682795,19.5,1.012493693642368,600.0,0.03677326348160499,0.08079634530244868,-0.016210937500000022,0.03677326348160499
soc_v3_eg10_th032,1.3,80,0.3216796875,0.014213742309811067,0.26689453125,2.5871731149352106,0.9414728887047804,194.67543962943222,17.5,1.015819372635866,600.0,0.03753050508826713,0.0790123449334014,-0.017480468750000033,0.03753050508826713
soc_v3_eg10_th032,1.4,80,0.28125,0.013080736940110091,0.42294921875,2.924761391873755,0.7066738223457829,195.12832664305807,18.75,1.022645675904355,599.9,0.037994796095295935,0.07692763372175764,-0.01982421875000001,0.037994796095295935
soc_v3_eg10_th036,1.0,80,0.37373046875,0.016617216948012017,0.00732421875,2.374183409345202,1.0098713043150418,194.49250214925647,20.0,1.0120610622877837,600.0,0.036832884439181264,0.08183014898800392,-0.005468750000000022,0.036832884439181264
soc_v3_eg10_th036,1.1,80,0.365234375,0.01358849575180693,0.02177734375,2.444729107011015,1.1938651655547237,195.23594801995552,20.25,1.0115593898495945,600.0,0.036741907979632435,0.08216297907289905,-0.01933593750000001,0.036741907979632435
soc_v3_eg10_th036,1.2,80,0.35263671875,0.015326410006678923,0.11552734375,2.365074397372198,0.9702121155976483,197.77366309675216,20.625,1.012970601946314,600.0,0.0371997195272653,0.08073956571417039,-0.011132812499999978,0.0371997195272653
soc_v3_eg10_th036,1.3,80,0.301171875,0.015085245006811982,0.2865234375,2.555920525404862,0.6508536854799744,195.34459976523317,19.125,1.0170030018341185,600.0,0.037594763151113424,0.0788156726280968,-0.03798828125000003,0.037594763151113424
soc_v3_eg10_th036,1.4,80,0.28076171875,0.012346365168902463,0.428125,3.0387172781113425,0.3993447326641183,194.34960650134212,16.8125,1.0252925446193468,599.7875,0.03803911950112249,0.07633960844645617,-0.02031250000000001,0.03803911950112249
soc_v3_eg14_th028,1.0,80,0.38076171875,0.01090862591282517,0.00361328125,2.0109260342316655,1.760068620922232,198.9999999999998,17.5,1.0036888346937554,600.0,0.03221185329056616,0.08430878256399374,0.0015624999999999667,0.03221185329056616
soc_v3_eg14_th028,1.1,80,0.36708984375,0.012939563550027384,0.01123046875,1.5893937613520304,1.857968528074587,193.70355971707147,16.625,1.0035307721366027,600.0,0.031989677486346624,0.08415714390540874,-0.017480468750000033,0.031989677486346624
soc_v3_eg14_th028,1.2,80,0.3654296875,0.012411195596159833,0.07392578125,1.862827801712862,1.7438683096150025,196.64803503406205,15.9375,1.0038299315217465,600.0,0.03257309070071202,0.08376638194395358,0.001660156249999989,0.03257309070071202
soc_v3_eg14_th028,1.3,80,0.31572265625,0.01110396421737174,0.23701171875,2.10040245616588,1.1345326421482897,193.8906219026925,18.5,1.0044445392832704,600.0,0.03320255845190667,0.08235187054996373,-0.0234375,0.03320255845190667
soc_v3_eg14_th028,1.4,80,0.29482421875,0.011207227033880917,0.38115234375,2.511817349441877,0.8173175446628331,189.47739827807897,16.0625,1.0068208436100279,600.0,0.03404806300674883,0.08018273069007864,-0.006250000000000033,0.03404806300674883
soc_v3_eg14_th032,1.0,80,0.3736328125,0.013438251762484303,0.00419921875,1.9383291654703911,1.9553365573194668,198.79737237155774,16.5,1.0038411161049965,600.0,0.03247397637251745,0.08384098633122669,-0.005566406249999989,0.03247397637251745
soc_v3_eg14_th032,1.1,80,0.37001953125,0.014201910109513093,0.01123046875,1.8025827533935022,1.6357899533087903,197.36884387420363,18.125,1.0039102891864349,600.0,0.03268960655815099,0.08375501840487777,-0.014550781250000033,0.03268960655815099
soc_v3_eg14_th032,1.2,80,0.36767578125,0.012890297564586602,0.0759765625,1.9767222605192423,1.5940401615263549,195.87819683424112,17.0625,1.0041537675552117,600.0,0.03311824228936109,0.08317250580536159,0.00390625,0.03311824228936109
soc_v3_eg14_th032,1.3,80,0.3234375,0.011066836168787715,0.24140625,2.092245570738054,0.9557247436016958,191.61136847191392,16.8125,1.004934000003956,600.0,0.03388590061780078,0.08179958841942703,-0.015722656250000022,0.03388590061780078
soc_v3_eg14_th032,1.4,80,0.284375,0.010969186695659824,0.3951171875,2.554344547023498,0.9981119410440196,188.95966063812392,15.4375,1.0074321930028678,600.0,0.03442897243145185,0.08004833061206043,-0.016699218750000022,0.03442897243145185
soc_v3_eg14_th036,1.0,80,0.37724609375,0.011839703061585561,0.00380859375,1.7320917229772086,1.8023902580959152,197.15684158865457,17.125,1.0041212104725479,600.0,0.03274042786330734,0.08377737864196698,-0.001953125,0.03274042786330734
soc_v3_eg14_th036,1.1,80,0.3720703125,0.01283269597187575,0.01142578125,2.0117465049082544,1.6194645729303214,195.27889495774167,18.5,1.0039395148473176,600.0,0.032860865288612165,0.08348867985599483,-0.012500000000000011,0.032860865288612165
soc_v3_eg14_th036,1.2,80,0.3712890625,0.013897528038121094,0.07734375,2.1473003123443535,1.3233693931521757,198.05013332850305,16.8125,1.0044387484028672,600.0,0.03333778447202934,0.08272037525147838,0.007519531249999989,0.03333778447202934
soc_v3_eg14_th036,1.3,80,0.3169921875,0.010457265945973829,0.24619140625,1.9366739571151073,1.4275239471933892,193.12423946780513,15.1875,1.0054323535354808,600.0,0.03407876779027723,0.08153452164436106,-0.02216796874999999,0.03407876779027723
soc_v3_eg14_th036,1.4,80,0.2880859375,0.01241239123655095,0.40263671875,2.6365723618073527,0.5603854672719375,195.46375341762874,16.625,1.0077650451317621,600.0,0.03475987624273025,0.0795474731620461,-0.012988281250000011,0.03475987624273025
soc_v3_no_entropy,1.0,80,0.1666015625,0.011368380127417869,0.10234375,3.2312108553734284,0.22960073806236186,198.99614030362486,22.5625,1.0979917946896376,482.375,0.040268706275046244,0.06986274587939309,-0.21259765625000002,0.040268706275046244
soc_v3_no_entropy,1.1,80,0.147265625,0.009844434531402883,0.20791015625,3.526616738210781,0.20249005961250693,197.37631279405576,22.5,1.0930286163866036,485.625,0.040101985719307925,0.06800247633173209,-0.2373046875,0.040101985719307925
soc_v3_no_entropy,1.2,80,0.12900390625,0.010970518360406321,0.37783203125,4.3169391445134835,0.10328522954137864,194.5723700912493,22.5625,1.0889291061892625,491.45,0.03914638125264134,0.06640820990045031,-0.234765625,0.03914638125264134
soc_v3_no_entropy,1.3,80,0.12412109375,0.00920925478093325,0.5201171875,4.575574234262122,0.11778397421848756,191.77143799550913,21.625,1.093664163851615,489.1,0.03922638545435296,0.06546784544712174,-0.21503906250000002,0.03922638545435296
soc_v3_no_entropy,1.4,80,0.10068359375,0.007444937298676051,0.65361328125,4.528326312569176,0.07199568923970986,194.82278996785027,23.75,1.0935918588562803,475.9,0.03827129710608065,0.06309978558739418,-0.20039062500000002,0.03827129710608065
