speed_ratio,best_variant_nonbaseline,best_safe_nonbaseline,baseline_safe,delta_vs_baseline,best_pred_entropy_var,baseline_pred_entropy_var
1.0,soc_v3_eg14_th028,0.38076171875,0.37919921875,0.0015624999999999667,0.03221185329056616,0.0
1.1,soc_v3_eg10_th028,0.3771484375,0.3845703125,-0.007421875000000022,0.03646699166776634,0.0
1.2,soc_v3_eg14_th036,0.3712890625,0.36376953125,0.007519531249999989,0.03333778447202934,0.0
1.3,soc_v3_eg14_th032,0.3234375,0.33916015625,-0.015722656250000022,0.03388590061780078,0.0
1.4,soc_v3_eg14_th028,0.29482421875,0.30107421875,-0.006250000000000033,0.03404806300674883,0.0
