variant,soc_enabled,soc_entropy_gain,soc_threshold,speed_ratio,seed,safe_frac,captured_frac,chi,chi_local,tau_P_ar1,xi_fluct,soc_branch_ratio,soc_topple_steps,soc_pred_entropy_var,soc_entropy_fluct_mean
soc_v3_eg02_th032,True,0.2,0.32,1.1,15,0.34375,0.0546875,5.39542287706288,0.02163239881284745,198.99999999999983,12.5,1.2267049485747679,564.0,0.03959300547255924,0.06997028784885506
soc_v3_eg02_th032,True,0.2,0.32,1.1,16,0.265625,0.09375,2.600984982394165,7.647812725504439e-06,198.99999999999983,47.5,1.3570738963563236,562.0,0.043688515972959883,0.07598919586262567
soc_v3_eg02_th032,True,0.2,0.32,1.1,19,0.3046875,0.0703125,2.491493024373328,3.4925400402717295,198.99999999999983,12.5,1.2400588224691007,586.0,0.04168237624781448,0.07331299052342144
soc_v3_eg02_th032,True,0.2,0.32,1.1,17,0.1171875,0.0703125,2.9906229219919203,0.01408731238025465,198.99999999999983,17.5,1.3551153838092704,579.0,0.041219131222083906,0.07889939888646097
soc_v3_eg02_th032,True,0.2,0.32,1.1,20,0.296875,0.0703125,1.044878339244035,0.049729729901799,198.99999999999983,17.5,1.270848710859936,587.0,0.04279351776914441,0.07282778220011184
soc_v3_eg02_th032,True,0.2,0.32,1.1,18,0.140625,0.109375,2.7497034571108165,0.30272887622803973,198.99999999999983,17.5,1.260186018087985,585.0,0.04113169599010828,0.07443431167764025
soc_v3_eg02_th032,True,0.2,0.32,1.1,21,0.2578125,0.078125,2.1069631783439022,0.003344147165715266,198.99999999999983,17.5,1.2587810872601166,579.0,0.043342819925047564,0.07022600683006658
soc_v3_eg02_th032,True,0.2,0.32,1.1,23,0.296875,0.1171875,5.022274941403853,0.10363313717463965,198.99999999999983,17.5,1.2828532833998156,566.0,0.040638128015729094,0.07334682185033431
soc_v3_eg02_th032,True,0.2,0.32,1.1,22,0.1640625,0.1171875,2.1005862652556972,0.04925895200357587,198.99999999999983,22.5,1.3080580551900125,510.0,0.03838750003541106,0.07137466963658091
soc_v3_eg02_th032,True,0.2,0.32,1.1,24,0.0859375,0.140625,3.057469299183085,8.715532870021393e-05,198.99999999999983,32.5,1.176664364370452,587.0,0.03944661361801309,0.07525902195613172
soc_v3_eg02_th032,True,0.2,0.32,1.1,25,0.2109375,0.0859375,4.765380305582607,0.005137274413230252,198.99999999999983,22.5,1.2539075125106245,589.0,0.04035282748246644,0.0722384430920935
soc_v3_eg02_th032,True,0.2,0.32,1.1,26,0.234375,0.125,2.4287118200160718,3.280606813680933e-06,198.99999999999983,22.5,1.2194573321732631,590.0,0.041494718115782106,0.07474897409035314
soc_v3_eg02_th032,True,0.2,0.32,1.1,27,0.4375,0.046875,1.686862889696526,0.09807076740869725,198.99999999999983,27.5,1.292418559185806,549.0,0.042245607381334406,0.0741584083224176
soc_v3_eg02_th032,True,0.2,0.32,1.1,29,0.296875,0.15625,1.7724880928311388,0.05945377063164793,198.99999999999983,22.5,1.2664790796447625,573.0,0.04386928504696475,0.07419181588549083
soc_v3_eg02_th032,True,0.2,0.32,1.1,31,0.3125,0.140625,2.630027923992187,0.09848080657183873,198.99999999999983,17.5,1.3007426388683103,554.0,0.04053832771057401,0.06847280820257204
soc_v3_eg02_th032,True,0.2,0.32,1.1,30,0.3203125,0.1171875,4.664475040523767,0.0018995881344556094,198.99999999999983,22.5,1.2046637824425723,554.0,0.039188684577017456,0.06038549842049418
soc_v3_eg02_th032,True,0.2,0.32,1.1,28,0.2109375,0.0546875,3.147728062977727,1.0728770101502247,198.99999999999983,17.5,1.2614699022621072,582.0,0.04260102277432964,0.0696573601368213
soc_v3_eg02_th032,True,0.2,0.32,1.1,34,0.34375,0.1015625,4.349084478001359,2.1022329452213775e-06,198.99999999999983,17.5,1.2709347803144777,554.0,0.040181849084702036,0.0664926061958904
soc_v3_eg02_th032,True,0.2,0.32,1.1,32,0.25,0.125,1.7818233166706856,0.0013443143949902387,198.99999999999983,22.5,1.142380048632764,591.0,0.042758174224239824,0.07354612393468164
soc_v3_eg02_th032,True,0.2,0.32,1.1,33,0.2421875,0.109375,6.65524286455807,0.011322905597979065,198.99999999999983,22.5,1.254987627852693,583.0,0.03848360565145709,0.07167611962654073
soc_v3_eg02_th032,True,0.2,0.32,1.1,35,0.171875,0.1015625,5.19365434052872,0.00031468685281430713,198.99999999999983,22.5,1.381124703893592,558.0,0.04141827578784867,0.07364787503202173
soc_v3_eg02_th032,True,0.2,0.32,1.1,37,0.3359375,0.078125,2.1522617879979475,0.5354717042302188,198.99999999999983,12.5,1.1940811733755843,570.0,0.04138153638597464,0.06922713528473144
soc_v3_eg02_th032,True,0.2,0.32,1.1,38,0.2109375,0.109375,5.2897420859355595,0.04897294271489717,198.99999999999983,22.5,1.2095836180424162,580.0,0.04128753897501845,0.07128408046744515
soc_v3_eg02_th032,True,0.2,0.32,1.1,36,0.171875,0.1015625,2.7123960763827655,0.04652798481696843,198.99999999999983,12.5,1.2241435160893788,535.0,0.04310754065675514,0.06310972972835198
soc_v3_eg02_th032,True,0.2,0.32,1.1,39,0.2109375,0.1171875,1.1545058049035897,0.15604179454217781,198.99999999999983,27.5,1.1831900096209331,574.0,0.04084373656632099,0.06798540990496181
soc_v3_eg02_th032,True,0.2,0.32,1.1,40,0.28125,0.1328125,4.5010302735639005,0.00037278519199469254,198.99999999999983,32.5,1.2294293594812422,572.0,0.039438705073310334,0.07007146872154839
soc_v3_eg02_th032,True,0.2,0.32,1.1,46,0.421875,0.0546875,0.9197775469389785,0.00020635235625599837,198.99999999999983,27.5,1.1937759783776294,575.0,0.04395484945973097,0.07158221452373385
soc_v3_eg02_th032,True,0.2,0.32,1.1,42,0.3046875,0.1015625,2.88981839543866,0.7032370132285035,198.99999999999983,42.5,1.2241608523334095,587.0,0.03986410887694047,0.07659785701691223
soc_v3_eg02_th032,True,0.2,0.32,1.1,41,0.203125,0.1328125,7.523016073396158,0.015106838294871541,198.99999999999983,42.5,1.3824827644977635,566.0,0.03844144958787188,0.06684187454727741
soc_v3_eg02_th032,True,0.2,0.32,1.1,43,0.3828125,0.0625,1.621609230613211,0.4759328743913,134.76800337083887,17.5,1.1891444327085687,580.0,0.03932266678963424,0.07489061394559317
soc_v3_eg02_th032,True,0.2,0.32,1.1,47,0.453125,0.1328125,2.486474756955476,3.5651878524611686,198.99999999999983,7.5,1.1744785739045736,548.0,0.039480729580520485,0.07139707838978357
soc_v3_eg02_th032,True,0.2,0.32,1.1,44,0.1875,0.125,3.7095784044140045,0.00538102871502578,198.99999999999983,12.5,1.356994763560415,576.0,0.039751262849157316,0.06910038014482303
soc_v3_eg02_th032,True,0.2,0.32,1.1,45,0.2890625,0.125,2.717956023061004,0.05633932907328238,198.99999999999983,27.5,1.299990603841684,581.0,0.04332749046043921,0.07130788326073757
soc_v3_eg02_th032,True,0.2,0.32,1.1,48,0.3515625,0.0390625,3.261231319668549,1.1000764281443862,198.99999999999983,12.5,1.2245656579175404,573.0,0.04245443546774863,0.07573182151085711
soc_v3_eg02_th032,True,0.2,0.32,1.1,49,0.328125,0.0859375,1.0077982653116009,0.19394976862390514,66.84254501257223,17.5,1.375418843182246,588.0,0.041262122438720135,0.07352828658667411
soc_v3_eg02_th032,True,0.2,0.32,1.1,51,0.3359375,0.09375,1.8687793030992703,0.023676665187828738,144.5363952551582,22.5,1.2754680569800334,577.0,0.04368127481561885,0.07765568921138538
soc_v3_eg02_th032,True,0.2,0.32,1.1,52,0.296875,0.046875,1.9875415889261907,0.21070377476109273,198.99999999999983,12.5,1.3801895894265406,578.0,0.043324005144102416,0.07563601195829729
soc_v3_eg02_th032,True,0.2,0.32,1.1,54,0.34375,0.078125,3.384562033738078,0.0003985855387040925,198.99999999999983,17.5,1.2434732836590017,564.0,0.04045516004958435,0.06954004301098242
soc_v3_eg02_th032,True,0.2,0.32,1.1,50,0.1484375,0.0859375,4.158336535798168,0.4405922913308448,198.99999999999983,22.5,1.2400613112916978,588.0,0.03921845575222786,0.0743702469451711
soc_v3_eg02_th032,True,0.2,0.32,1.1,53,0.3125,0.0703125,8.372445550599844,0.002631698204426852,198.99999999999983,22.5,1.2476733168802228,574.0,0.04435884651079074,0.07321787813201579
soc_v3_eg02_th032,True,0.2,0.32,1.1,55,0.2265625,0.0859375,3.506431350616946,0.10421742147576701,198.99999999999983,37.5,1.2669548564246635,579.0,0.041133658519028275,0.07320611251987387
soc_v3_eg02_th032,True,0.2,0.32,1.1,56,0.328125,0.1640625,4.277105876595522,0.39100691535519183,198.99999999999983,37.5,1.371326474445018,574.0,0.040014903300645555,0.06921000912094227
soc_v3_eg02_th032,True,0.2,0.32,1.1,57,0.2265625,0.109375,3.5159935644407345,0.05872185122128565,198.99999999999983,17.5,1.1865288430925374,591.0,0.040806200535891596,0.07897847765014093
soc_v3_eg02_th032,True,0.2,0.32,1.1,59,0.2890625,0.0859375,9.867204097295547,0.014313917927935252,198.99999999999983,12.5,1.2215070581136163,554.0,0.03900755193226095,0.06449541552441723
soc_v3_eg02_th032,True,0.2,0.32,1.1,60,0.203125,0.109375,1.5682373245268124,0.008343031100010563,198.99999999999983,37.5,1.181953212901695,587.0,0.04136083356347636,0.07253147562802693
soc_v3_eg02_th032,True,0.2,0.32,1.1,61,0.28125,0.1015625,5.9920391145254746,0.004450462934087929,198.99999999999983,17.5,1.266503110930092,581.0,0.041517178761191535,0.07538209361770147
soc_v3_eg02_th032,True,0.2,0.32,1.1,58,0.1328125,0.1171875,5.131859221188224,0.49995266522310483,198.99999999999983,17.5,1.2103775995826522,590.0,0.042138998485875497,0.07111516249794299
soc_v3_eg02_th032,True,0.2,0.32,1.1,62,0.3515625,0.1015625,3.648899019703358,0.005460533807325704,198.99999999999983,42.5,1.1475863646819688,594.0,0.04457792426350764,0.07501210832013448
soc_v3_eg02_th032,True,0.2,0.32,1.1,63,0.3125,0.1171875,1.7466246839813493,0.07853086142955976,198.99999999999983,17.5,1.1972433096478985,584.0,0.042425008113785904,0.07514414504740766
soc_v3_eg02_th032,True,0.2,0.32,1.1,64,0.2734375,0.078125,2.5417405849821746,1.9088888415737524,198.99999999999983,12.5,1.3988367645196933,580.0,0.044065805456325116,0.07351564243392673
soc_v3_eg02_th032,True,0.2,0.32,1.1,65,0.328125,0.1171875,1.6685188079475275,2.6067055170173536,198.99999999999983,17.5,1.2604219699427943,576.0,0.04202504740027987,0.07832014740527392
soc_v3_eg02_th032,True,0.2,0.32,1.1,68,0.25,0.1484375,4.543158449059881,6.452790922369747e-05,198.99999999999983,12.5,1.1932281860691347,575.0,0.041414285265179436,0.07243553213061431
soc_v3_eg02_th032,True,0.2,0.32,1.1,66,0.25,0.1484375,0.8624324066560117,0.001757178621791533,198.99999999999983,37.5,1.2009100093417135,586.0,0.040479132795591406,0.07636519431317093
soc_v3_eg02_th032,True,0.2,0.32,1.1,67,0.3125,0.125,0.8373038961653503,0.3724256980099912,198.99999999999983,17.5,1.3567621931022684,593.0,0.04170329120792999,0.07723303245445136
soc_v3_eg02_th032,True,0.2,0.32,1.1,70,0.375,0.0859375,6.901897323379776,0.01914109183515865,198.99999999999983,22.5,1.2636221609058695,569.0,0.038532763216713874,0.07261104518854794
soc_v3_eg02_th032,True,0.2,0.32,1.1,71,0.15625,0.125,8.068377720147543,9.259055135636583e-05,198.99999999999983,57.5,1.2831260017676822,572.0,0.04095586739540341,0.07088913042586224
soc_v3_eg02_th032,True,0.2,0.32,1.1,69,0.1796875,0.1171875,5.336693805281008,0.0031811091877743973,198.99999999999983,17.5,1.3305169735378786,565.0,0.03979815880803162,0.06624213931544783
soc_v3_eg02_th032,True,0.2,0.32,1.1,72,0.21875,0.0703125,2.814461703788126,0.1398632977539855,198.99999999999983,17.5,1.1920150824919586,596.0,0.043448236934237036,0.07294624371284797
soc_v3_eg02_th032,True,0.2,0.32,1.1,74,0.3828125,0.078125,2.19863119658075,0.3860841118751785,198.99999999999983,12.5,1.2230343686042104,529.0,0.03994280409288754,0.0614632068713601
soc_v3_eg02_th032,True,0.2,0.32,1.1,76,0.4609375,0.0625,4.227011437408836,0.010916621493933755,198.99999999999983,17.5,1.25604058063913,574.0,0.044441997214249775,0.07133684933146758
soc_v3_eg02_th032,True,0.2,0.32,1.1,73,0.171875,0.0859375,6.2542539028005315,1.0561282586516005,198.99999999999983,17.5,1.1906663325962115,596.0,0.041616004669849105,0.076794394246025
soc_v3_eg02_th032,True,0.2,0.32,1.1,75,0.3125,0.109375,1.7439310149810634,1.2520448120474654e-06,198.99999999999983,17.5,1.2368241266671816,568.0,0.036112912760871405,0.06844634336563596
soc_v3_eg02_th032,True,0.2,0.32,1.1,77,0.2421875,0.0859375,6.401918938281907,1.2946749416218726,198.99999999999983,32.5,1.1915370059273627,592.0,0.04277106267005951,0.07615949870875523
soc_v3_eg02_th032,True,0.2,0.32,1.1,78,0.296875,0.03125,3.895911202025696,0.0001802401890097367,198.99999999999983,37.5,1.2404227599368318,589.0,0.04251080420988409,0.07507387867184324
soc_v3_eg02_th032,True,0.2,0.32,1.1,79,0.2578125,0.125,2.044502858727634,0.7234232392353749,198.99999999999983,12.5,1.2285821073183882,561.0,0.03915557816313221,0.0744037158416507
soc_v3_eg02_th032,True,0.2,0.32,1.2,0,0.296875,0.2734375,0.9435536106457605,3.153563842970521e-05,198.99999999999983,37.5,1.1789819229913625,600.0,0.046098930474170116,0.07367555755023121
soc_v3_eg02_th032,True,0.2,0.32,1.2,4,0.2890625,0.2421875,0.7499542231981021,0.31422386458679946,198.99999999999983,12.5,1.207384797328557,539.0,0.03837172848221002,0.061687831521817955
soc_v3_eg02_th032,True,0.2,0.32,1.2,2,0.2734375,0.265625,4.820071831506181,0.0009824353463887107,198.99999999999983,17.5,1.1796023159415823,567.0,0.04172729797619223,0.06674854277856726
soc_v3_eg02_th032,True,0.2,0.32,1.2,1,0.140625,0.296875,1.6948442901653293,2.0604219128896447e-06,198.99999999999983,37.5,1.3649775661001045,563.0,0.039997126072617156,0.07006370104067748
soc_v3_eg02_th032,True,0.2,0.32,1.2,3,0.25,0.203125,2.3274637258681086,1.6868009299173474,198.99999999999983,17.5,1.2373652647269855,514.0,0.036744621379358064,0.063947283099206
soc_v3_eg02_th032,True,0.2,0.32,1.2,5,0.1796875,0.328125,3.722427717640437,0.1896684017268812,198.99999999999983,12.5,1.361186535842423,575.0,0.04265464632213094,0.07729282218816382
soc_v3_eg02_th032,True,0.2,0.32,1.2,7,0.21875,0.2109375,3.4581311365360943,0.0005564394195311614,198.99999999999983,17.5,1.426153015436175,551.0,0.038695959550509355,0.06485320202789945
soc_v3_eg02_th032,True,0.2,0.32,1.2,6,0.125,0.2734375,2.1897231566567448,0.01546600134076487,198.99999999999983,12.5,1.1667037379930194,594.0,0.04279467354738407,0.07625719021139471
soc_v3_eg02_th032,True,0.2,0.32,1.2,8,0.3046875,0.2734375,3.3450360773696133,0.024710379930782664,198.99999999999983,12.5,1.1797914557916596,583.0,0.04291669266939196,0.0728859362623231
soc_v3_eg02_th032,True,0.2,0.32,1.2,10,0.3203125,0.203125,2.169522937876697,0.10458752271801804,198.99999999999983,32.5,1.29516040446587,557.0,0.04135696707511291,0.07159119126195478
soc_v3_eg02_th032,True,0.2,0.32,1.2,11,0.2734375,0.2578125,10.710239964908073,0.021732704661023474,198.99999999999983,12.5,1.195799884711693,560.0,0.040778761545730506,0.06736307572895976
soc_v3_eg02_th032,True,0.2,0.32,1.2,9,0.25,0.1875,1.4784773090770758,0.005368331923487707,198.99999999999983,32.5,1.1819784967189253,594.0,0.04132534516093517,0.06899496191212272
soc_v3_eg02_th032,True,0.2,0.32,1.2,13,0.3828125,0.15625,2.454880227228851,0.08542532514502897,198.99999999999983,12.5,1.253158153218256,541.0,0.0418013705311796,0.06680920025065402
soc_v3_eg02_th032,True,0.2,0.32,1.2,12,0.1796875,0.2265625,8.289990151901387,2.294629811075185e-07,198.99999999999983,12.5,1.161505799511378,540.0,0.035824434147426046,0.06727353773404332
soc_v3_eg02_th032,True,0.2,0.32,1.2,15,0.265625,0.203125,3.3741263074109424,0.0532798729995423,198.99999999999983,22.5,1.1878722749252761,543.0,0.042591911859060555,0.07196502341313626
soc_v3_eg02_th032,True,0.2,0.32,1.2,14,0.2421875,0.2578125,2.0871233212281832,0.0232201143472286,198.99999999999983,12.5,1.163519034764946,585.0,0.03947546375019936,0.06937987862786843
soc_v3_eg02_th032,True,0.2,0.32,1.2,16,0.1015625,0.2734375,2.820204905848541,0.5239545819309588,198.99999999999983,27.5,1.3417901883311003,583.0,0.04372702062750477,0.06758369672532825
soc_v3_eg02_th032,True,0.2,0.32,1.2,19,0.21875,0.2265625,5.713303821417549,2.0290355227329357e-10,198.99999999999983,32.5,1.2067109265599734,581.0,0.04235893551234685,0.06963847203991827
soc_v3_eg02_th032,True,0.2,0.32,1.2,18,0.1640625,0.2421875,2.499445598763059,1.308154217577064,198.99999999999983,12.5,1.325887726607141,548.0,0.03893018874137852,0.06329254006102682
soc_v3_eg02_th032,True,0.2,0.32,1.2,17,0.125,0.1796875,11.706278320921742,0.0026505209326194577,198.99999999999983,22.5,1.4274644970397048,509.0,0.0334122132026386,0.05757383977559972
soc_v3_eg02_th032,True,0.2,0.32,1.2,21,0.296875,0.234375,2.386148365336456,0.0002300238269086535,198.99999999999983,37.5,1.245802412844435,561.0,0.037275544117581445,0.06684523904040134
soc_v3_eg02_th032,True,0.2,0.32,1.2,20,0.15625,0.296875,8.962309163971687,0.6962478481288149,198.99999999999983,27.5,1.2495395112052239,587.0,0.042864322743258444,0.07482959651290219
soc_v3_eg02_th032,True,0.2,0.32,1.2,22,0.25,0.296875,2.3161380145801,0.5645520934575323,198.99999999999983,17.5,1.2084717572140193,581.0,0.04284654222068776,0.06919678336180222
soc_v3_eg02_th032,True,0.2,0.32,1.2,23,0.21875,0.265625,1.6408187148925544,1.713980368200056,198.99999999999983,22.5,1.219528367365624,570.0,0.041636236569159046,0.06699296094448977
soc_v3_eg02_th032,True,0.2,0.32,1.2,24,0.21875,0.3671875,3.4737397013378626,0.0016876907704892526,198.99999999999983,17.5,1.2804112051359908,577.0,0.04115704392413123,0.07019112618013736
soc_v3_eg02_th032,True,0.2,0.32,1.2,25,0.2734375,0.2421875,15.414285046992767,2.4338676465649395e-06,198.99999999999983,17.5,1.219987474173598,543.0,0.03749625524057054,0.06891533820303265
soc_v3_eg02_th032,True,0.2,0.32,1.2,27,0.2734375,0.203125,4.026515155757571,0.3017129921924358,198.99999999999983,12.5,1.2068799981909726,554.0,0.03984357772752396,0.06575016290779737
soc_v3_eg02_th032,True,0.2,0.32,1.2,26,0.203125,0.2578125,4.725084544458853,2.8994618057271575e-05,198.99999999999983,12.5,1.2437842199130884,580.0,0.036621626668994815,0.07295640136658645
soc_v3_eg02_th032,True,0.2,0.32,1.2,28,0.2109375,0.28125,0.9601238300747218,1.8161705168142633e-05,198.99999999999983,22.5,1.197920095512842,588.0,0.042438453688294984,0.06593180678142123
soc_v3_eg02_th032,True,0.2,0.32,1.2,29,0.1953125,0.2265625,1.9767805628831134,0.007030455818445148,198.99999999999983,32.5,1.2562370457281093,580.0,0.04338642843021532,0.06940761086783477
soc_v3_eg02_th032,True,0.2,0.32,1.2,31,0.3359375,0.265625,4.689120792143642,6.442602531260317e-05,198.99999999999983,17.5,1.2621640338121705,565.0,0.04007442267249744,0.07466337445044291
soc_v3_eg02_th032,True,0.2,0.32,1.2,30,0.28125,0.1875,7.142760363797634,2.9236808834739422e-05,198.99999999999983,27.5,1.2137398462795612,528.0,0.03559272979435742,0.058053142956732605
soc_v3_eg02_th032,True,0.2,0.32,1.2,32,0.1953125,0.2265625,4.966640158125265,2.223652195136974e-05,198.99999999999983,17.5,1.1911298621403799,554.0,0.03880105942850564,0.06559387946979839
soc_v3_eg02_th032,True,0.2,0.32,1.2,34,0.1640625,0.3515625,1.6671931156089141,1.5656482049020315e-06,198.99999999999983,27.5,1.2393729790554842,579.0,0.04151997415122739,0.07501658259787795
soc_v3_eg02_th032,True,0.2,0.32,1.2,36,0.1875,0.3671875,4.041520820627183,5.915164385213948e-06,198.99999999999983,17.5,1.1610202100268896,582.0,0.041691512820520395,0.0723422681177185
soc_v3_eg02_th032,True,0.2,0.32,1.2,33,0.2421875,0.1875,1.773745576673435,0.0043487626841620065,198.99999999999983,37.5,1.2040426289833277,550.0,0.03923900565482277,0.0692463642524177
soc_v3_eg02_th032,True,0.2,0.32,1.2,37,0.3515625,0.2421875,2.6987331757822304,3.248191444931609,198.99999999999983,17.5,1.2297807126654554,554.0,0.03956223684531043,0.06306652984193833
soc_v3_eg02_th032,True,0.2,0.32,1.2,35,0.125,0.21875,3.352268313954747,0.00021943919019288465,198.99999999999983,22.5,1.4024922196696814,580.0,0.042397707987233184,0.06472319740121577
soc_v3_eg02_th032,True,0.2,0.32,1.2,38,0.328125,0.28125,2.6598866771761878,0.01400347921280747,198.99999999999983,17.5,1.2204380406129676,592.0,0.04300301827107123,0.07480718870962498
soc_v3_eg02_th032,True,0.2,0.32,1.2,39,0.125,0.296875,1.936503394781729,1.117144220429785e-06,198.99999999999983,27.5,1.2110166240179685,569.0,0.03985990904742652,0.0667235949530061
soc_v3_eg02_th032,True,0.2,0.32,1.2,42,0.3359375,0.3046875,4.9179780085909846,2.623522645937311,198.99999999999983,27.5,1.2033890701320542,584.0,0.04238802672629565,0.07205425772029644
soc_v3_eg02_th032,True,0.2,0.32,1.2,40,0.125,0.25,1.3597594753686777,0.5827033067151222,198.99999999999983,12.5,1.1960443331305128,577.0,0.04110538288648306,0.0702198763239244
soc_v3_eg02_th032,True,0.2,0.32,1.2,41,0.1171875,0.2578125,1.363156186875766,0.00044272715188051984,198.99999999999983,37.5,1.3962246465863963,585.0,0.041749236038805586,0.07390359881855577
soc_v3_eg02_th032,True,0.2,0.32,1.2,43,0.1875,0.203125,10.42244837291307,0.021254340368777293,198.99999999999983,17.5,1.2309146377184146,559.0,0.03911891188041714,0.06748121634754442
soc_v3_eg02_th032,True,0.2,0.32,1.2,44,0.234375,0.1875,1.0675357722762682,1.5917956765484886,198.99999999999983,17.5,1.400081461553643,547.0,0.04202600127457148,0.061701810950853635
soc_v3_eg02_th032,True,0.2,0.32,1.2,45,0.171875,0.1953125,1.8695629579722504,0.019728056094036623,198.99999999999983,22.5,1.2666014171072835,573.0,0.042095227083379344,0.06251267973923308
soc_v3_eg02_th032,True,0.2,0.32,1.2,46,0.203125,0.2421875,1.7550620355409596,0.020415269652891463,198.99999999999983,12.5,1.2114686870954927,548.0,0.03839467194392589,0.07167401668454765
soc_v3_eg02_th032,True,0.2,0.32,1.2,47,0.203125,0.359375,7.894929477093106,0.016479136336819394,198.99999999999983,22.5,1.1516732905147233,595.0,0.03901575220379558,0.07432091123341254
soc_v3_eg02_th032,True,0.2,0.32,1.2,48,0.234375,0.2265625,1.7790420123121355,0.0513819792731862,198.99999999999983,17.5,1.1673755900914977,566.0,0.043414862341363415,0.07541956179437241
soc_v3_eg02_th032,True,0.2,0.32,1.2,49,0.265625,0.3125,1.5689946854572738,0.0018307804087345253,198.99999999999983,12.5,1.3772190192232587,595.0,0.04312094684721288,0.06568767632311785
soc_v3_eg02_th032,True,0.2,0.32,1.2,50,0.375,0.28125,3.465333487807524,0.09111231235427626,145.06372927914546,22.5,1.2468121419961309,582.0,0.042435152942676815,0.06821936778475297
soc_v3_eg02_th032,True,0.2,0.32,1.2,54,0.3046875,0.2890625,1.6571994423383902,1.7221598310448691e-06,198.99999999999983,12.5,1.2159366432018999,565.0,0.042711976586947656,0.06996288733362678
soc_v3_eg02_th032,True,0.2,0.32,1.2,51,0.2578125,0.2265625,2.0552017519786268,3.1952507953215164e-06,198.99999999999983,22.5,1.2871716184649304,536.0,0.03775169605292765,0.06346335229048906
soc_v3_eg02_th032,True,0.2,0.32,1.2,53,0.1484375,0.328125,2.8876192516961297,0.006083780902726701,198.99999999999983,12.5,1.2854688702968498,565.0,0.0417811417124591,0.060953212474090204
soc_v3_eg02_th032,True,0.2,0.32,1.2,55,0.2109375,0.3125,3.046251069553189,2.895627013493955,198.99999999999983,12.5,1.2650705438860148,584.0,0.041660001944237406,0.07457754733180055
soc_v3_eg02_th032,True,0.2,0.32,1.2,52,0.046875,0.2265625,2.4905169379217877,0.06859069473956719,198.99999999999983,32.5,1.4331758788077935,550.0,0.04153683189056642,0.06887125053471631
soc_v3_eg02_th032,True,0.2,0.32,1.2,56,0.1796875,0.1875,0.5874282749412112,0.008359991183713313,198.99999999999983,22.5,1.4150669689562312,563.0,0.03554877708724123,0.06672137366963186
soc_v3_eg02_th032,True,0.2,0.32,1.2,57,0.265625,0.1875,3.0635526081420656,0.05997944669487197,198.99999999999983,12.5,1.2424872685004305,546.0,0.042138158762190514,0.06745401882143298
soc_v3_eg02_th032,True,0.2,0.32,1.2,58,0.296875,0.1796875,4.124839001677191,6.847445272695996e-08,198.99999999999983,17.5,1.2185130842087029,554.0,0.04051969541614362,0.07012331245987606
soc_v3_eg02_th032,True,0.2,0.32,1.2,59,0.2421875,0.2890625,2.6967432154925612,2.6004492499126398e-05,198.99999999999983,22.5,1.2179779546672285,557.0,0.04237048061846832,0.07093285402941361
soc_v3_eg02_th032,True,0.2,0.32,1.2,60,0.2578125,0.2421875,1.138068242604154,0.025825129992747064,198.99999999999983,22.5,1.2039859900374141,551.0,0.04052654199024285,0.07066644801414519
soc_v3_eg02_th032,True,0.2,0.32,1.2,61,0.28125,0.2109375,3.1085883571372857,0.5291164062026514,198.99999999999983,32.5,1.1825369448015137,570.0,0.042768057126190286,0.07286180103229052
soc_v3_eg02_th032,True,0.2,0.32,1.2,62,0.140625,0.3125,1.9640456619066222,0.00029503202684941796,198.99999999999983,22.5,1.1415253314409433,582.0,0.04136921191123633,0.07174426778633108
soc_v3_eg02_th032,True,0.2,0.32,1.2,63,0.2421875,0.3515625,0.9215842877004693,0.05287889373722137,198.99999999999983,17.5,1.201967182307668,593.0,0.03941904257078602,0.07415863460939562
soc_v3_eg02_th032,True,0.2,0.32,1.2,65,0.390625,0.21875,0.9519374644988498,0.03223792518428324,198.99999999999983,27.5,1.2788247493295144,570.0,0.04378044326520159,0.0702203729091306
soc_v3_eg02_th032,True,0.2,0.32,1.2,64,0.2109375,0.2109375,8.845183882506932,3.140399830872711e-05,198.99999999999983,22.5,1.4341736478566904,564.0,0.03819290857636697,0.07501694300267418
soc_v3_eg02_th032,True,0.2,0.32,1.2,66,0.203125,0.296875,1.4000304472433638,0.008916411693987195,198.99999999999983,17.5,1.1929847536403795,582.0,0.040353981169073426,0.07542425212951538
soc_v3_eg02_th032,True,0.2,0.32,1.2,67,0.15625,0.2578125,7.036900999350775,0.0019547125774381576,198.99999999999983,22.5,1.3443660126152115,566.0,0.03851506376711389,0.06625335754858644
soc_v3_eg02_th032,True,0.2,0.32,1.2,68,0.2109375,0.2265625,8.856108874576906,4.091309122584327e-05,198.99999999999983,22.5,1.2345759162369978,564.0,0.04033576785263012,0.06658914103806869
soc_v3_eg02_th032,True,0.2,0.32,1.2,69,0.203125,0.2734375,1.3723162238733138,0.0015675080218673194,198.99999999999983,67.5,1.2630647332454723,585.0,0.03878290802131391,0.0768782980626827
soc_v3_eg02_th032,True,0.2,0.32,1.2,71,0.1875,0.2734375,5.236264799705729,0.018356720749882663,198.99999999999983,22.5,1.200339692738291,589.0,0.04364773466186691,0.07360151957440186
soc_v3_eg02_th032,True,0.2,0.32,1.2,70,0.109375,0.2265625,0.8826951078639412,0.1459417752599435,198.99999999999983,17.5,1.2848547926920444,592.0,0.040928635494401046,0.07429129156552429
