speed_ratio,w_align,n,safe_mean,safe_ci95,captured_mean,captured_ci95,P_mean,P_mean_ci95,P_var,P_var_ci95,chi_mean,chi_ci95,xi_fluct_mean,xi_fluct_ci95,components_mean,components_ci95,P_local_mean,P_local_mean_ci95,P_local_var,P_local_var_ci95,chi_local_mean,chi_local_ci95
1.05,0.3,50,0.37296875,0.023343033790887164,0.07625,0.003648865405848782,0.4024585922281488,0.03895202898233488,0.028408840838867563,0.005614282815086277,3.636331627375048,0.7186282003310435,22.9,2.839481642835537,18.6,1.0536337124446995,0.9859175018950838,0.004764743346706707,0.003025194793345428,0.0013494985932052783,0.3872249335482148,0.17273581993027562
1.05,0.35,50,0.37515625,0.024294016913892606,0.07046875,0.0034584644804450423,0.43024319668848404,0.03216029546150416,0.03138155135431562,0.005516733986563037,4.016838573352399,0.7061419502800688,22.8,2.6623568506118787,16.68,0.9882691131468189,0.9887171119021597,0.004579865786086491,0.0026713763697121745,0.0021096220703881257,0.34193617532315834,0.2700316250096801
1.05,0.4,50,0.36375,0.02467189696800795,0.068125,0.00424262227284023,0.44945945189861597,0.03593654809227431,0.03399136640768743,0.0051772758246639555,4.350894900183991,0.6626913055569863,21.6,2.530710572151624,14.96,1.0325282369020228,0.9916396266050507,0.0038785122887946377,0.0015704807749289701,0.0011750272347260161,0.20102153919090818,0.15040348604493006
1.05,0.45,50,0.3696875,0.02231438717509401,0.07328125,0.0035781509278536585,0.4246685820657436,0.04228875597341853,0.028989876175805146,0.004855540011747687,3.7107041505030587,0.621509121503704,23.6,2.913749474474427,14.32,0.8592670364909851,0.9926210328185124,0.0033008534954616932,0.001354814573306776,0.0009159776916151231,0.17341626538326732,0.11724514452673576
1.05,0.5,50,0.35453125,0.023166399597531334,0.0703125,0.003913118960624632,0.4395978360233223,0.03832330088174284,0.0327358971138026,0.005197419761599409,4.190194830566733,0.6652697294847244,25.6,3.0272390060911936,13.56,0.91016798449517,0.9912347696376504,0.00468156731847319,0.0015002999830862863,0.0012516240463102456,0.19203839783504464,0.16020787792771143
1.05,0.55,50,0.3775,0.02742130501544374,0.070625,0.0041264391428930585,0.4596481192881323,0.03583025347440095,0.03309556424674402,0.005037266942816867,4.236232223583235,0.644770168680559,21.9,2.752558082947569,13.2,0.82112118472245,0.9887730358032532,0.006177903351898265,0.003051504546661968,0.002352190082855865,0.3905925819727319,0.30108033060555073
1.05,0.6,50,0.36140625,0.02811532403001075,0.06953125,0.003795170656571322,0.43833667348824745,0.040755476182515446,0.03419675593585228,0.005231499635244455,4.377184759789092,0.6696319533112902,21.9,2.107267424889399,12.6,0.7698727167525811,0.9906399582575126,0.0051281221102326534,0.002610738734012104,0.0020281014784395185,0.33417455795354933,0.25959698924025837
1.05,0.65,50,0.38,0.026596833693129717,0.06765625,0.003829312315873439,0.45026033759213746,0.034341574382635465,0.035498857189564796,0.005830717096630345,4.543853720264294,0.7463317883686842,22.8,2.5572141091429947,12.68,0.7728,0.991953820073189,0.00479905577335625,0.0016211703061995558,0.0013824687299014286,0.20750979919354315,0.17695599742738286
1.05,0.7,50,0.36359375,0.023585308092380308,0.07171875,0.003408290673123406,0.43087870441240894,0.03713747978907558,0.033541770515484216,0.005402394054518248,4.29334662598198,0.6915064389783357,24.1,2.6331912197939595,12.02,0.8845341372722706,0.9918922534105112,0.003056637359028397,0.001290168599197575,0.0007816236809698333,0.1651415806972896,0.10004783116413866
1.05,0.75,50,0.36484375,0.02937854034516521,0.071875,0.00489139870078079,0.4320246039871457,0.043017495140573014,0.03129004842918016,0.004389682380561995,4.00512619893506,0.5618793447119353,24.3,3.2262027214668327,11.74,0.6597788720472942,0.9928965713118478,0.0034088191343949583,0.0015146645577210783,0.0012664022797279869,0.19387706338829802,0.16209949180518232
1.05,0.8,50,0.35890625,0.030513578560413066,0.07296875,0.004517280189727,0.4392470198246912,0.0366702199649282,0.03414535659273688,0.005051491495736031,4.370605643870321,0.646590911454212,24.0,2.9797315315309865,11.7,0.7220526296607471,0.9906751952660565,0.004139395356638127,0.0013844110835974839,0.0008027653456703284,0.17720461870047793,0.10275396424580203
1.05,0.85,50,0.35890625,0.03311273888645426,0.0740625,0.0050120012220668895,0.4224514618725699,0.04062655982422346,0.029754349341759256,0.005141758696255926,3.8085567157451847,0.6581451131207585,23.0,2.80349781523011,11.2,0.721509528696607,0.9909897291268521,0.003618820397332447,0.0023302991805583665,0.0015033528598803587,0.2982782951114709,0.1924291660646859
1.05,0.9,50,0.3515625,0.02324109372426349,0.07328125,0.00511875,0.42855411102746777,0.03902254543771097,0.031228257732436066,0.005259906108798023,3.9972169897518164,0.6732679819261469,21.3,2.481754218289958,11.82,0.6874327894419934,0.9923876739231241,0.0033162123272886114,0.0017061311421714426,0.0015582727321072555,0.21838478619794466,0.1994589097097287
1.05,0.95,50,0.36703125,0.03230246519714091,0.0759375,0.004010708322728044,0.43008515531041397,0.03986809276522863,0.031883522678528765,0.006175117673909197,4.081090902851682,0.7904150622603772,22.5,2.4569900284697934,12.1,0.7155082109941157,0.9937998716972882,0.0028565519687865047,0.0016248046763017582,0.0011190239542281765,0.20797499856662505,0.1432350661412066
1.05,1.0,50,0.3553125,0.03133013226113161,0.07984375,0.0038710715974391375,0.4158917069974602,0.038749366313080374,0.03048481016600882,0.0051525309250560185,3.902055701249129,0.6595239584071704,24.9,2.966414670945382,10.98,0.7418467766324794,0.993023703983166,0.004590408827990957,0.0008607818070530786,0.0006423064327266159,0.11018007130279406,0.08221522338900683
1.1,0.0,50,0.33203125,0.013271834898102824,0.1478125,0.005801454558987771,0.10202882389303905,0.00932977077420159,0.0016875794110494896,0.00030677374035483146,0.21601016461433467,0.03926703876541843,6.65,1.606099623311082,60.66,1.5413841052768127,0.9445439996792,0.008273341445502968,0.031844851481671974,0.00547611924139378,4.076140989654013,0.7009432628984038
1.1,0.05,50,0.32921875,0.013320492025916309,0.14359375,0.004689420439937113,0.24515103535480925,0.026794460069599426,0.01255313572017221,0.0027275702962344522,1.6068013721820429,0.3491289979180099,13.5,1.5839191898578664,52.48,1.451945122929927,0.9574386219188004,0.008119242937975257,0.021074455582769182,0.004908946091672599,2.6975303145944554,0.6283450997340927
1.1,0.1,50,0.34171875,0.017667688772516343,0.1453125,0.005139461304455944,0.3268026608989906,0.032749626174366345,0.02140324685619006,0.004231023216758246,2.7396155975923278,0.5415709717450555,16.7,1.9671868238680328,37.88,1.3995967419224724,0.9746479266654507,0.006006743991011146,0.009301488150784964,0.0030223355049574015,1.1905904833004755,0.3868589446345474
1.1,0.15,50,0.34765625,0.018433500625559433,0.13140625,0.006320171699605952,0.4210331589991798,0.034537391323628625,0.032813694191851164,0.004954506754644119,4.200152856556949,0.6341768645944472,18.6,1.9457481851462692,28.28,1.0432245395886737,0.9861330512666483,0.004915309992445758,0.004606895824806072,0.002689356895538177,0.5896826655751772,0.34423768262888665
1.1,0.2,50,0.33203125,0.01727571113767824,0.12515625,0.00516713245548244,0.45558137451585295,0.03940013341615072,0.03935656205911545,0.006058764663245362,5.037639943566778,0.7755218768954063,23.2,2.9367982566053117,23.58,1.1787833728043504,0.9890959639613445,0.003700782788220274,0.0027838482484149303,0.0015210233198762373,0.3563325757971111,0.19469098494415837
1.1,0.25,50,0.35625,0.021826821945716238,0.12515625,0.006332274102761187,0.4302395985011405,0.04081378290422891,0.0321735951110318,0.005000869431871782,4.1182201742120705,0.6401112872795881,21.4,2.585872386642465,20.86,1.1297713751020602,0.9881633864641804,0.00405268903856834,0.003557070190347862,0.0019501386611435936,0.4553049843645263,0.24961774862637998
1.1,0.3,50,0.3315625,0.02148726366943916,0.1225,0.0054016635169177275,0.4705548850013372,0.033592001653800586,0.03754638342224514,0.005385473538604097,4.805937078047378,0.6893406129413244,22.0,2.3300643767930533,17.64,0.8244752027805323,0.9915771876870495,0.003856895679337413,0.001686939347066356,0.0014468376376420792,0.21592823642449357,0.18519521761818614
1.1,0.35,50,0.35703125,0.024972973672802767,0.12453125,0.006597552221278736,0.4146170575293513,0.04154296741190741,0.02811522317826907,0.0044731146907132065,3.598748566818441,0.5725586804112904,21.6,2.3206240539992686,15.24,1.0574365985722265,0.993005841707808,0.002175069860121411,0.0010455570981394637,0.0006151070950011913,0.13383130856185135,0.07873370816015249
1.1,0.4,50,0.3484375,0.02427632269825889,0.12453125,0.006208955855254569,0.42751456545913685,0.038225890942674194,0.030699075671717382,0.005299932546754611,3.929481685979825,0.6783913659845902,24.1,2.662798527864998,14.74,1.071064965349908,0.9906373409939968,0.0045808488641695625,0.002241572665354907,0.002031657827928381,0.2869213011654281,0.26005220197483275
1.1,0.45,50,0.3525,0.022966208192690407,0.1178125,0.006661503208735998,0.4293406653621256,0.041564573744225675,0.03328927904760778,0.006498818807206516,4.261027718093795,0.831848807322434,24.7,2.568685266824256,14.5,0.8515867542417507,0.9899719082921934,0.005344715022420948,0.0023709757183195943,0.0019816996699175107,0.3034848919449081,0.2536575577494414
1.1,0.5,50,0.35546875,0.026090007216604975,0.1178125,0.006367691889531088,0.4284797814847579,0.04445691362144461,0.031609325414161046,0.0056884656110864264,4.045993653012614,0.7281235982190626,26.1,3.0677574871557236,13.12,0.8127527545323977,0.9891360812308221,0.005999671997469063,0.002388017865320025,0.002111606600625989,0.3056662867609632,0.2702856448801266
1.1,0.55,50,0.36078125,0.025195936087244308,0.121875,0.006777720855862979,0.4563915779639868,0.035032908179816094,0.03341479926075028,0.004980211009905777,4.2770943053760355,0.6374670092679394,25.6,2.741856305498156,12.66,0.8811951883663459,0.9934636983909735,0.002952807981864954,0.001066138881464778,0.0008107071050399715,0.13646577682749159,0.10377050944511636
1.1,0.6,50,0.35859375,0.025307966414994703,0.12609375,0.006125156248007066,0.40764460617896775,0.0416975970980405,0.02815750310345658,0.005436098620550906,3.6041603972424423,0.695820623430516,23.6,2.927172014077751,12.7,0.8367269566591002,0.9904529233243657,0.0047661700320337065,0.002019852520090677,0.0014359828810769485,0.25854112257160666,0.1838058087778494
1.1,0.65,50,0.320625,0.02589379148560519,0.12171875,0.006446113775950592,0.420425357630778,0.042422291538502084,0.03107235884264996,0.005388114453156674,3.977261931859195,0.6896786500040543,24.6,3.5205476846649866,11.82,0.8848886031586123,0.994327469910318,0.0028841679361718935,0.000776870220880045,0.0006341224713153423,0.09943938827264576,0.08116767632836382
1.1,0.7,50,0.3940625,0.02991412448576759,0.12234375,0.007076283562895144,0.4377091436873945,0.037399874060927076,0.03177587189067246,0.004880722747785993,4.0673116020060744,0.6247325117166072,25.4,3.3140694018079944,10.94,0.8843923111379927,0.9951746665221206,0.002397006168965985,0.0006349194110902795,0.0005375001486638425,0.08126968461955578,0.06880001902897184
1.1,0.75,50,0.37359375,0.02853724334641487,0.124375,0.008276038454478083,0.446239554751304,0.041403139233466696,0.03218680611047863,0.005431760104394783,4.119911182141265,0.6952652933625322,21.7,2.7342684579243492,11.3,0.9188949885596286,0.9955057753323886,0.001755044248979091,0.0006952915232576679,0.0005886156175521988,0.08899731497698149,0.07534279904668145
1.1,0.8,50,0.38265625,0.025699131338675633,0.124375,0.006560166251704296,0.44168985940074457,0.039425594897314654,0.03428369545881344,0.005565438896695649,4.3883130187281205,0.7123761787770431,24.0,3.070439707924583,11.14,0.6031644551861457,0.9916636938107193,0.005361082620445028,0.0025328798545066157,0.0025236757479195878,0.3242086213768468,0.32303049573370723
1.1,0.85,50,0.3384375,0.024950698261772153,0.12140625,0.0064330354664419494,0.44407453660511054,0.03873916163790261,0.03126257771295253,0.004830495006941604,4.001609947257924,0.6183033608885253,22.1,2.811735407181835,11.54,0.6414628282293526,0.9950903650384991,0.002101624382564905,0.0007936608561344369,0.0007127522217419473,0.10158858958520792,0.09123228438296925
1.1,0.9,50,0.348125,0.027160823118970456,0.1296875,0.008173174490367863,0.4215463603123014,0.0318691431396103,0.030962434876363982,0.004536651817473337,3.9631916641745897,0.5806914326365872,22.9,2.4060457186013733,10.76,0.7006940559188439,0.9931531740430934,0.002795290031474967,0.0014414743567072732,0.0010972542715854093,0.18450871765853097,0.1404485467629324
1.1,0.95,50,0.34546875,0.028052212061841036,0.13546875,0.008086178891324382,0.4306641273775052,0.03806184577677943,0.027361724999911106,0.004432851540196952,3.5023007999886215,0.5674049971452099,27.4,3.2350604322021557,11.54,0.7743607428066069,0.9926442699546087,0.004049276368912301,0.001308930379923744,0.0011480463482904009,0.16754308863023923,0.1469499325811713
1.1,1.0,50,0.35875,0.028399917473471644,0.13234375,0.009336397608954966,0.4314481635180145,0.033678549090098465,0.02838359295446699,0.004574270391067611,3.633099898171775,0.5855066100566542,22.4,2.43277948034753,11.44,0.6413405959394742,0.9967861278414887,0.0012546129915094234,0.00027340668166667256,0.00023710237281943534,0.03499605525333409,0.030349103720887723
1.15,0.0,50,0.32734375,0.012636481474781656,0.20390625,0.009169252712871426,0.10586465197154515,0.009540034917101302,0.0020637055745699674,0.00041014615222811484,0.26415431354495583,0.0524987074851987,5.7,1.7262630158814156,54.28,1.68841625199475,0.9380549513594721,0.009116001040610496,0.03266462718514133,0.005692190754070914,4.18107227969809,0.728600416521077
1.15,0.05,50,0.32875,0.01117844605703315,0.20796875,0.007763498828653224,0.21953575711285628,0.023609337703279207,0.009126375817704167,0.0018269574747654114,1.1681761046661334,0.23385055676997266,12.7,1.6790664072632744,47.0,1.3977582051270527,0.9594425770326731,0.006833535871171295,0.020655237950528257,0.004392123053731718,2.643870457667617,0.5621917508776599
1.15,0.1,50,0.34359375,0.01306280053482024,0.199375,0.007218617423024994,0.37158200390802515,0.031819651448957854,0.029015228844043447,0.0048289256759283024,3.713949292037561,0.6181024865188227,17.4,1.9091401205778478,34.02,1.390436133017263,0.9813176266561942,0.005885370192417514,0.006809492527153273,0.0030988074241094584,0.8716150434756189,0.39664735028601067
1.15,0.15,50,0.34875,0.017962878388498874,0.17875,0.009749871794028881,0.4306511264530268,0.03386675205349728,0.03812831026502843,0.005345476436517197,4.880423713923639,0.6842209838742012,19.3,2.3048609502527473,27.14,1.1016639051906891,0.9893003602752686,0.0033249086724676893,0.003099090563064554,0.001867281402560359,0.3966835920722629,0.23901201952772594
1.15,0.2,50,0.333125,0.01951053801795327,0.18,0.0070945181302185705,0.4528498865255676,0.036451921628036954,0.03695528787000383,0.005346700413856517,4.73027684736049,0.6843776529736342,20.3,2.4435515136784,22.78,0.9720316044244651,0.9879051000168876,0.003929127664344555,0.0023851633337542504,0.0013011956319456592,0.30530090672054405,0.16655304088904438
1.15,0.25,50,0.3434375,0.023054880177524235,0.17421875,0.008338364366738838,0.4293468594569553,0.03263754581457354,0.03191178489917185,0.0044006020323898816,4.084708467093996,0.5632770601459048,21.6,2.7532700557700474,18.6,0.7978771835314004,0.9848737101840801,0.007226799159288186,0.004545666639769158,0.003081761006168216,0.5818453298904522,0.3944654087895316
1.15,0.3,50,0.3421875,0.020650741512110406,0.16734375,0.009167582577348293,0.4445598028507962,0.03297143913209265,0.03261490840652372,0.004936863837497736,4.1747082760350365,0.6319185711997102,23.1,2.467179766453997,17.16,0.9525927566384284,0.9925461631630935,0.003671634971695232,0.002066668980741708,0.0018658033231384484,0.26453362953493864,0.2388228253617214
1.15,0.35,50,0.34515625,0.02137352059938886,0.17203125,0.007696643444547759,0.42097259746388105,0.03813022839388985,0.0308768773223928,0.004353856179301184,3.9522402972662785,0.5572935909505515,21.1,1.836936580287953,15.56,0.9439945762556055,0.9881936926100157,0.006425650779117207,0.0032267050379900394,0.002417065979760758,0.41301824486272504,0.30938444540937704
1.15,0.4,50,0.34828125,0.02400312561027209,0.17015625,0.009447265229287256,0.44429007573494145,0.034321227065425335,0.03267335359062379,0.005497737550848213,4.182189259599845,0.7037104065085713,22.4,2.66353449386337,14.84,0.8275125135005512,0.9897844364015799,0.007102221608248514,0.0015904505789808474,0.0015241032423391897,0.20357767410954847,0.19508521501941628
1.15,0.45,50,0.3325,0.0236742080120962,0.1728125,0.007355206489283628,0.40809924308379836,0.03636749138849507,0.02971117276932733,0.004598791737011824,3.803030114473898,0.5886453423375134,22.4,2.7217670730611756,13.64,0.9679418164331987,0.9899621720995309,0.0055546036172983235,0.00231743121261673,0.001708458221316979,0.29663119521494147,0.2186826523285733
1.15,0.5,50,0.35484375,0.024146234987312203,0.174375,0.010208291666581631,0.43396800250624123,0.037910460942447884,0.03366809012716515,0.005518018435717401,4.309515536277139,0.7063063597718273,22.6,2.4806483023596875,13.36,0.9663205265335099,0.9912643462546247,0.0032474330951271857,0.0010865057206240409,0.0006661101788687871,0.13907273223987723,0.08526210289520475
1.15,0.55,50,0.34953125,0.02565932837804801,0.1778125,0.009429723617370765,0.39828014487272556,0.03613323141244429,0.028238814356386945,0.005269539575098059,3.614568237617529,0.6745010656125515,24.2,2.665299983116347,12.62,0.7716832510816857,0.9914611858601607,0.0049518030418918635,0.0013068685410991235,0.0011001555501666694,0.1672791732606878,0.14081991042133368
1.15,0.6,50,0.335,0.024913080148789308,0.173125,0.00884096466738783,0.4342626770523076,0.040162102252553844,0.03466714791950888,0.005377693839311096,4.437394933697137,0.6883448114318202,24.6,3.181297848363149,11.26,0.8599419515292878,0.9922837003277496,0.005195405510562534,0.0019203166197658275,0.0022771328466637333,0.24580052733002591,0.29147300437295787
1.15,0.65,50,0.34609375,0.02645790066903457,0.18015625,0.008644473035558615,0.4530859112863488,0.03455818272169455,0.03244680027323538,0.0048196537141181614,4.153190434974128,0.6169156754071247,25.0,3.1709304628137147,11.54,0.9894900504805494,0.9940409153722252,0.0027825398571769467,0.0009553457497082729,0.0007771476669657361,0.12228425596265893,0.09947490137161422
