speed_ratio,w_align,n,safe_mean,safe_ci95,captured_mean,captured_ci95,P_mean,P_mean_ci95,P_var,P_var_ci95,chi_mean,chi_ci95,rho1_P_mean,rho1_P_ci95,tau_P_ar1_mean,tau_P_ar1_ci95,xi_fluct_mean,xi_fluct_ci95,components_mean,components_ci95,P_local_mean,P_local_mean_ci95,P_local_var,P_local_var_ci95,chi_local_mean,chi_local_ci95
1.0,0.0,80,0.36416015625,0.008594524011730926,0.0044921875,0.0014095072048317826,0.13787158726840093,0.01092143618911073,0.002876911624542251,0.000539273762133915,0.36824468794140813,0.06902704155314111,0.9881368320871055,0.0009615479506218276,180.60136870490712,8.126888655679112,5.78125,1.6110443520499838,71.0875,1.0220169172347022,0.9223580283520839,0.005987446557691894,0.04226528963195201,0.00398828555679584,5.409957072889857,0.5105005512698675
1.0,0.05,80,0.37060546875,0.01038274086972927,0.00400390625,0.0010547698155582558,0.29214065877074935,0.025554169539165412,0.020415114816494228,0.0037888483049293075,2.613134696511261,0.48497258303095137,0.989612133457966,0.0004791626826947758,195.12306940354955,3.9383674854850312,15.4375,1.575712391630922,58.2,1.1576629447602123,0.957792873783332,0.006074302726945196,0.019082251914940968,0.0035009872550957094,2.442528245112444,0.4481263686522508
1.0,0.1,80,0.37197265625,0.012693513588163955,0.00390625,0.0011231222241852665,0.39899504438447125,0.02824626712448057,0.03789245192516518,0.004907383899308269,4.850233846421143,0.6281451391114584,0.9896440854505457,0.00036675913853395447,194.9987044018261,3.9738436071835936,17.9375,1.4606015483051469,41.875,1.3057036271778204,0.9811765113737083,0.004066545485934251,0.00603734991820803,0.0019913118278399944,0.7727807895306278,0.2548879139635193
1.0,0.15,80,0.37939453125,0.015978464282400833,0.0041015625,0.0013056606646871588,0.46127709795228455,0.027877894152542985,0.04216281744957885,0.004492017945541483,5.396840633546093,0.5749782970293098,0.9899861975010754,1.9247781980041508e-05,198.7387146733948,0.3639163696376111,18.75,1.6584669602460724,31.275,1.0313601625087747,0.9830640016797669,0.003942690104979994,0.005434985706387926,0.002054159418913895,0.6956781704176546,0.2629324056209786
1.0,0.2,80,0.36943359375,0.015283868294648058,0.00400390625,0.0011554825774692358,0.48570479029506686,0.027753773605890566,0.04304230834236751,0.004770542446461052,5.509415467823041,0.6106294331470147,0.9899522031378506,6.662223946012552e-05,198.20007127575772,1.1111278271622527,22.0625,1.9891961156982132,26.0,0.9118860688329684,0.9892619238574074,0.0029095375016778653,0.002393735122065177,0.001048105971205916,0.30639809562434267,0.13415756431435724
1.0,0.25,80,0.367578125,0.017522358269777903,0.0033203125,0.0010109935018139569,0.479999109414112,0.034523387473903475,0.04038999613877554,0.004946001885619501,5.169919505763269,0.6330882413592961,0.9899544797522186,6.402066922988527e-05,198.23403971081612,1.0711398130271408,22.875,2.016369010707557,22.275,0.8957282519078108,0.9878557573185847,0.0036618026703684145,0.0029876658983011618,0.001248458494055392,0.3824212349825487,0.15980268723909016
1.0,0.3,80,0.371875,0.021392456634301605,0.0037109375,0.0011222960951847818,0.48256456929137864,0.03182560717250864,0.03873070485075133,0.005229889717185675,4.95753022089617,0.6694258837997664,0.9898220492579146,0.0003223057265312575,197.3306561002266,2.817726408928738,22.0625,1.7009312183312029,19.4375,0.8010603238240321,0.9897939718123391,0.0031108550113825577,0.0021207732630073605,0.001086701976165972,0.27145897766494215,0.13909785294924443
1.0,0.35,80,0.38837890625,0.017931086864490346,0.00458984375,0.0012391450873706778,0.4733962349713126,0.03448421604183066,0.037515146400025776,0.005075195473001743,4.801938739203299,0.6496250205442231,0.9898843373165873,0.00014825852507523163,197.33966218583285,2.0807985044898483,22.3125,2.058647841070518,16.9875,0.7359246293789754,0.9920719357886127,0.002412687454711217,0.0011694045588612888,0.0006241591316747743,0.14968378353424497,0.0798923688543711
1.0,0.4,80,0.38056640625,0.021419483194953418,0.003515625,0.0010514671151982617,0.47560083321064484,0.03458264323633243,0.03524708130349521,0.00436150556862753,4.511626406847387,0.5582727127843239,0.9899133416378969,0.00012242051983950433,197.70931851146543,1.7202127025120537,23.0,2.0150497057034835,16.825,0.7856845036275732,0.9932887736407018,0.002395475462949785,0.001155316752309468,0.0007099620328874453,0.1478805442956119,0.090875140209593
1.0,0.45,80,0.3666015625,0.020619177843104786,0.003125,0.001004551056127606,0.49563189067120633,0.030823242634516926,0.04158679821599098,0.004378960027351224,5.323110171646846,0.5605068835009567,0.99,0.0,198.9999999999998,6.2674765951413935e-15,22.8125,1.94399218544947,15.4375,0.7195113826388263,0.993586319633889,0.0022661447844968536,0.0013148982374682964,0.0009477093328822922,0.16830697439594194,0.1213067946089334
