speed_ratio,w_align,n,safe_mean,safe_ci95,captured_mean,captured_ci95,P_mean,P_mean_ci95,P_var,P_var_ci95,chi_mean,chi_ci95
1.05,0.95,15,0.3458333333333333,0.05434302619957576,0.07447916666666667,0.008028783938292134,0.41797083370647775,0.09138795392489794,0.02713117524871822,0.009287980548120998,3.472790431835932,1.1888615101594877
1.05,1.0,15,0.3265625,0.047354533287919394,0.07604166666666666,0.004597799141376713,0.4675220952127916,0.08676833768639107,0.03859766300073195,0.00924948137642549,4.940500864093689,1.1839336161824627
1.1,0.0,15,0.3177083333333333,0.02351717937369285,0.1484375,0.00968447533426566,0.11123821623362144,0.017965811188874123,0.0016036789147244076,0.0003478107410004144,0.20527090108472418,0.04451977484805304
1.1,0.05,15,0.34270833333333334,0.02149298375504072,0.1421875,0.009474678424622124,0.23958027283810582,0.04811700783725393,0.008221225825384254,0.003935202517153004,1.0523169056491846,0.5037059221955845
1.1,0.1,15,0.328125,0.02437206178872303,0.1375,0.01126226183617956,0.3633118036566689,0.07411801985194406,0.01968328354752215,0.007063684505468063,2.519460294082835,0.9041516166999121
1.1,0.15,15,0.30625,0.025280535373088917,0.1375,0.007290208187470827,0.46232272036982197,0.05757010553054462,0.03137562920384928,0.008142737519002666,4.016080538092708,1.0422704024323413
1.1,0.2,15,0.36822916666666666,0.0362010505238146,0.128125,0.010331548064867465,0.4967300569397063,0.05772864641590018,0.03302605813144286,0.00837234236794837,4.227335440824686,1.0716598230973913
1.1,0.25,15,0.36354166666666665,0.046633842622904,0.12083333333333333,0.01086531736893947,0.4139791097713158,0.05775871845993368,0.026404146715070412,0.009703406327641318,3.379730779529013,1.2420360099380887
1.1,0.3,15,0.3645833333333333,0.03849696168566784,0.13020833333333334,0.00867064712278027,0.4549177977882338,0.05864044079950754,0.0315870218436851,0.009602443667041053,4.043138795991693,1.2291127893812548
1.1,0.35,15,0.34479166666666666,0.05020798322837825,0.1171875,0.012231757249744072,0.4730976268376595,0.05458023346802455,0.03629536806506255,0.008179733411281613,4.645807112328006,1.0470058766440464
1.1,0.4,15,0.3625,0.04729791166549182,0.11822916666666666,0.011753840979772435,0.4675666500816097,0.057770284113882256,0.03442658984687499,0.00818511915813646,4.406603500399998,1.0476952522414669
1.1,0.45,15,0.3223958333333333,0.03587885311286363,0.12239583333333333,0.015214967160478671,0.4413520370197589,0.06610691349512247,0.024670680549369012,0.007055243467897785,3.1578471103192336,0.9030711638909165
1.1,0.5,15,0.3572916666666667,0.033329856589517114,0.11614583333333334,0.010446187336110295,0.45252153813770046,0.07872377994058952,0.033343606713652725,0.013442898354755576,4.267981659347549,1.7206909894087137
1.1,0.55,15,0.359375,0.043129453272483444,0.11666666666666667,0.012544210013432934,0.4766366795581483,0.06858603186730679,0.027578254670720257,0.007129121286421325,3.530016597852193,0.9125275246619295
1.1,0.6,15,0.3375,0.05054781925315868,0.13020833333333334,0.009171281982059236,0.4693863125119305,0.058755595890186925,0.03180240468704236,0.01001366404226567,4.070707799941422,1.2817489974100058
1.1,0.65,15,0.371875,0.051393371613792115,0.11510416666666666,0.013404772807764321,0.45821467348991085,0.08742345996005245,0.029586207392507904,0.00855300413944342,3.7870345462410118,1.0947845298487577
1.1,0.7,15,0.2859375,0.035858100694496735,0.1234375,0.012785184296677148,0.49237768224235906,0.05455755011702936,0.04581388566705788,0.01281515775913912,5.864177365383409,1.6403401931698074
1.1,0.75,15,0.35989583333333336,0.06096618270834888,0.11822916666666666,0.01086531736893947,0.5079064155738993,0.0627932935758509,0.03378636155619485,0.010590387841241226,4.3246542791929405,1.355569643678877
1.1,0.8,15,0.3026041666666667,0.04838700773307966,0.12604166666666666,0.010657812894512854,0.4320990800054862,0.05711382488650207,0.027899036731692185,0.007701373625532519,3.5710767016565996,0.9857758240681624
1.1,0.85,15,0.3026041666666667,0.049662406311962407,0.12864583333333332,0.01463137918804801,0.4073629567531183,0.07926592652201346,0.024694581948711953,0.00835104498023696,3.16090648943513,1.0689337574703308
1.1,0.9,15,0.33541666666666664,0.05742001154383761,0.125,0.015529709430636493,0.4681403317251162,0.08093579980941852,0.028762940988490818,0.006485690638289833,3.6816564465268247,0.8301684017010986
1.1,0.95,15,0.3328125,0.0522978747974842,0.12760416666666666,0.015141405244486978,0.4278204038584454,0.0717592270541027,0.029187413553915364,0.012358976183118703,3.7359889349011666,1.581948951439194
1.1,1.0,15,0.3140625,0.039344200917458376,0.12864583333333332,0.012929915919852085,0.5231558627952485,0.08809622285956993,0.03460038064940984,0.006032645112966935,4.428848723124459,0.7721785744597677
1.15,0.0,15,0.325,0.027302009808498225,0.209375,0.014113472434757746,0.11249804368569741,0.02137548100860422,0.0021176937479015336,0.0009087763652383725,0.2710647997313963,0.11632337475051167
1.15,0.05,15,0.3265625,0.0389735320174688,0.2078125,0.017155728210037212,0.2038155239980927,0.044241097985581866,0.007185511275624583,0.0037524787640008657,0.9197454432799467,0.4803172817921108
1.15,0.1,15,0.346875,0.03855878561257689,0.1859375,0.017693977023740783,0.33472279900170876,0.06470860438686209,0.01679876674049043,0.005128381438761371,2.150242142782775,0.6564328241614555
1.15,0.15,15,0.325,0.029084154119267992,0.18958333333333333,0.012808451257318783,0.471490802921623,0.05477438871531751,0.028823964288123973,0.005078858678970806,3.6894674288798686,0.6500939109082632
1.15,0.2,15,0.33177083333333335,0.03870522166359182,0.1734375,0.010796592344346432,0.5178309610830488,0.03590610271318185,0.039571829142599234,0.011335538632878438,5.065194130252702,1.45094894500844
1.15,0.25,15,0.3234375,0.04330513405378936,0.18333333333333332,0.012579762876452712,0.392969701931427,0.06536660178824126,0.024552467591854817,0.0064195285480069045,3.1427158517574165,0.8216996541448838
1.15,0.3,15,0.3729166666666667,0.04126310292736654,0.17916666666666667,0.014752971687463888,0.411765368331765,0.07805107153028709,0.02105697924140187,0.007705973828936278,2.6952933428994394,0.9863646501038436
1.15,0.35,15,0.32083333333333336,0.04024947161488928,0.18125,0.014732775960422394,0.38597685091746153,0.06737461195466411,0.025309555744574715,0.009357833122102187,3.2396231353055636,1.19780263962908
1.15,0.4,15,0.3697916666666667,0.050756495034571136,0.15677083333333333,0.0173927267685215,0.4884896250947904,0.07297788011215955,0.02827041151145156,0.008692753708822708,3.6186126734657997,1.1126724747293066
1.15,0.45,15,0.31145833333333334,0.03617019472039252,0.16770833333333332,0.012756040916409413,0.43598534359152635,0.07639697947376874,0.027813154246484294,0.006007572384587422,3.5600837435499897,0.76896926522719
1.15,0.5,15,0.3359375,0.05494647016263495,0.175,0.015003124674546967,0.4177698098943041,0.07382415381522035,0.021935929712537282,0.005870970675195986,2.807799003204772,0.7514842464250862
1.15,0.55,15,0.3104166666666667,0.040635981421778294,0.17083333333333334,0.016154621264345522,0.4505947018209443,0.06337600240461867,0.030602978806361206,0.006679250832282566,3.9171812872142344,0.8549441065321685
1.15,0.6,15,0.33697916666666666,0.051805944666396896,0.17447916666666666,0.01648303789337525,0.42360015593365896,0.06278980968017275,0.02813189096511269,0.00819483031395397,3.6008820435344244,1.0489382801861082
1.15,0.65,15,0.3723958333333333,0.031933837309001525,0.17447916666666666,0.022398594790993275,0.41311469436944315,0.0734315752833467,0.029715882771804647,0.011115193040319183,3.803632994790995,1.4227447091608554
1.15,0.7,15,0.3796875,0.04795433754712219,0.16979166666666667,0.01653713991377523,0.48049783374326244,0.046587284390651976,0.03821365636953545,0.011172478195426593,4.8913480153005375,1.430077209014604
1.15,0.75,15,0.290625,0.03748398963779958,0.19322916666666667,0.013067350242536208,0.4141767374259025,0.08399221920490763,0.030260077180086487,0.008814502405396442,3.8732898790510704,1.1282563078907446
1.15,0.8,15,0.31614583333333335,0.06585081518941972,0.16770833333333332,0.01440062631257559,0.41103260224166055,0.07972187244904408,0.02911711349911237,0.008902530060647822,3.7269905278863833,1.1395238477629213
1.15,0.85,15,0.32864583333333336,0.04363049650983179,0.18489583333333334,0.016001844511736068,0.4364722743009196,0.06440829109219098,0.02641369580046579,0.00896890451104311,3.380953062459621,1.1480197774135181
1.15,0.9,15,0.2942708333333333,0.043172578424015604,0.19270833333333334,0.013586783815327469,0.44189975526693015,0.07050663505023966,0.031197999044118678,0.011031263708077516,3.993343877647191,1.412001754633922
1.15,0.95,15,0.2796875,0.04051857855766084,0.19427083333333334,0.021336567951393787,0.4247800213066928,0.08043573580143923,0.024619144947722753,0.007437757606285555,3.1512505533085124,0.9520329736045511
1.15,1.0,15,0.2671875,0.045893729146801746,0.19791666666666666,0.022597109113286544,0.44255062112350846,0.07173051224207021,0.033416091448802955,0.012299492457489498,4.277259705446778,1.5743350345586558
1.2,0.0,15,0.290625,0.021196562712697858,0.2859375,0.008815380734829322,0.11574007090317764,0.01962081681615033,0.0030505358830213727,0.0014082640495550604,0.3904685930267357,0.18025779834304773
1.2,0.05,15,0.30520833333333336,0.0259890384879429,0.25052083333333336,0.02142013185326157,0.2060110020532138,0.04132208424191982,0.008265726429598672,0.004249696976815191,1.05801298298863,0.5439612130323445
1.2,0.1,15,0.325,0.02634462113031804,0.2557291666666667,0.021575941864982656,0.3669202917545847,0.06771360966201172,0.017674609628652967,0.005313039198019401,2.26235003246758,0.6800690173464833
1.2,0.15,15,0.31145833333333334,0.021336567951393787,0.23177083333333334,0.020416666666666663,0.41475132391075314,0.07563843405900039,0.02300886652968486,0.0047514151092125185,2.9451349157996622,0.6081811339792024
1.2,0.2,15,0.31927083333333334,0.025088420026865864,0.23802083333333332,0.019817242247037747,0.37834005122723274,0.06626743468578943,0.019995642297142978,0.0053136540197802,2.559442214034301,0.6801477145318656
1.2,0.25,15,0.328125,0.03351470836936126,0.2171875,0.022023247660143134,0.43548599091386425,0.06124464780728212,0.030909562457985044,0.008067861774447963,3.9564239946220856,1.0326863071293393
1.2,0.3,15,0.30572916666666666,0.037593050065064484,0.21770833333333334,0.026091943134381113,0.4390869315828497,0.07381870406138645,0.020982900505362504,0.005241995850330941,2.6858112646864005,0.6709754688423605
1.2,0.35,15,0.3171875,0.03693184178320924,0.22395833333333334,0.022646465799202407,0.4348377527813712,0.0794149773348554,0.02712446616521586,0.007835390822115094,3.4719316691476303,1.002930025230732
1.2,0.4,15,0.3338541666666667,0.03064200916543242,0.225,0.020717060954279522,0.4066651055993294,0.06337113757780657,0.02034518414326595,0.007897806215598244,2.6041835703380416,1.0109191955965753
1.2,0.45,15,0.3026041666666667,0.047689729815350294,0.23072916666666668,0.027058273662802487,0.40875114712764693,0.06223856105278255,0.029398020276152594,0.010078229501923414,3.762946595347532,1.290013376246197
1.2,0.5,15,0.30364583333333334,0.05204247981083445,0.24427083333333333,0.021315625789025707,0.40320926615731456,0.06275617957432027,0.02246716973398909,0.007170692096781529,2.8757977259506036,0.9178485883880357
1.2,0.55,15,0.33177083333333335,0.04213069220526105,0.23645833333333333,0.017520647541622934,0.396102467840733,0.08693506095649951,0.02286599408419267,0.007361160431688451,2.926847242776662,0.9422285352561217
1.2,0.6,15,0.3375,0.03700432829413337,0.24010416666666667,0.01563480248071945,0.39840070335940164,0.06825559982529476,0.03192050844573961,0.012123976027561868,4.08582508105467,1.551868931527919
1.2,0.65,15,0.3421875,0.04258757827015604,0.2296875,0.02834536356120109,0.39056403093726083,0.06584089414149033,0.021787090376801956,0.006522036754825022,2.7887475682306504,0.8348207046176028
1.2,0.7,15,0.28541666666666665,0.03548457949510526,0.2515625,0.02161385791955399,0.46024283013349626,0.06904636589363833,0.03317618705641387,0.007732483283854726,4.246551943220975,0.989757860333405
1.2,0.75,15,0.3265625,0.050459387031387255,0.24375,0.022868880101205948,0.39643447487033284,0.05846345836660051,0.03245779180480416,0.01033032692430217,4.1545973510149325,1.3222818463106778
1.2,0.8,15,0.3234375,0.05416466743105386,0.2375,0.024362897636570246,0.4715832965684183,0.08121230924103828,0.03244128813624703,0.01163966325403393,4.15248488143962,1.4898768965163431
1.2,0.85,15,0.30572916666666666,0.04135500104112091,0.23958333333333334,0.020795956053868848,0.40450486590668944,0.06398485210908474,0.02197747650964725,0.006349615097740907,2.813116993234848,0.8127507325108361
1.2,0.9,15,0.2989583333333333,0.0546299141255147,0.2515625,0.023872163880413803,0.42842522607405,0.06938995619433283,0.025119533522127813,0.007694838073477411,3.21530029083236,0.9849392734051086
1.2,0.95,15,0.3265625,0.043289661487087946,0.23333333333333334,0.019361263051372563,0.47938511374854187,0.06312217979502505,0.029612896138626298,0.00595194759146984,3.790450705744166,0.7618492917081395
1.2,1.0,15,0.3125,0.058029940188951884,0.25729166666666664,0.02649956596866782,0.402091243847392,0.07621200896569358,0.0272778094598037,0.009102912724208996,3.4915596108548734,1.1651728286987515
