gain,seed,delta_safe,varh,safe_soc,safe_base
0.5,119,-0.21875,0.04031095911511148,0.125,0.34375
0.5,117,-0.171875,0.03769370849163413,0.1328125,0.3046875
0.75,0,-0.2734375,0.03899282432669957,0.15625,0.4296875
0.75,1,-0.0625,0.039381214425515454,0.2109375,0.2734375
0.75,4,-0.0078125,0.03449879562312257,0.2890625,0.296875
0.75,2,-0.15625,0.037884873499513395,0.15625,0.3125
0.75,3,-0.09375,0.03779821171262323,0.21875,0.3125
0.75,5,-0.0859375,0.03952176124720172,0.1953125,0.28125
0.75,7,-0.2109375,0.03453853785673974,0.1484375,0.359375
0.75,6,-0.0390625,0.03743949514371191,0.2734375,0.3125
0.75,9,-0.140625,0.03582575692366901,0.2421875,0.3828125
0.75,10,-0.0625,0.0375504516891031,0.3046875,0.3671875
0.75,12,-0.140625,0.03674288790122592,0.1953125,0.3359375
0.75,8,-0.21875,0.040484682415075,0.1328125,0.3515625
0.75,11,-0.0703125,0.037761055507992,0.234375,0.3046875
0.75,13,0.1015625,0.034744277984785604,0.4375,0.3359375
0.75,14,-0.2421875,0.038443336168973836,0.1484375,0.390625
0.75,15,-0.09375,0.038545934584072974,0.25,0.34375
0.75,17,-0.0234375,0.03920000350342079,0.203125,0.2265625
0.75,16,-0.2109375,0.040672821205186005,0.140625,0.3515625
0.75,18,-0.2578125,0.04162935888848345,0.125,0.3828125
0.75,19,-0.0625,0.037514564195304224,0.2421875,0.3046875
0.75,20,0.015625,0.03731612660990328,0.2265625,0.2109375
0.75,23,-0.1953125,0.03848699168858544,0.1796875,0.375
0.75,21,-0.171875,0.03910252814402689,0.1640625,0.3359375
0.75,22,-0.0703125,0.03484761748326771,0.1875,0.2578125
0.75,24,-0.0234375,0.03960150302246893,0.25,0.2734375
0.75,25,-0.140625,0.03829016965601428,0.140625,0.28125
0.75,29,-0.015625,0.04057610940246159,0.25,0.265625
0.75,28,-0.171875,0.03846773412463412,0.1640625,0.3359375
0.75,26,-0.265625,0.034520272353500525,0.109375,0.375
0.75,27,-0.1015625,0.037564720410126956,0.171875,0.2734375
0.75,31,-0.1875,0.0392558994868052,0.1171875,0.3046875
0.75,30,-0.1484375,0.03812994640620631,0.078125,0.2265625
0.75,32,-0.1171875,0.03730736730620122,0.15625,0.2734375
0.75,33,-0.2109375,0.04080305750922852,0.125,0.3359375
0.75,35,-0.078125,0.042912175841228584,0.1640625,0.2421875
0.75,34,0.0,0.03618296638686587,0.3203125,0.3203125
0.75,37,-0.046875,0.03440404357956795,0.2265625,0.2734375
0.75,36,0.0234375,0.03786515730690836,0.3515625,0.328125
0.75,38,-0.109375,0.04055732783244119,0.21875,0.328125
0.75,39,-0.171875,0.03948989025635932,0.2421875,0.4140625
0.75,40,-0.15625,0.03871362538113828,0.125,0.28125
0.75,43,-0.15625,0.03788872789291728,0.171875,0.328125
0.75,44,-0.046875,0.04036645755163723,0.1796875,0.2265625
0.75,42,-0.1953125,0.03829413015257284,0.125,0.3203125
0.75,41,-0.109375,0.03827127251477377,0.2578125,0.3671875
0.75,45,0.0078125,0.039197976008715954,0.21875,0.2109375
0.75,46,-0.0546875,0.03607749920154108,0.2421875,0.296875
0.75,47,-0.1796875,0.039954994797263756,0.1640625,0.34375
0.75,48,-0.1640625,0.039486429317255524,0.1875,0.3515625
0.75,51,-0.0859375,0.03831095204682439,0.2578125,0.34375
0.75,52,-0.0625,0.03655860877517584,0.21875,0.28125
0.75,49,-0.0546875,0.03277004397029118,0.21875,0.2734375
0.75,53,-0.0703125,0.042842756252473926,0.28125,0.3515625
0.75,50,-0.2421875,0.036158562209746586,0.1484375,0.390625
0.75,54,-0.09375,0.03763548114582798,0.2265625,0.3203125
0.75,55,-0.046875,0.03903936539188797,0.28125,0.328125
0.75,58,-0.140625,0.04076250388317885,0.2265625,0.3671875
0.75,56,-0.1953125,0.03874732686211212,0.140625,0.3359375
0.75,57,-0.2265625,0.0387596430293531,0.09375,0.3203125
0.75,60,-0.140625,0.0390931962172356,0.15625,0.296875
0.75,59,-0.1484375,0.0391220145415568,0.21875,0.3671875
0.75,61,-0.171875,0.03931824576855893,0.171875,0.34375
0.75,63,-0.1328125,0.038878996917446396,0.1875,0.3203125
0.75,62,-0.0625,0.03718970016723399,0.1796875,0.2421875
0.75,64,-0.2734375,0.04063519802843356,0.1875,0.4609375
0.75,65,-0.1015625,0.03637790203867834,0.296875,0.3984375
0.75,67,-0.1875,0.03970903717453118,0.234375,0.421875
0.75,66,-0.0234375,0.038401823493517326,0.3359375,0.359375
0.75,68,-0.1484375,0.03801152777105392,0.1796875,0.328125
0.75,69,-0.0859375,0.03856701844243602,0.1875,0.2734375
