variant,gain,config,sweep_dir,seed,speed_ratio,w_align,safe_frac,chi,chi_local,soc_pred_entropy_var,soc_entropy_fluct_mean
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,40,1.3,0.15,0.3046875,0.4439509363616827,1.5746597822637822,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,41,1.3,0.15,0.3359375,0.8116315863864405,0.009365785294513014,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,44,1.3,0.15,0.3203125,0.5526606114981528,0.02491269179608485,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,45,1.3,0.15,0.34375,1.0977931954226035,0.000603518475687416,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,42,1.3,0.15,0.328125,0.4168991249452015,0.007724366318561722,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,43,1.3,0.15,0.34375,2.7378960872400073,0.3953364531386642,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,47,1.3,0.15,0.296875,1.5672943162032964,0.5095384004390975,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,46,1.3,0.15,0.3359375,2.7283093512831664,0.00022916098868059175,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,48,1.3,0.15,0.3671875,1.2264610134974399,0.16693453328865723,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,49,1.3,0.15,0.2890625,1.8158456846951652,0.5806055194011969,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,50,1.3,0.15,0.265625,1.5305106968688804,0.7798758425674528,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,51,1.3,0.15,0.3046875,1.5315632299410833,0.7994686011298393,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,52,1.3,0.15,0.40625,0.9125772842466525,0.029478946454867167,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,53,1.3,0.15,0.34375,1.9126863332634882,0.9118582104091965,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,54,1.3,0.15,0.3359375,3.6838257405510237,2.023130944472712,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,55,1.3,0.15,0.3125,3.170649267693423,1.039773163330802,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,56,1.3,0.15,0.28125,0.9416199823365973,3.130365192681839,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,57,1.3,0.15,0.2421875,2.5923505361678787,1.3455115803579654,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,59,1.3,0.15,0.375,1.5201760912175966,0.8215758002876851,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,58,1.3,0.15,0.3046875,0.42118724054637824,0.897422132518986,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,60,1.3,0.15,0.3125,0.5508294284190747,2.72188806314968,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,62,1.3,0.15,0.390625,1.2958981251454076,2.0892361469847796,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,61,1.3,0.15,0.296875,1.355780855058396,4.769793925391517,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,63,1.3,0.15,0.3671875,0.36520086586863915,0.7603173273002559,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,64,1.3,0.15,0.3125,1.4038363002314085,2.6048690466643887,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,65,1.3,0.15,0.3515625,1.433146668571667,0.016793675221092427,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,67,1.3,0.15,0.265625,2.543530740098548,4.044239038643501,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,66,1.3,0.15,0.3515625,0.9809202888559699,0.64269170965466,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,69,1.3,0.15,0.2890625,0.14560876366271353,0.007945886236215472,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,68,1.3,0.15,0.265625,0.8434645520379584,1.4040937626664034,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,70,1.3,0.15,0.359375,1.1599421802300371,0.40983654536979536,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,71,1.3,0.15,0.3515625,0.9940848214529087,3.409103810193522,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,72,1.3,0.15,0.3671875,1.504094650860524,4.926941943183307e-05,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,73,1.3,0.15,0.3515625,3.7054754956613474,0.01348115572356525,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,74,1.3,0.15,0.2890625,1.2024420301822483,6.552283113393984,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,75,1.3,0.15,0.359375,0.8649100680185096,0.48587154861395526,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,76,1.3,0.15,0.3125,1.1106703375583211,0.3282856203476235,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,77,1.3,0.15,0.3671875,0.774463786619188,2.8786959424443217,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,79,1.3,0.15,0.3515625,0.6633123256078176,3.4911532701511385,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,78,1.3,0.15,0.25,0.2967177644584303,0.6384596595824622,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,80,1.3,0.15,0.375,2.2836494706290535,1.4916748790302181,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,81,1.3,0.15,0.296875,0.6970906935639992,4.214756568766415,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,82,1.3,0.15,0.4453125,3.6894167244141287,4.936002250431283,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,83,1.3,0.15,0.265625,3.977826458317869,2.1683130766893504,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,84,1.3,0.15,0.359375,1.3107952700756131,0.04582205933718449,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,85,1.3,0.15,0.28125,2.5421063083513946,2.2560053129456117,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,86,1.3,0.15,0.3984375,0.8863908246850296,2.810427867735945,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,87,1.3,0.15,0.2578125,2.9333282190965955,2.639956386690942,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,88,1.3,0.15,0.34375,1.64709778434802,0.03856177663555312,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,89,1.3,0.15,0.3046875,0.5949569277544372,2.8651349544778584,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,90,1.3,0.15,0.3046875,1.6169943617914324,0.8506656684472604,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,91,1.3,0.15,0.3984375,1.8747162298522055,0.019704392990710605,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,92,1.3,0.15,0.3125,0.8409708591556105,4.186862358777445,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,94,1.3,0.15,0.3828125,0.8559610884982656,2.3961332195069454,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,95,1.3,0.15,0.2890625,0.48119556064134184,2.517217557259139,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,93,1.3,0.15,0.34375,0.3425352519082864,1.9776356058960154,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,96,1.3,0.15,0.4140625,0.6791808704263147,1.0160793136007376,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,97,1.3,0.15,0.3515625,3.1781402246566364,0.010700966603394478,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,98,1.3,0.15,0.34375,1.491205157491503,1.69123058094821,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,100,1.3,0.15,0.359375,3.2708323304659834,0.21631900643236865,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,99,1.3,0.15,0.328125,1.7115569744162076,0.05203719257447214,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,101,1.3,0.15,0.421875,1.1022545889606463,0.6247671013750355,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,103,1.3,0.15,0.4765625,0.9446945184591847,1.3159402859697376,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,102,1.3,0.15,0.34375,0.3257056587203362,0.5548665877259225,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,105,1.3,0.15,0.2890625,0.3840018113384634,1.8430834619376337,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,104,1.3,0.15,0.3515625,0.38686885226406076,2.3488286886101095,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,106,1.3,0.15,0.3359375,1.8113857053747222,3.417696036361982,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,107,1.3,0.15,0.328125,1.7605636481736322,0.6683338229263209,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,108,1.3,0.15,0.34375,0.732415494624633,0.2335318268439821,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,110,1.3,0.15,0.3203125,0.5664888135124686,2.4038539050137655,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,109,1.3,0.15,0.34375,2.030744887542532,0.17613001837592968,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,111,1.3,0.15,0.3046875,0.5912990200929236,3.175598405231636,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,113,1.3,0.15,0.3515625,0.40984408319323046,5.695067945451429,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,112,1.3,0.15,0.2265625,4.728053304810641,1.8885442784634254,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,114,1.3,0.15,0.3828125,5.087611228360331,4.131669380238529,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,115,1.3,0.15,0.265625,0.19841970102811185,8.30104509729846,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,116,1.3,0.15,0.3828125,1.0458964404311586,1.0445710655998015,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,118,1.3,0.15,0.375,0.6423233942963068,0.07225429644366285,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,117,1.3,0.15,0.3046875,1.8910441061905363,0.019772158965985148,0.0,0.0
baseline,0.5,configs/soc_varh_predability_20260208/baseline_g05.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g05\sweep_20260208_095345_grid,119,1.3,0.15,0.34375,0.9042074021493941,3.697026094921332,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,0,1.3,0.15,0.4296875,0.3417819929655613,1.3192279436482293,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,1,1.3,0.15,0.2734375,0.8284704455031798,0.8330373656602934,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,4,1.3,0.15,0.296875,0.7499573849178021,0.023140279284691763,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,3,1.3,0.15,0.3125,1.7057438909743186,1.030510218977279,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,5,1.3,0.15,0.28125,0.4210498985843038,0.00019600788333238965,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,2,1.3,0.15,0.3125,1.9352158562975603,0.00046422471025530824,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,6,1.3,0.15,0.3125,1.2431482576075308,0.1515712315413943,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,7,1.3,0.15,0.359375,0.5118148484876065,0.9301599990012862,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,9,1.3,0.15,0.3828125,0.25276744942178764,1.2975750556948555,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,8,1.3,0.15,0.3515625,1.1771185387415233,3.0586553666893086,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,11,1.3,0.15,0.3046875,0.45214918793008946,1.2411232134010959,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,10,1.3,0.15,0.3671875,0.6417943652355085,1.3337286825230428,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,14,1.3,0.15,0.390625,1.1192336617412213,0.0007482911184353917,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,12,1.3,0.15,0.3359375,0.5797495385509173,3.6118225185133457,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,13,1.3,0.15,0.3359375,0.35404563410562084,1.2391054571446996,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,15,1.3,0.15,0.34375,0.6650275894340419,2.190999313504015,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,16,1.3,0.15,0.3515625,1.1951723294457175,3.294818655982551,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,17,1.3,0.15,0.2265625,0.4233471020323419,5.327424996280074,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,18,1.3,0.15,0.3828125,0.3525219764907228,0.2524934975657347,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,21,1.3,0.15,0.3359375,2.448745745094413,0.5095623009686464,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,20,1.3,0.15,0.2109375,1.5722116453833759,2.316283553943891,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,22,1.3,0.15,0.2578125,1.0997950412783717,1.2769470566969185,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,19,1.3,0.15,0.3046875,0.9958934478515863,3.2414924342662217,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,23,1.3,0.15,0.375,1.5544246634308332,0.04250234785709375,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,24,1.3,0.15,0.2734375,0.439070033912725,6.93381923708148,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,25,1.3,0.15,0.28125,4.26359066761868,0.025056112438117218,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,26,1.3,0.15,0.375,0.7034649696110384,2.803749929586048,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,30,1.3,0.15,0.2265625,0.5290024928757933,6.510549002678831,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,27,1.3,0.15,0.2734375,1.0706329841876783,2.696485840884904,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,28,1.3,0.15,0.3359375,1.3415536486622712,3.5609677850364143,0.0,0.0
baseline,0.75,configs/soc_varh_predability_20260208/baseline_g075.toml,E:\project\ChaseCrit\runs\soc_varh_predability_20260208\baseline_g075\sweep_20260208_095400_grid,29,1.3,0.15,0.265625,0.7604095244968748,0.02985401107419838,0.0,0.0
