speed_ratio,policy,best_w_align,best_safe_mean,safe_at_w0,safe_at_w03,corr_safe_chi
0.9,p0_nearest,0.14,0.3846354166666667,0.3636067708333333,0.3694661458333333,0.36894866514827684
0.9,p1_intercept,0.3,0.38450520833333335,0.36106770833333335,0.38450520833333335,0.7229183431461706
1.1,p0_nearest,0.18,0.35013020833333336,0.3270182291666667,0.34088541666666666,0.8551164021187508
1.1,p1_intercept,0.26,0.3772786458333333,0.36497395833333335,0.3734375,0.22787488626630928
1.3,p0_nearest,0.26,0.29921875,0.275390625,0.2770182291666667,0.40822381521784695
1.3,p1_intercept,0.12,0.33548177083333336,0.33209635416666666,0.32447916666666665,-0.5711629378240834
1.4,p0_nearest,0.14,0.2737630208333333,0.26412760416666664,0.2599609375,-0.22377796994390056
1.4,p1_intercept,0.12,0.2974609375,0.2889322916666667,0.2888671875,-0.3750712499552446
