speed_ratio,w_align,safe_mean,safe_ci95,captured_mean,chi_mean,policy
1.4,0.16,0.2708333333333333,0.008235539850296214,0.45436197916666665,3.0717664880756157,p0_nearest
1.4,0.18,0.2581380208333333,0.008249608732281073,0.45533854166666665,3.318194555465314,p0_nearest
1.4,0.2,0.27298177083333336,0.009119146988620501,0.45416666666666666,3.9740828190171156,p0_nearest
1.4,0.22,0.2638020833333333,0.009441925808858257,0.4647135416666667,3.9627799078837302,p0_nearest
1.4,0.24,0.26178385416666666,0.010019462385615187,0.4701171875,4.1431185383640505,p0_nearest
1.4,0.26,0.25983072916666666,0.010239108978631483,0.4766927083333333,4.4208946313297774,p0_nearest
1.4,0.28,0.2674479166666667,0.011121911462204728,0.4626953125,4.889866311167712,p0_nearest
1.4,0.3,0.2599609375,0.011730109435199204,0.46901041666666665,4.900225401719285,p0_nearest
0.9,0.0,0.36106770833333335,0.008199273333223655,0.001171875,0.27129605450444344,p1_intercept
0.9,0.02,0.36380208333333336,0.008138066494969936,0.0014322916666666666,0.3592751665609802,p1_intercept
0.9,0.04,0.36875,0.008317408573950746,0.0012369791666666666,0.3526542324723196,p1_intercept
0.9,0.06,0.3595703125,0.009387387840358112,0.0013020833333333333,0.4548696416012579,p1_intercept
0.9,0.08,0.37376302083333335,0.009928920614994632,0.0014322916666666666,0.558487202608092,p1_intercept
0.9,0.1,0.37454427083333336,0.010190564537199647,0.0016276041666666667,0.910252042245191,p1_intercept
0.9,0.12,0.3771484375,0.009497807457396616,0.0014973958333333334,0.9147728182022876,p1_intercept
0.9,0.14,0.37506510416666666,0.009068953029365678,0.0014322916666666666,1.148537061204946,p1_intercept
0.9,0.16,0.37897135416666666,0.010102694253725467,0.001171875,1.5563113932500234,p1_intercept
0.9,0.18,0.36940104166666665,0.010443436267475114,0.0015625,1.7875355262871733,p1_intercept
0.9,0.2,0.3728515625,0.011579363602925644,0.0012369791666666666,1.9159275604587178,p1_intercept
0.9,0.22,0.3776041666666667,0.012129758632185624,0.0018880208333333333,2.2934267534553916,p1_intercept
0.9,0.24,0.377734375,0.011672137484908468,0.0013671875,2.2759072397292583,p1_intercept
0.9,0.26,0.37740885416666664,0.012638183709097398,0.0014973958333333334,2.3868016100609766,p1_intercept
0.9,0.28,0.37421875,0.012571232393238301,0.001953125,2.4380615708304205,p1_intercept
0.9,0.3,0.38450520833333335,0.015102152555450785,0.0022135416666666666,2.6205201201891755,p1_intercept
1.1,0.0,0.36497395833333335,0.0074809224489219995,0.004036458333333334,0.30210073871025206,p1_intercept
1.1,0.02,0.3720703125,0.008811025798310296,0.004427083333333333,0.34345283333271914,p1_intercept
1.1,0.04,0.3673828125,0.009117646390949878,0.004361979166666667,0.36049102240389236,p1_intercept
1.1,0.06,0.3673177083333333,0.008316191104085888,0.0048828125,0.5054041467462995,p1_intercept
1.1,0.08,0.3638671875,0.00890113284743882,0.005078125,0.6126981010258183,p1_intercept
1.1,0.1,0.36907552083333334,0.008664324574868447,0.0044921875,0.7764667286546367,p1_intercept
1.1,0.12,0.3748697916666667,0.009019003137739217,0.005338541666666667,0.9852293093964296,p1_intercept
1.1,0.14,0.36569010416666664,0.00918195064057729,0.005338541666666667,1.1639001450308943,p1_intercept
1.1,0.16,0.3716796875,0.010594039366728052,0.00625,1.5017932183402738,p1_intercept
1.1,0.18,0.3743489583333333,0.00962424042141696,0.005013020833333334,1.5148569999878925,p1_intercept
1.1,0.2,0.36940104166666665,0.01097695040149732,0.006184895833333333,1.8657513230137481,p1_intercept
1.1,0.22,0.3611328125,0.011606981862091498,0.006119791666666667,1.9390137098133005,p1_intercept
1.1,0.24,0.3701171875,0.01378203931222748,0.0060546875,2.5143385059238037,p1_intercept
1.1,0.26,0.3772786458333333,0.011723715332196743,0.007096354166666667,2.3870146516267767,p1_intercept
1.1,0.28,0.3642578125,0.011423898671265108,0.0080078125,2.5436060392284,p1_intercept
1.1,0.3,0.3734375,0.013197217577086497,0.008658854166666667,2.7340563953124275,p1_intercept
1.3,0.0,0.33209635416666666,0.007819632594764328,0.18502604166666667,0.3074647812007742,p1_intercept
1.3,0.02,0.32545572916666665,0.007312911567423644,0.18990885416666667,0.3645434650708304,p1_intercept
1.3,0.04,0.3296875,0.008003521312568318,0.18977864583333334,0.35725675539074514,p1_intercept
1.3,0.06,0.3274739583333333,0.007333287312028331,0.19010416666666666,0.5414307678600168,p1_intercept
1.3,0.08,0.3345703125,0.008587549219590053,0.19348958333333333,0.6750965014347382,p1_intercept
1.3,0.1,0.33515625,0.00924983956703744,0.19661458333333334,0.9084576736644036,p1_intercept
1.3,0.12,0.33548177083333336,0.009258526221419552,0.20520833333333333,1.0656550952379031,p1_intercept
1.3,0.14,0.32688802083333335,0.009227794306943959,0.20944010416666667,1.4799180185017582,p1_intercept
1.3,0.16,0.3323567708333333,0.008282384488243453,0.21477864583333334,1.6237505538268329,p1_intercept
1.3,0.18,0.32805989583333334,0.010843477487611207,0.22291666666666668,1.9207302099439971,p1_intercept
1.3,0.2,0.3311848958333333,0.010125909010202962,0.22278645833333333,2.2974013191020948,p1_intercept
1.3,0.22,0.32350260416666665,0.011068283523836792,0.22766927083333333,2.531476618759702,p1_intercept
1.3,0.24,0.3201822916666667,0.010549496012983824,0.23658854166666668,2.5699530244453963,p1_intercept
1.3,0.26,0.322265625,0.011270787533092583,0.24602864583333334,2.7615823643805935,p1_intercept
1.3,0.28,0.32734375,0.010960808497399572,0.2447265625,3.009759870364194,p1_intercept
1.3,0.3,0.32447916666666665,0.011465319839750559,0.26165364583333334,3.0162110259575807,p1_intercept
1.4,0.0,0.2889322916666667,0.007200883235792024,0.3777994791666667,0.37721626168341943,p1_intercept
1.4,0.02,0.2833333333333333,0.007362672048629487,0.37884114583333334,0.44337457016257187,p1_intercept
1.4,0.04,0.2932942708333333,0.007261990583940664,0.3615234375,0.49441443990016704,p1_intercept
1.4,0.06,0.2945963541666667,0.007468208834390043,0.3729166666666667,0.5801030643397457,p1_intercept
1.4,0.08,0.2947916666666667,0.006818482412540985,0.37545572916666664,0.6553198196012463,p1_intercept
1.4,0.1,0.28932291666666665,0.007604461282232546,0.368359375,1.1420977821317255,p1_intercept
1.4,0.12,0.2974609375,0.008622849226876547,0.3697265625,1.4460942618658132,p1_intercept
1.4,0.14,0.28932291666666665,0.00869636338426075,0.3702473958333333,1.6104528560372402,p1_intercept
1.4,0.16,0.28854166666666664,0.008353129443336821,0.379296875,1.9067772620956183,p1_intercept
1.4,0.18,0.2950520833333333,0.008620127374097782,0.37376302083333335,2.1091776253174515,p1_intercept
1.4,0.2,0.28756510416666664,0.009061345593063378,0.39381510416666665,2.816590605869966,p1_intercept
1.4,0.22,0.287890625,0.009168267758596554,0.38470052083333334,2.880769055827697,p1_intercept
1.4,0.24,0.2923177083333333,0.009299734037508963,0.3924479166666667,3.288999869898875,p1_intercept
1.4,0.26,0.280078125,0.010824008303403347,0.41106770833333334,3.1517214652096044,p1_intercept
1.4,0.28,0.28391927083333335,0.010476891180879837,0.41204427083333334,3.295423224474871,p1_intercept
1.4,0.3,0.2888671875,0.012580453548847714,0.404296875,3.45292364659837,p1_intercept
